,year,player_name,distance_avg,average,bin
1172,2009,"
Corey Pavin
",259.0,-0.049,1
1173,2010,"
Robert Garrigus
",315.5,-0.26899999999999996,29
1174,2010,"
Bubba Watson
",309.8,0.695,26
1175,2010,"
Dustin Johnson
",308.5,0.9790000000000001,26
1176,2010,"
Brett Wetterich
",307.3,0.107,25
1177,2010,"
J.B. Holmes
",307.2,0.9359999999999999,25
1178,2010,"
John Daly
",305.7,-0.9890000000000001,24
1179,2010,"
Graham DeLaet
",305.7,0.396,24
1180,2010,"
Ángel Cabrera
",304.5,0.249,24
1181,2010,"
Charles Warren
",302.5,0.109,23
1182,2010,"
D.J. Trahan
",301.1,0.494,22
1183,2010,"
Martin Flores
",300.7,-0.883,22
1184,2010,"
Rory McIlroy
",300.0,0.7140000000000001,22
1185,2010,"
Phil Mickelson
",299.1,1.001,21
1186,2010,"
Aaron Baddeley
",298.9,0.20800000000000002,21
1187,2010,"
Jason Day
",298.2,0.738,21
1188,2010,"
Charley Hoffman
",298.2,0.995,21
1189,2010,"
Davis Love III
",297.7,0.17300000000000001,20
1190,2010,"
Jeff Overton
",297.3,0.63,20
1191,2010,"
Scott Piercy
",296.8,-0.004,20
1192,2010,"
Martin Laird
",296.5,0.145,20
1193,2010,"
Nick Watney
",296.5,0.915,20
1194,2010,"
Troy Matteson
",296.3,-0.157,20
1195,2010,"
Jarrod Lyle
",296.2,0.027000000000000003,20
1196,2010,"
Andres Romero
",296.0,0.136,20
1197,2010,"
Daniel Chopra
",295.9,-1.0959999999999999,19
1198,2010,"
Ryan Palmer
",295.8,0.294,19
1199,2010,"
Lucas Glover
",295.7,0.297,19
1200,2010,"
Alex Prugh
",295.7,0.092,19
1201,2010,"
Garth Mulroy
",295.6,-0.436,19
1202,2010,"
John Rollins
",295.5,0.49700000000000005,19
1203,2010,"
Marc Leishman
",295.0,0.418,19
1204,2010,"
Cameron Tringale
",294.5,-0.465,19
1205,2010,"
Adam Scott
",294.4,0.862,19
1206,2010,"
Charles Howell III
",294.3,0.784,19
1207,2010,"
Paul Casey
",294.2,1.411,19
1208,2010,"
Matt Bettencourt
",294.0,-0.48700000000000004,19
1209,2010,"
Derek Lamely
",294.0,-0.5920000000000001,19
1210,2010,"
Cameron Percy
",294.0,-0.23600000000000002,19
1211,2010,"
James Driscoll
",293.9,0.055999999999999994,18
1212,2010,"
Mathias Grönberg
",293.7,-0.28600000000000003,18
1213,2010,"
George McNeill
",293.4,0.027999999999999997,18
1214,2010,"
Bill Haas
",293.3,0.9179999999999999,18
1215,2010,"
Matt Jones
",293.3,0.495,18
1216,2010,"
Josh Teater
",293.1,-0.109,18
1217,2010,"
Jimmy Walker
",292.9,0.09300000000000001,18
1218,2010,"
J.J. Henry
",292.8,0.36,18
1219,2010,"
Rickie Fowler
",292.7,0.7929999999999999,18
1220,2010,"
Sergio Garcia
",292.7,0.068,18
1221,2010,"
Stewart Cink
",292.4,0.8270000000000001,18
1222,2010,"
Chris Couch
",292.4,0.307,18
1223,2010,"
Vijay Singh
",292.3,0.753,18
1224,2010,"
Padraig Harrington
",292.1,1.063,18
1225,2010,"
Roger Tambellini
",292.0,-0.925,18
1226,2010,"
Bo Van Pelt
",292.0,1.192,18
1227,2010,"
David Lutterus
",291.9,-1.044,17
1228,2010,"
Boo Weekley
",291.9,0.183,17
1229,2010,"
Hunter Mahan
",291.8,0.665,17
1230,2010,"
Tim Herron
",291.7,-0.22699999999999998,17
1231,2010,"
Chris Wilson
",291.7,-1.631,17
1232,2010,"
Retief Goosen
",291.4,1.598,17
1233,2010,"
John Merrick
",291.4,0.019,17
1234,2010,"
Greg Owen
",291.4,-0.745,17
1235,2010,"
Blake Adams
",291.3,-0.233,17
1236,2010,"
Jonathan Byrd
",290.9,0.524,17
1237,2010,"
Matt Every
",290.9,-0.073,17
1238,2010,"
Will MacKenzie
",290.8,0.20199999999999999,17
1239,2010,"
Ted Purdy
",290.8,-0.892,17
1240,2010,"
Steve Marino
",290.6,0.5670000000000001,17
1241,2010,"
Kenny Perry
",290.6,0.401,17
1242,2010,"
Paul Stankowski
",290.3,0.561,17
1243,2010,"
Kevin Streelman
",290.3,0.13,17
1244,2010,"
John Senden
",290.2,0.608,17
1245,2010,"
Kevin Stadler
",290.2,-0.221,17
1246,2010,"
Andrew McLardy
",289.9,-1.005,16
1247,2010,"
Michael Letzig
",289.7,0.028999999999999998,16
1248,2010,"
Ryan Moore
",289.7,0.687,16
1249,2010,"
Camilo Villegas
",289.6,0.691,16
1250,2010,"
Mathew Goggin
",289.3,-0.501,16
1251,2010,"
Sean O'Hair
",289.3,0.615,16
1252,2010,"
Steve Elkington
",289.2,0.557,16
1253,2010,"
Nicholas Thompson
",289.2,-0.875,16
1254,2010,"
Robert Allenby
",289.1,1.156,16
1255,2010,"
Rory Sabbatini
",289.1,0.16,16
1256,2010,"
Stuart Appleby
",289.0,0.13,16
1257,2010,"
Bill Lunde
",288.9,-0.466,16
1258,2010,"
Tom Gillis
",288.7,0.616,16
1259,2010,"
Jeff Gove
",288.7,-1.1640000000000001,16
1260,2010,"
Scott McCarron
",288.6,0.155,16
1261,2010,"
Y.E. Yang
",288.6,0.166,16
1262,2010,"
Ernie Els
",288.4,1.3219999999999998,16
1263,2010,"
Brenden Pappas
",288.4,-0.731,16
1264,2010,"
Troy Merritt
",288.2,-0.43700000000000006,16
1265,2010,"
Henrik Bjornstad
",288.1,-0.626,16
1266,2010,"
Chris Tidland
",288.1,-0.004,16
1267,2010,"
Roland Thatcher
",288.0,-0.7879999999999999,16
1268,2010,"
Kevin Sutherland
",287.9,0.46799999999999997,15
1269,2010,"
Justin Rose
",287.8,1.195,15
1270,2010,"
Lee Janzen
",287.7,-0.19899999999999998,15
1271,2010,"
Rich Barcelo
",287.6,-0.52,15
1272,2010,"
Jeev Milkha Singh
",287.3,0.11800000000000001,15
1273,2010,"
Chris Stroud
",287.2,0.22899999999999998,15
1274,2010,"
Pat Perez
",287.1,0.5720000000000001,15
1275,2010,"
Steve Wheatcroft
",287.1,-0.626,15
1276,2010,"
Geoff Ogilvy
",287.0,0.735,15
1277,2010,"
Brendon de Jonge
",286.9,0.762,15
1278,2010,"
David Duval
",286.9,-0.278,15
1279,2010,"
Matt Kuchar
",286.9,1.4609999999999999,15
1280,2010,"
Brian Stuard
",286.9,-0.746,15
1281,2010,"
Ian Poulter
",286.8,-0.335,15
1282,2010,"
Kris Blanks
",286.4,-0.161,15
1283,2010,"
Trevor Immelman
",286.4,-0.324,15
1284,2010,"
Steve Lowery
",286.2,-1.177,15
1285,2010,"
James Nitties
",286.2,-0.262,15
1286,2010,"
Joe Ogilvie
",285.9,-0.249,14
1287,2010,"
Cameron Beckman
",285.7,-0.545,14
1288,2010,"
Joe Durant
",285.6,0.48100000000000004,14
1289,2010,"
Ricky Barnes
",285.5,0.604,14
1290,2010,"
Webb Simpson
",285.4,0.16899999999999998,14
1291,2010,"
Chad Campbell
",285.1,0.645,14
1292,2010,"
Jay Williamson
",285.1,-0.221,14
1293,2010,"
Aron Price
",284.6,0.259,14
1294,2010,"
Vaughn Taylor
",284.4,0.387,14
1295,2010,"
Vance Veazey
",284.3,-1.444,14
1296,2010,"
Billy Mayfair
",284.0,-0.467,14
1297,2010,"
Bob Estes
",283.9,-0.048,13
1298,2010,"
Rod Pampling
",283.5,-0.314,13
1299,2010,"
Michael Sim
",283.3,0.235,13
1300,2010,"
Cliff Kresge
",283.2,-0.488,13
1301,2010,"
Shaun Micheel
",283.2,0.48700000000000004,13
1302,2010,"
Brett Quigley
",283.2,0.065,13
1303,2010,"
K.J. Choi
",283.1,0.9840000000000001,13
1304,2010,"
Freddie Jacobson
",283.1,0.722,13
1305,2010,"
D.A. Points
",283.0,0.19899999999999998,13
1306,2010,"
Steve Stricker
",282.9,1.818,13
1307,2010,"
Johnson Wagner
",282.4,-0.095,13
1308,2010,"
Ben Crane
",282.3,0.862,13
1309,2010,"
Carl Pettersson
",282.1,0.5539999999999999,13
1310,2010,"
Stephen Ames
",282.0,0.5529999999999999,13
1311,2010,"
Briny Baird
",282.0,0.16899999999999998,13
1312,2010,"
Jason Dufner
",281.9,0.006,12
1313,2010,"
Justin Bolli
",281.8,-1.9180000000000001,12
1314,2010,"
Dean Wilson
",281.6,0.736,12
1315,2010,"
Michael Bradley
",281.5,-0.392,12
1316,2010,"
Michael Connell
",281.3,0.142,12
1317,2010,"
David Toms
",281.3,0.693,12
1318,2010,"
Charlie Wi
",281.2,0.679,12
1319,2010,"
Woody Austin
",281.1,0.034,12
1320,2010,"
Mark Calcavecchia
",281.0,-0.996,12
1321,2010,"
J.P. Hayes
",281.0,-0.035,12
1322,2010,"
Spencer Levin
",280.6,0.564,12
1323,2010,"
Mark Wilson
",280.6,0.009000000000000001,12
1324,2010,"
John Mallinger
",280.4,-0.175,12
1325,2010,"
Garrett Willis
",280.2,-0.053,12
1326,2010,"
Tom Pernice Jr.
",280.0,0.121,12
1327,2010,"
Jason Bohn
",279.8,0.43,11
1328,2010,"
Zach Johnson
",279.7,0.792,11
1329,2010,"
Nathan Green
",279.5,-0.254,11
1330,2010,"
Skip Kendall
",279.5,-0.8320000000000001,11
1331,2010,"
Jeff Maggert
",279.1,-0.741,11
1332,2010,"
Chris DiMarco
",279.0,0.052000000000000005,11
1333,2010,"
Jerry Kelly
",279.0,0.209,11
1334,2010,"
Jerod Turner
",279.0,-1.885,11
1335,2010,"
Brian Davis
",278.9,-0.18100000000000002,11
1336,2010,"
Heath Slocum
",278.9,0.58,11
1337,2010,"
Ryuji Imada
",278.7,0.28600000000000003,11
1338,2010,"
Tim Petrovic
",278.7,0.249,11
1339,2010,"
Kevin Na
",278.6,0.8540000000000001,11
1340,2010,"
Scott Verplank
",278.6,0.36,11
1341,2010,"
Chris Riley
",278.3,0.5379999999999999,11
1342,2010,"
Rocco Mediate
",278.1,-0.16399999999999998,11
1343,2010,"
Bryce Molder
",278.0,0.507,11
1344,2010,"
Justin Leonard
",277.8,0.539,10
1345,2010,"
Alex Cejka
",277.4,-0.073,10
1346,2010,"
Steve Flesch
",277.4,-0.6509999999999999,10
1347,2010,"
Richard Johnson
",277.3,-0.293,10
1348,2010,"
Brandt Snedeker
",277.1,0.5720000000000001,10
1349,2010,"
Luke Donald
",277.0,1.493,10
1350,2010,"
Kevin Johnson
",276.5,-2.147,10
1351,2010,"
Jim Furyk
",276.0,1.564,10
1352,2010,"
Chad Collins
",275.8,0.14300000000000002,9
1353,2010,"
Brent Delahoussaye
",275.6,-0.8109999999999999,9
1354,2010,"
Greg Chalmers
",275.5,0.354,9
1355,2010,"
Ben Curtis
",275.5,0.23399999999999999,9
1356,2010,"
Mike Weir
",273.9,-0.24100000000000002,8
1357,2010,"
Paul Goydos
",273.6,-0.331,8
1358,2010,"
Jeff Quinney
",273.3,-0.039,8
1359,2010,"
Greg Kraft
",273.2,-2.041,8
1360,2010,"
Tim Clark
",272.2,0.8320000000000001,8
1361,2010,"
Omar Uresti
",272.0,-0.512,8
1362,2010,"
Brad Faxon
",271.4,-2.093,7
1363,2010,"
Craig Bowden
",270.0,-1.104,7
1364,2010,"
Brian Gay
",266.4,0.518,5
1365,2011,"
J.B. Holmes
",318.4,0.847,31
1366,2011,"
Bubba Watson
",314.9,0.593,29
1367,2011,"
Dustin Johnson
",314.2,0.5760000000000001,29
1368,2011,"
Robert Garrigus
",313.4,0.139,28
1369,2011,"
Gary Woodland
",310.5,1.041,27
1370,2011,"
Steven Bowditch
",308.3,-0.267,26
1371,2011,"
Scott Piercy
",305.4,0.34600000000000003,24
1372,2011,"
Jhonattan Vegas
",304.9,-0.172,24
1373,2011,"
Kyle Stanley
",304.6,0.665,24
1374,2011,"
Will Strickler
",304.1,-1.0,24
1375,2011,"
Scott Stallings
",303.7,0.059000000000000004,23
1376,2011,"
Tag Ridings
",303.3,-0.237,23
1377,2011,"
Martin Laird
",303.0,0.996,23
1378,2011,"
Jason Day
",302.6,0.976,23
1379,2011,"
Josh Teater
",302.3,0.085,23
1380,2011,"
Nick Watney
",301.9,1.712,22
1381,2011,"
Harrison Frazar
",301.8,-0.266,22
1382,2011,"
Jim Herman
",301.7,-0.18,22
1383,2011,"
Ángel Cabrera
",301.6,0.172,22
1384,2011,"
Keegan Bradley
",300.7,0.27899999999999997,22
1385,2011,"
Troy Matteson
",300.2,-0.162,22
1386,2011,"
Charley Hoffman
",299.8,0.525,21
1387,2011,"
Phil Mickelson
",299.8,1.182,21
1388,2011,"
Adam Scott
",299.7,0.635,21
1389,2011,"
Rickie Fowler
",299.5,0.917,21
1390,2011,"
Zack Miller
",299.5,-1.051,21
1391,2011,"
Ryan Palmer
",299.5,-0.125,21
1392,2011,"
Sergio Garcia
",299.2,0.9840000000000001,21
1393,2011,"
Robert Karlsson
",299.2,0.6779999999999999,21
1394,2011,"
Jimmy Walker
",298.8,0.376,21
1395,2011,"
Alex Prugh
",298.6,-0.958,21
1396,2011,"
D.J. Trahan
",298.6,0.16899999999999998,21
1397,2011,"
James Driscoll
",298.5,-0.209,21
1398,2011,"
Brandt Jobe
",298.5,0.596,21
1399,2011,"
Davis Love III
",298.5,0.389,21
1400,2011,"
Scott Gutschewski
",298.0,-0.667,21
1401,2011,"
Derek Lamely
",297.9,-1.383,20
1402,2011,"
Bobby Gates
",297.4,-0.898,20
1403,2011,"
Bo Van Pelt
",297.4,0.867,20
1404,2011,"
Charles Howell III
",297.3,1.239,20
1405,2011,"
John Merrick
",297.2,0.43,20
1406,2011,"
Michael Putnam
",297.2,-0.162,20
1407,2011,"
Charl Schwartzel
",297.0,0.95,20
1408,2011,"
Chris Couch
",296.8,0.45,20
1409,2011,"
Jim Renner
",296.8,-0.111,20
1410,2011,"
Tommy Gainey
",296.7,0.27,20
1411,2011,"
John Rollins
",296.7,0.6709999999999999,20
1412,2011,"
Bill Haas
",296.6,0.9159999999999999,20
1413,2011,"
Boo Weekley
",296.6,-0.282,20
1414,2011,"
David Duval
",296.3,-0.8009999999999999,20
1415,2011,"
Aaron Baddeley
",296.2,1.148,20
1416,2011,"
Webb Simpson
",296.2,1.764,20
1417,2011,"
Bio Kim
",296.1,-0.8540000000000001,20
1418,2011,"
Marc Leishman
",296.0,0.026000000000000002,20
1419,2011,"
Kevin Chappell
",295.8,-0.314,19
1420,2011,"
Chris Kirk
",295.7,0.43200000000000005,19
1421,2011,"
Joseph Bramlett
",295.6,-0.47,19
1422,2011,"
Jeff Overton
",295.3,0.196,19
1423,2011,"
Steve Marino
",295.2,0.565,19
1424,2011,"
George McNeill
",295.0,-0.002,19
1425,2011,"
Padraig Harrington
",294.7,0.245,19
1426,2011,"
Andres Romero
",294.7,0.474,19
1427,2011,"
Lucas Glover
",294.6,0.442,19
1428,2011,"
Sean O'Hair
",294.6,-0.08900000000000001,19
1429,2011,"
Camilo Villegas
",294.4,0.091,19
1430,2011,"
Vijay Singh
",294.3,0.6,19
1431,2011,"
Cameron Tringale
",294.3,0.239,19
1432,2011,"
Sung Kang
",294.2,-0.184,19
1433,2011,"
Anthony Kim
",294.2,-0.071,19
1434,2011,"
Matt Jones
",293.9,-0.377,18
1435,2011,"
Chez Reavie
",293.5,0.419,18
1436,2011,"
Ricky Barnes
",293.3,0.22399999999999998,18
1437,2011,"
John Senden
",293.3,0.9670000000000001,18
1438,2011,"
Kevin Stadler
",293.2,-0.218,18
1439,2011,"
Andres Gonzales
",293.1,-0.652,18
1440,2011,"
Roland Thatcher
",293.1,-0.491,18
1441,2011,"
Brendan Steele
",292.8,-0.006,18
1442,2011,"
Rory Sabbatini
",292.5,0.7190000000000001,18
1443,2011,"
Martin Piller
",292.2,-1.351,18
1444,2011,"
Blake Adams
",292.1,0.41100000000000003,18
1445,2011,"
Stewart Cink
",291.8,0.67,17
1446,2011,"
Tim Herron
",291.8,0.122,17
1447,2011,"
Carl Pettersson
",291.8,0.77,17
1448,2011,"
Jonathan Byrd
",291.6,0.469,17
1449,2011,"
Hunter Mahan
",291.6,1.218,17
1450,2011,"
Scott McCarron
",291.6,-0.34700000000000003,17
1451,2011,"
Joe Ogilvie
",291.6,-0.306,17
1452,2011,"
Rod Pampling
",291.6,0.49700000000000005,17
1453,2011,"
Bill Lunde
",291.5,0.06,17
1454,2011,"
Pat Perez
",291.4,0.49200000000000005,17
1455,2011,"
Chris Stroud
",291.2,0.057,17
1456,2011,"
Chad Campbell
",291.1,0.564,17
1457,2011,"
J.J. Henry
",291.1,0.37200000000000005,17
1458,2011,"
Billy Horschel
",291.0,-0.192,17
1459,2011,"
Michael Thompson
",291.0,-0.052000000000000005,17
1460,2011,"
David Hearn
",290.9,0.222,17
1461,2011,"
Alexandre Rocha
",290.9,-0.375,17
1462,2011,"
Michael Bradley
",290.7,-0.086,17
1463,2011,"
Justin Rose
",290.6,0.9840000000000001,17
1464,2011,"
Robert Allenby
",290.2,0.818,17
1465,2011,"
D.J. Brigman
",290.2,-1.053,17
1466,2011,"
Y.E. Yang
",290.2,0.27,17
1467,2011,"
Tom Gillis
",290.1,-0.573,17
1468,2011,"
Lee Janzen
",290.1,-0.44299999999999995,17
1469,2011,"
Ryan Moore
",290.1,0.8270000000000001,17
1470,2011,"
Geoff Ogilvy
",290.0,0.722,17
1471,2011,"
Retief Goosen
",289.9,0.405,16
1472,2011,"
William McGirt
",289.9,0.162,16
1473,2011,"
Ben Martin
",289.5,-0.275,16
1474,2011,"
Graeme McDowell
",289.5,0.19699999999999998,16
1475,2011,"
Kevin Streelman
",289.2,0.934,16
1476,2011,"
Briny Baird
",289.1,0.5429999999999999,16
1477,2011,"
Steve Stricker
",288.8,1.73,16
1478,2011,"
Hunter Haas
",288.5,0.282,16
1479,2011,"
Trevor Immelman
",288.5,0.33299999999999996,16
1480,2011,"
Fabián Gómez
",288.4,-0.602,16
1481,2011,"
Matt Bettencourt
",288.3,-0.7659999999999999,16
1482,2011,"
Ernie Els
",288.1,0.16,16
1483,2011,"
Brendon de Jonge
",287.8,0.5760000000000001,15
1484,2011,"
Woody Austin
",287.6,0.48700000000000004,15
1485,2011,"
Stuart Appleby
",287.5,-0.6629999999999999,15
1486,2011,"
Freddie Jacobson
",287.4,0.904,15
1487,2011,"
D.A. Points
",287.4,0.297,15
1488,2011,"
Brandt Snedeker
",287.2,1.094,15
1489,2011,"
Jason Dufner
",286.8,0.7170000000000001,15
1490,2011,"
Troy Merritt
",286.8,-1.031,15
1491,2011,"
Spencer Levin
",286.3,0.846,15
1492,2011,"
Matt Kuchar
",286.2,1.54,15
1493,2011,"
Rich Beem
",286.1,-1.281,15
1494,2011,"
Jarrod Lyle
",286.1,-0.82,15
1495,2011,"
Shaun Micheel
",286.1,-0.575,15
1496,2011,"
Justin Hicks
",286.0,-1.416,15
1497,2011,"
Charlie Wi
",285.8,0.305,14
1498,2011,"
K.J. Choi
",285.6,1.079,14
1499,2011,"
Steve Elkington
",285.4,-0.34,14
1500,2011,"
Matt McQuillan
",285.4,-0.084,14
1501,2011,"
Nathan Green
",285.0,-0.39399999999999996,14
1502,2011,"
Kent Jones
",285.0,-0.177,14
1503,2011,"
Kris Blanks
",284.9,0.152,14
1504,2011,"
Jason Bohn
",284.9,-0.14400000000000002,14
1505,2011,"
Ben Crane
",284.9,0.49,14
1506,2011,"
Daniel Summerhays
",284.9,-1.581,14
1507,2011,"
Arjun Atwal
",284.8,-0.409,14
1508,2011,"
Mark Wilson
",284.8,0.47700000000000004,14
1509,2011,"
Cameron Beckman
",284.3,-0.653,14
1510,2011,"
Kevin Kisner
",284.3,-0.9059999999999999,14
1511,2011,"
Luke Donald
",284.1,2.278,14
1512,2011,"
Vaughn Taylor
",284.1,0.077,14
1513,2011,"
Paul Stankowski
",283.9,-0.02,13
1514,2011,"
Stephen Ames
",283.8,-0.262,13
1515,2011,"
Joe Durant
",283.6,-0.233,13
1516,2011,"
Ryuji Imada
",283.4,-0.11699999999999999,13
1517,2011,"
Brian Davis
",283.3,0.605,13
1518,2011,"
Billy Mayfair
",283.3,0.385,13
1519,2011,"
Ian Poulter
",282.8,0.23800000000000002,13
1520,2011,"
Marc Turnesa
",282.8,-0.365,13
1521,2011,"
J.P. Hayes
",282.7,-0.528,13
1522,2011,"
Aron Price
",282.6,0.28,13
1523,2011,"
Steve Flesch
",282.5,-0.255,13
1524,2011,"
Johnson Wagner
",282.2,0.057,13
1525,2011,"
David Mathis
",282.0,0.095,13
1526,2011,"
Bryce Molder
",282.0,0.653,13
1527,2011,"
Heath Slocum
",281.9,-0.036000000000000004,12
1528,2011,"
Jim Furyk
",281.4,0.655,12
1529,2011,"
Nate Smith
",281.2,-0.883,12
1530,2011,"
Tim Petrovic
",280.5,-0.11900000000000001,12
1531,2011,"
Alex Cejka
",280.3,-0.138,12
1532,2011,"
Shane Bertsch
",280.1,0.36700000000000005,12
1533,2011,"
Justin Leonard
",280.1,-0.099,12
1534,2011,"
Kevin Na
",279.8,0.77,11
1535,2011,"
Garrett Willis
",279.7,-0.278,11
1536,2011,"
Greg Chalmers
",279.6,0.42,11
1537,2011,"
Michael Connell
",279.5,-0.425,11
1538,2011,"
Chris Riley
",279.3,-0.091,11
1539,2011,"
David Toms
",279.1,1.2819999999999998,11
1540,2011,"
Colt Knost
",279.0,-0.667,11
1541,2011,"
Zach Johnson
",278.2,1.033,11
1542,2011,"
Chris DiMarco
",277.9,-0.021,10
1543,2011,"
Dean Wilson
",276.8,-0.22,10
1544,2011,"
Ben Curtis
",276.7,0.19,10
1545,2011,"
Richard Johnson
",276.6,-1.044,10
1546,2011,"
Nick O'Hern
",276.3,0.462,10
1547,2011,"
Jerry Kelly
",275.6,0.667,9
1548,2011,"
Rocco Mediate
",275.5,-1.5219999999999998,9
1549,2011,"
Paul Goydos
",274.8,-0.594,9
1550,2011,"
Brian Gay
",269.8,0.737,6
1551,2012,"
Bubba Watson
",315.5,1.5290000000000001,29
1552,2012,"
Charlie Beljan
",311.6,-0.485,27
1553,2012,"
Robert Garrigus
",310.3,0.988,27
1554,2012,"
Dustin Johnson
",310.2,1.5090000000000001,27
1555,2012,"
Rory McIlroy
",310.1,2.406,27
1556,2012,"
J.B. Holmes
",309.7,0.496,26
1557,2012,"
Jason Day
",308.6,1.024,26
1558,2012,"
Kyle Stanley
",306.9,0.384,25
1559,2012,"
John Daly
",306.7,-0.406,25
1560,2012,"
Adam Scott
",304.6,1.1640000000000001,24
1561,2012,"
Jhonattan Vegas
",304.6,-0.387,24
1562,2012,"
Scott Piercy
",304.5,0.857,24
1563,2012,"
Graham DeLaet
",304.3,0.322,24
1564,2012,"
Jason Kokrak
",304.1,-0.447,24
1565,2012,"
Ryan Palmer
",303.1,1.003,23
1566,2012,"
Keegan Bradley
",302.7,1.122,23
1567,2012,"
Scott Stallings
",302.4,-0.32299999999999995,23
1568,2012,"
Gary Woodland
",301.6,-0.293,22
1569,2012,"
Seung-Yul Noh
",300.4,0.721,22
1570,2012,"
Harris English
",300.3,0.299,22
1571,2012,"
Bobby Gates
",300.2,-0.265,22
1572,2012,"
Ángel Cabrera
",299.7,-0.451,21
1573,2012,"
Troy Kelly
",299.5,-0.6920000000000001,21
1574,2012,"
Louis Oosthuizen
",299.5,0.976,21
1575,2012,"
Brandt Jobe
",299.2,0.053,21
1576,2012,"
Troy Matteson
",298.9,-0.051,21
1577,2012,"
Josh Teater
",298.6,0.128,21
1578,2012,"
Martin Laird
",298.2,0.5489999999999999,21
1579,2012,"
Lee Westwood
",298.1,0.784,21
1580,2012,"
Harrison Frazar
",297.7,-0.551,20
1581,2012,"
Sean O'Hair
",297.5,0.368,20
1582,2012,"
Tiger Woods
",297.4,2.31,20
1583,2012,"
Erik Compton
",297.2,-0.517,20
1584,2012,"
Tommy Gainey
",297.2,-0.517,20
1585,2012,"
Carl Pettersson
",297.1,0.867,20
1586,2012,"
Nick Watney
",296.8,0.536,20
1587,2012,"
Boo Weekley
",296.8,-0.08199999999999999,20
1588,2012,"
Jimmy Walker
",296.5,0.547,20
1589,2012,"
Davis Love III
",296.3,0.867,20
1590,2012,"
Bo Van Pelt
",296.1,1.4369999999999998,20
1591,2012,"
Greg Owen
",295.9,0.298,19
1592,2012,"
Charl Schwartzel
",295.8,0.925,19
1593,2012,"
Mark Anderson
",295.7,-0.875,19
1594,2012,"
Daniel Chopra
",295.6,-0.679,19
1595,2012,"
Edward Loar
",295.6,-1.1179999999999999,19
1596,2012,"
Charley Hoffman
",295.5,0.087,19
1597,2012,"
John Rollins
",295.4,0.431,19
1598,2012,"
Vijay Singh
",295.4,0.763,19
1599,2012,"
Martin Flores
",295.0,0.419,19
1600,2012,"
Robert Karlsson
",294.7,-0.469,19
1601,2012,"
Ernie Els
",294.6,0.677,19
1602,2012,"
Charles Howell III
",294.6,0.679,19
1603,2012,"
Phil Mickelson
",294.4,1.422,19
1604,2012,"
Chris Couch
",293.8,0.125,18
1605,2012,"
Matt Jones
",293.7,-0.557,18
1606,2012,"
Garth Mulroy
",293.7,-0.031,18
1607,2012,"
Padraig Harrington
",293.6,0.888,18
1608,2012,"
Kevin Chappell
",293.3,-0.081,18
1609,2012,"
John Merrick
",293.3,0.191,18
1610,2012,"
Rickie Fowler
",293.2,0.518,18
1611,2012,"
Hunter Mahan
",293.1,0.541,18
1612,2012,"
Kevin Stadler
",292.9,0.439,18
1613,2012,"
Kevin Streelman
",292.8,0.268,18
1614,2012,"
Jason Dufner
",292.4,1.446,18
1615,2012,"
Sergio Garcia
",292.4,1.104,18
1616,2012,"
Bill Haas
",292.2,0.6679999999999999,18
1617,2012,"
D.J. Trahan
",292.2,-0.726,18
1618,2012,"
Aaron Baddeley
",292.0,0.14300000000000002,18
1619,2012,"
Ricky Barnes
",292.0,-0.203,18
1620,2012,"
Jeff Overton
",292.0,0.883,18
1621,2012,"
Andres Romero
",292.0,-0.409,18
1622,2012,"
Danny Lee
",291.9,0.037000000000000005,17
1623,2012,"
Chris Kirk
",291.8,0.244,17
1624,2012,"
Bud Cauley
",291.6,0.721,17
1625,2012,"
Stephen Gangluff
",291.5,-1.959,17
1626,2012,"
Pat Perez
",291.5,0.763,17
1627,2012,"
Scott Brown
",291.2,-0.7709999999999999,17
1628,2012,"
James Driscoll
",291.1,-0.059000000000000004,17
1629,2012,"
John Senden
",291.0,1.0,17
1630,2012,"
Trevor Immelman
",290.9,0.365,17
1631,2012,"
Justin Rose
",290.9,1.64,17
1632,2012,"
Mathew Goggin
",290.8,-0.327,17
1633,2012,"
Roberto Castro
",290.6,0.591,17
1634,2012,"
Bill Lunde
",290.5,0.305,17
1635,2012,"
Will Claxton
",290.4,0.512,17
1636,2012,"
Cameron Tringale
",290.4,0.35600000000000004,17
1637,2012,"
Brian Harman
",290.3,0.19899999999999998,17
1638,2012,"
Camilo Villegas
",290.3,-0.174,17
1639,2012,"
Billy Horschel
",290.2,0.391,17
1640,2012,"
Chad Campbell
",290.1,0.28300000000000003,17
1641,2012,"
Geoff Ogilvy
",290.1,0.691,17
1642,2012,"
Ryo Ishikawa
",290.0,-0.038,17
1643,2012,"
Kyle Reifers
",290.0,0.057999999999999996,17
1644,2012,"
J.J. Killeen
",289.9,-0.449,16
1645,2012,"
Sangmoon Bae
",289.8,-1.053,16
1646,2012,"
Jonathan Byrd
",289.5,0.506,16
1647,2012,"
Miguel Angel Carballo
",289.5,-1.17,16
1648,2012,"
Henrik Stenson
",289.5,0.915,16
1649,2012,"
Tim Herron
",289.4,0.33399999999999996,16
1650,2012,"
Marc Leishman
",289.4,0.212,16
1651,2012,"
Daniel Summerhays
",289.3,0.126,16
1652,2012,"
Derek Lamely
",289.1,-1.035,16
1653,2012,"
Tom Gillis
",289.0,0.33899999999999997,16
1654,2012,"
Roland Thatcher
",288.9,-1.158,16
1655,2012,"
Stewart Cink
",288.8,-0.228,16
