"rank_total","player_name","rounds_total","avg_drive_total","total_distance_total","num_drives_total","year"
"T183","Justin Leonard",61,267.7,201598,753,2015
"1","Bubba Watson",76,305.1,239213,784,2014
"2","Rory McIlroy",66,301.5,202618,672,2014
"3","Dustin Johnson",58,298.7,172664,578,2014
"4","Jamie Lovemark",64,296.7,194901,657,2014
"5","J.B. Holmes",86,296.5,318422,1074,2014
"6","Andrew Loupe",65,296.1,206996,699,2014
"7","Charles Howell III",106,294.8,390288,1324,2014
"8","Jason Day",54,294.4,136019,462,2014
"9","Gary Woodland",93,293.9,299791,1020,2014
"10","Ángel Cabrera",69,292.8,249474,852,2014
"11","Jimmy Walker",98,292.6,300195,1026,2014
"12","Adam Scott",68,292.5,230490,788,2014
"13","Ryan Palmer",85,292.3,273585,936,2014
"T14","Louis Oosthuizen",50,291.4,121811,418,2014
"T14","Jhonattan Vegas",77,291.4,260531,894,2014
"16","Charlie Beljan",76,291.2,271975,934,2014
"T17","Graham DeLaet",80,290.5,259145,892,2014
"T17","Brooks Koepka",56,290.5,170208,586,2014
"T19","Steven Bowditch",93,290.4,315968,1088,2014
"T19","Rickie Fowler",91,290.4,251451,866,2014
"21","Charley Hoffman",93,290.3,307184,1058,2014
"22","Morgan Hoffmann",103,290.1,364132,1255,2014
"23","Robert Garrigus",80,289.9,294804,1017,2014
"T24","Keegan Bradley",89,289.6,271098,936,2014
"T24","Hunter Mahan",88,289.6,291877,1008,2014
"T26","Matt Jones",83,289.5,242573,838,2014
"T26","Sean O'Hair",77,289.5,270114,933,2014
"T26","Robert Streb",75,289.5,259425,896,2014
"29","Justin Rose",70,289.2,209385,724,2014
"30","Jason Kokrak",65,288.6,245048,849,2014
"T31","Charl Schwartzel",64,288.5,218128,756,2014
"T31","Scott Stallings",77,288.5,253342,878,2014
"33","Phil Mickelson",71,288.2,201769,700,2014
"T34","Harris English",95,288.1,297885,1034,2014
"T34","Brendan Steele",89,288.1,282069,979,2014
"36","Martin Kaymer",65,287.8,193379,672,2014
"37","Ernie Els",85,287.4,252939,880,2014
"38","Carl Pettersson",91,287.2,340317,1185,2014
"T39","Kyle Stanley",87,287.1,288857,1006,2014
"T39","Will Wilcox",51,287.1,160481,559,2014
"T41","Lucas Glover",68,287.0,187992,655,2014
"T41","Martin Laird",66,287.0,221593,772,2014
"T41","Hideki Matsuyama",82,287.0,257171,896,2014
"T44","Sergio Garcia",61,286.8,160611,560,2014
"T44","Troy Matteson",62,286.8,196453,685,2014
"T46","Derek Ernst",80,286.5,252940,883,2014
"T46","Bill Haas",107,286.5,328377,1146,2014
"T46","Kevin Stadler",90,286.5,260111,908,2014
"T46","Henrik Stenson",56,286.5,152416,532,2014
"50","Russell Henley",92,286.3,301742,1054,2014
"51","Marc Leishman",81,286.2,275361,962,2014
"52","Billy Horschel",92,286.1,276940,968,2014
"53","Patrick Reed",92,285.9,296731,1038,2014
"T54","Bud Cauley",56,285.8,183793,643,2014
"T54","Seung-Yul Noh",92,285.8,299522,1048,2014
"T54","Jordan Spieth",102,285.8,316048,1106,2014
"T57","Kevin Chappell",100,285.6,346709,1214,2014
"T57","Jim Herman",62,285.6,191350,670,2014
"59","Shawn Stefani",60,285.4,227780,798,2014
"60","Andres Romero",81,285.3,287020,1006,2014
"61","Lee Westwood",57,285.2,171680,602,2014
"62","Tommy Gainey",73,285.1,238058,835,2014
"T63","Geoff Ogilvy",84,284.9,290361,1019,2014
"T63","Josh Teater",90,284.9,297484,1044,2014
"T63","Kevin Tway",64,284.9,187208,657,2014
"66","Kevin Streelman",79,284.7,239189,840,2014
"67","Hudson Swafford",75,284.5,230450,810,2014
"T68","Davis Love III",74,284.4,249125,876,2014
"T68","Nick Watney",80,284.4,222995,784,2014
"70","Rory Sabbatini",82,284.3,257010,904,2014
"71","Ryo Ishikawa",75,284.1,244925,862,2014
"72","Vijay Singh",83,284.0,301626,1062,2014
"73","John Peterson",62,283.9,217768,767,2014
"T74","Martin Flores",85,283.4,268661,948,2014
"T74","Webb Simpson",87,283.4,293631,1036,2014
"T76","Brian Harman",111,282.9,398356,1408,2014
"T76","David Lingmerth",80,282.9,263685,932,2014
"78","Ian Poulter",57,282.8,162322,574,2014
"79","Stewart Cink",91,282.6,283765,1004,2014
"T80","Jason Dufner",57,282.5,166110,588,2014
"T80","Brad Fritsch",50,282.5,153685,544,2014
"82","Sangmoon Bae",76,282.4,256664,909,2014
"T83","Chris Kirk",105,282.3,340994,1208,2014
"T83","Wes Roach",67,282.3,196749,697,2014
"T85","Jeff Overton",80,282.2,259613,920,2014
"T85","Camilo Villegas",95,282.2,330698,1172,2014
"T87","Will MacKenzie",82,282.0,286558,1016,2014
"T87","John Senden",99,282.0,318139,1128,2014
"T89","Ben Martin",80,281.8,247731,879,2014
"T89","Boo Weekley",73,281.8,221175,785,2014
"T91","Jonas Blixt",64,281.5,169758,603,2014
"T91","J.J. Henry",91,281.5,306242,1088,2014
"93","Michael Putnam",106,281.4,356876,1268,2014
"T94","Luke Guthrie",85,281.2,297768,1059,2014
"T94","John Rollins",84,281.2,262918,935,2014
"96","Scott Brown",100,281.1,326648,1162,2014
"97","Ryan Moore",86,281.0,245051,872,2014
"T98","Matt Every",85,280.9,253953,904,2014
"T98","Retief Goosen",94,280.9,305360,1087,2014
"T98","Kevin Kisner",85,280.9,274120,976,2014
"101","Chesson Hadley",84,280.7,277570,989,2014
"T102","Ricky Barnes",92,280.5,305199,1088,2014
"T102","Bronson La'Cassie",51,280.5,141069,503,2014
"104","Troy Merritt",62,280.4,215603,769,2014
"T105","Aaron Baddeley",74,280.3,230726,823,2014
"T105","Trevor Immelman",84,280.3,262632,937,2014
"T107","Erik Compton",88,280.2,292520,1044,2014
"T107","Brice Garnett",92,280.2,305420,1090,2014
"T107","Jim Renner",61,280.2,203457,726,2014
"T107","Bo Van Pelt",83,280.2,261705,934,2014
"111","Matt Kuchar",91,280.0,297944,1064,2014
"112","Andrew Svoboda",77,279.9,258046,922,2014
"113","Brendon de Jonge",109,279.8,359324,1284,2014
"114","James Hahn",82,279.6,284072,1016,2014
"115","Gonzalo Fernandez-Castaño",83,279.5,269971,966,2014
"116","Danny Lee",84,279.4,269026,963,2014
"117","Tyrone Van Aswegen",79,279.3,253592,908,2014
"118","Pat Perez",84,279.1,291429,1044,2014
"119","Michael Thompson",74,279.0,234369,840,2014
"120","Richard Lee",80,278.8,237233,851,2014
"T121","John Merrick",87,278.6,280268,1006,2014
"T121","Chris Stroud",88,278.6,280527,1007,2014
"123","Johnson Wagner",69,278.5,225047,808,2014
"124","Daniel Summerhays",98,278.4,341323,1226,2014
"125","Justin Hicks",103,278.3,348956,1254,2014
"126","Roberto Castro",76,278.2,228679,822,2014
"T127","Freddie Jacobson",91,278.1,313694,1128,2014
"T127","Russell Knox",92,278.1,321460,1156,2014
"T127","George McNeill",79,278.1,271453,976,2014
"T130","Brandt Snedeker",89,278.0,256348,922,2014
"T130","Cameron Tringale",111,278.0,379713,1366,2014
"T132","Robert Allenby",83,277.8,270870,975,2014
"T132","Jonathan Byrd",76,277.8,251123,904,2014
"134","Paul Casey",56,277.5,170415,614,2014
"135","Chad Campbell",57,277.2,177961,642,2014
"136","Y.E. Yang",79,277.1,235255,849,2014
"T137","Zach Johnson",97,276.8,326120,1178,2014
"T137","D.A. Points",75,276.8,213682,772,2014
"T137","Nicholas Thompson",85,276.8,269607,974,2014
"140","William McGirt",96,276.6,324129,1172,2014
"141","Greg Chalmers",85,276.4,281139,1017,2014
"142","Tim Wilkinson",86,276.3,274377,993,2014
"T143","James Driscoll",71,276.0,222471,806,2014
"T143","Kevin Na",94,276.0,299736,1086,2014
"145","Brian Stuard",91,275.8,284577,1032,2014
"146","John Huh",87,275.7,269653,978,2014
"T147","Jason Bohn",81,275.3,279658,1016,2014
"T147","Charlie Wi",72,275.3,249455,906,2014
"T149","Brendon Todd",108,275.2,348951,1268,2014
"T149","Mark Wilson",69,275.2,218823,795,2014
"151","Heath Slocum",71,275.0,238388,867,2014
"152","David Hearn",97,274.9,314201,1143,2014
"153","Scott Langley",95,274.8,302225,1100,2014
"154","Brian Davis",93,274.6,310279,1130,2014
"155","Stuart Appleby",92,274.0,320613,1170,2014
"T156","K.J. Choi",80,273.9,255783,934,2014
"T156","Spencer Levin",59,273.9,190640,696,2014
"T156","Ted Potter Jr.",68,273.9,228685,835,2014
"159","Jeff Maggert",54,273.8,168410,615,2014
"160","Ben Crane",81,273.6,297107,1086,2014
"161","Jerry Kelly",80,273.4,250940,918,2014
"T162","Ben Curtis",77,273.3,243525,891,2014
"T162","Jim Furyk",84,273.3,251459,920,2014
"T164","Briny Baird",50,273.2,171324,627,2014
"T164","Graeme McDowell",66,273.2,175917,644,2014
"T166","Woody Austin",63,273.1,217914,798,2014
"T166","Bryce Molder",77,273.1,243629,892,2014
"168","Billy Hurley III",86,272.5,273910,1005,2014
"169","D.H. Lee",54,272.2,170389,626,2014
"170","Ken Duke",80,271.9,250941,923,2014
"171","David Toms",64,271.5,204439,753,2014
"172","Chad Collins",78,270.8,229632,848,2014
"173","Tim Clark",75,269.4,233063,865,2014
"174","Luke Donald",57,269.0,164647,612,2014
"175","Brian Gay",81,268.9,237160,882,2014
"176","Mike Weir",69,267.0,197340,739,2014
"177","Justin Leonard",75,266.6,229795,862,2014
"1","Bubba Watson",76,297.7,246757,829,2013
"2","Dustin Johnson",71,296.1,212301,717,2013
"3","Rory McIlroy",56,294.8,168921,573,2013
"4","Nicolas Colsaerts",50,294.7,148544,504,2013
"5","Luke List",65,292.6,211812,724,2013
"6","Robert Garrigus",69,291.9,198490,680,2013
"7","Gary Woodland",94,291.1,337443,1159,2013
"8","Kyle Stanley",71,291.0,245064,842,2013
"9","Keegan Bradley",88,290.5,293678,1011,2013
"10","Scott Piercy",78,290.3,252287,869,2013
"11","Scott Stallings",79,289.7,267376,923,2013
"12","Eric Meierdierks",48,289.6,149130,515,2013
"13","Jason Day",86,289.3,245883,850,2013
"14","Ryan Palmer",79,289.2,277587,960,2013
"15","Jason Kokrak",78,289.1,290291,1004,2013
"16","Morgan Hoffmann",64,288.6,213816,741,2013
"T17","Steven Bowditch",67,288.4,233021,808,2013
"T17","Adam Scott",61,288.4,176511,612,2013
"19","Martin Flores",83,288.0,305008,1059,2013
"T20","Ángel Cabrera",73,287.6,228344,794,2013
"T20","Jimmy Walker",84,287.6,300270,1044,2013
"T22","Charles Howell III",87,287.1,320932,1118,2013
"T22","Shawn Stefani",63,287.1,199281,694,2013
"24","Derek Ernst",58,286.8,196481,685,2013
"25","John Rollins",77,286.7,271213,946,2013
"26","Nick Watney",88,286.5,292541,1021,2013
"27","Charlie Beljan",62,286.3,220432,770,2013
"T28","Andres Romero",63,286.2,207808,726,2013
"T28","Charl Schwartzel",69,286.2,216394,756,2013
"T30","Martin Laird",68,286.1,210606,736,2013
"T30","Phil Mickelson",78,286.1,227727,796,2013
"32","Harris English",95,286.0,326612,1142,2013
"33","Seung-Yul Noh",71,285.9,247340,865,2013
"34","Rory Sabbatini",86,285.8,286683,1003,2013
"35","Charley Hoffman",84,285.5,290089,1016,2013
"36","Sean O'Hair",56,285.3,202290,709,2013
"37","Lucas Glover",65,285.2,205894,722,2013
"T38","Patrick Reed",83,285.1,294538,1033,2013
"T38","Justin Rose",62,285.1,183581,644,2013
"40","Jim Herman",59,285.0,174990,614,2013
"41","Graham DeLaet",94,284.9,321338,1128,2013
"T42","Billy Horschel",96,284.7,329066,1156,2013
"T42","Hunter Mahan",91,284.7,271858,955,2013
"T42","Jeff Overton",78,284.7,293195,1030,2013
"T42","Tag Ridings",69,284.7,229456,806,2013
"T46","Troy Matteson",68,284.6,233627,821,2013
"T46","Boo Weekley",100,284.6,328947,1156,2013
"T48","Robert Streb",75,284.5,245275,862,2013
"T48","Josh Teater",86,284.5,241568,849,2013
"T50","Matt Every",89,284.4,317726,1117,2013
"T50","Russell Henley",80,284.4,261948,921,2013
"T50","Carl Pettersson",82,284.4,254566,895,2013
"53","Kevin Chappell",80,284.3,265531,934,2013
"T54","Bill Haas",85,284.0,274901,968,2013
"T54","Kevin Stadler",83,284.0,273240,962,2013
"56","Tommy Gainey",84,283.9,298102,1050,2013
"T57","Brian Harman",89,283.8,300593,1059,2013
"T57","Ryo Ishikawa",72,283.8,217688,767,2013
"T57","Lee Westwood",70,283.8,202608,714,2013
"T60","Greg Owen",73,283.7,260968,920,2013
"T60","Jordan Spieth",82,283.7,264934,934,2013
"T62","Scott Brown",65,283.2,216968,766,2013
"T62","Nicholas Thompson",99,283.2,339809,1200,2013
"64","Peter Hanson",45,282.9,130720,462,2013
"65","Henrik Stenson",65,282.8,174191,616,2013
"T66","Brad Fritsch",81,282.4,267706,948,2013
"T66","Steve LeBrun",66,282.4,209273,741,2013
"68","Vijay Singh",61,282.3,188557,668,2013
"T69","Padraig Harrington",52,282.2,138259,490,2013
"T69","Cameron Percy",68,282.2,224604,796,2013
"71","Bobby Gates",49,282.1,149803,531,2013
"72","Jason Dufner",78,282.0,240543,853,2013
"73","Webb Simpson",92,281.9,275683,978,2013
"T74","James Hahn",78,281.8,263228,934,2013
"T74","Andrew Svoboda",46,281.8,137814,489,2013
"76","Freddie Jacobson",63,281.7,181383,644,2013
"T77","Ernie Els",63,281.6,189231,672,2013
"T77","Sergio Garcia",65,281.6,184144,654,2013
"T77","Matt Jones",83,281.6,274872,976,2013
"T80","Martin Kaymer",61,281.5,164938,586,2013
"T80","Matt Kuchar",93,281.5,271064,963,2013
"T80","Ian Poulter",59,281.5,154528,549,2013
"83","Pat Perez",69,281.4,250722,891,2013
"84","Scott Gardiner",61,281.3,203946,725,2013
"85","Bo Van Pelt",72,281.1,211920,754,2013
"T86","Aaron Baddeley",68,281.0,230382,820,2013
"T86","Erik Compton",74,281.0,254278,905,2013
"T86","Henrik Norlander",70,281.0,231304,823,2013
"T86","Brendan Steele",86,281.0,301221,1072,2013
"90","Marc Leishman",77,280.9,251383,895,2013
"91","Chris Kirk",89,280.8,318145,1133,2013
"92","Bud Cauley",67,280.7,219253,781,2013
"93","John Senden",79,280.6,238516,850,2013
"94","Steve Stricker",51,280.5,138298,493,2013
"95","Tiger Woods",61,280.3,168736,602,2013
"96","Sangmoon Bae",83,280.1,280633,1002,2013
"97","David Lingmerth",68,279.9,221657,792,2013
"98","D.J. Trahan",48,279.8,147748,528,2013
"T99","Fabián Gómez",65,279.6,218062,780,2013
"T99","Brandt Snedeker",79,279.6,227332,813,2013
"T99","Kevin Streelman",86,279.6,264488,946,2013
"T99","Y.E. Yang",56,279.6,159943,572,2013
"T103","Vaughn Taylor",50,279.5,156528,560,2013
"T103","Camilo Villegas",79,279.5,249322,892,2013
"T105","Stewart Cink",71,279.4,217400,778,2013
"T105","James Driscoll",76,279.4,245041,877,2013
"T107","Rickie Fowler",75,279.3,231505,829,2013
"T107","Cameron Tringale",80,279.3,291550,1044,2013
"109","Roberto Castro",97,279.2,326658,1170,2013
"110","Will Claxton",67,279.1,217980,781,2013
"T111","John Merrick",79,279.0,265376,951,2013
"T111","Geoff Ogilvy",57,279.0,162350,582,2013
"113","Robert Karlsson",56,278.9,144184,517,2013
"T114","Jonas Blixt",76,278.8,261202,937,2013
"T114","Brendon de Jonge",110,278.8,376974,1352,2013
"T116","Tim Herron",45,278.7,170592,612,2013
"T116","Ryan Moore",72,278.7,222650,799,2013
"T118","J.J. Henry",83,278.4,288142,1035,2013
"T118","Brandt Jobe",62,278.4,206595,742,2013
"T118","George McNeill",68,278.4,249146,895,2013
"121","Tom Gillis",69,278.2,232571,836,2013
"122","Chad Campbell",78,278.1,279461,1005,2013
"T123","Luke Guthrie",82,277.9,251815,906,2013
"T123","Rod Pampling",46,277.9,136172,490,2013
"125","Daniel Summerhays",83,277.8,301686,1086,2013
"126","Alistair Presnell",59,277.7,177758,640,2013
"T127","Stuart Appleby",88,277.2,304971,1100,2013
"T127","Ricky Barnes",74,277.2,251149,906,2013
"129","William McGirt",75,276.8,274062,990,2013
"130","Ben Crane",62,276.2,211872,767,2013
"131","David Hearn",88,275.9,281095,1019,2013
"132","Chez Reavie",72,275.6,257414,934,2013
"133","John Huh",88,275.2,289271,1051,2013
"134","Ted Potter Jr.",65,275.0,212036,771,2013
"T135","K.J. Choi",85,274.9,241326,878,2013
"T135","D.A. Points",87,274.9,260562,948,2013
"137","Casey Wittenberg",72,274.8,233848,851,2013
"138","Zach Johnson",84,274.7,257377,937,2013
"T139","David Mathis",71,274.6,237220,864,2013
"T139","Graeme McDowell",53,274.6,142269,518,2013
"T141","Robert Allenby",58,274.3,198860,725,2013
"T141","Ben Curtis",59,274.3,177442,647,2013
"T141","D.H. Lee",65,274.3,221648,808,2013
"T141","Jeff Maggert",63,274.3,218339,796,2013
"T141","Charlie Wi",75,274.3,251783,918,2013
"T146","Justin Bolli",59,274.2,175733,641,2013
"T146","Mark Wilson",56,274.2,191944,700,2013
"148","Brian Stuard",78,274.1,240099,876,2013
"T149","David Lynn",70,274.0,214512,783,2013
"T149","Michael Thompson",66,274.0,202794,740,2013
"T149","Johnson Wagner",64,274.0,199774,729,2013
"T152","Brian Davis",91,273.9,316862,1157,2013
"T152","Justin Hicks",79,273.9,251451,918,2013
"154","Trevor Immelman",73,273.6,236108,863,2013
"155","Stephen Ames",49,273.1,166584,610,2013
"156","Ben Kohles",75,272.9,235279,862,2013
"157","Bob Estes",66,272.8,235685,864,2013
"158","Richard Lee",81,272.3,272839,1002,2013
"159","Luke Donald",60,272.2,174193,640,2013
"160","Tim Clark",64,272.0,163492,601,2013
"T161","Michael Bradley",56,271.9,162607,598,2013
"T161","Greg Chalmers",77,271.9,264847,974,2013
"T161","Scott Langley",79,271.9,242263,891,2013
"T161","Justin Leonard",86,271.9,283844,1044,2013
"165","Doug LaBelle II",72,271.8,223671,823,2013
"T166","Jason Bohn",70,271.6,249916,920,2013
"T166","Ken Duke",87,271.6,284348,1047,2013
"168","Lee Williams",62,271.2,192576,710,2013
"169","David Toms",49,271.1,120356,444,2013
"T170","Jim Furyk",80,270.9,241639,892,2013
"T170","Chris Stroud",88,270.9,294487,1087,2013
"172","Aaron Watkins",46,270.7,132364,489,2013
"173","Brian Gay",79,270.5,267789,990,2013
"174","Dicky Pride",71,269.7,221464,821,2013
"T175","Jerry Kelly",75,269.3,239705,890,2013
"T175","Darron Stiles",51,269.3,157831,586,2013
"177","Bryce Molder",82,268.2,265016,988,2013
"178","Colt Knost",69,268.1,216060,806,2013
"179","Jin Park",52,267.7,160356,599,2013
"180","Mike Weir",60,267.1,174933,655,2013
"1","Bubba Watson",68,309.2,222007,718,2012
"2","Dustin Johnson",70,301.8,223605,741,2012
"3","J.B. Holmes",90,300.6,328211,1092,2012
"4","Rory McIlroy",60,298.6,167224,560,2012
"5","Charlie Beljan",61,296.8,178085,600,2012
"6","Robert Garrigus",89,296.7,305583,1030,2012
"T7","John Daly",50,295.9,156220,528,2012
"T7","Gary Woodland",70,295.9,219592,742,2012
"9","Adam Scott",59,295.3,169504,574,2012
"10","Scott Piercy",95,295.0,354865,1203,2012
"11","Kyle Stanley",86,294.5,288320,979,2012
"12","Keegan Bradley",90,294.3,293671,998,2012
"13","Martin Laird",77,293.5,221853,756,2012
"14","Ryan Palmer",81,293.3,291204,993,2012
"15","Scott Stallings",78,293.1,279605,954,2012
"16","Jason Day",57,292.7,191419,654,2012
"17","Josh Teater",97,292.4,338649,1158,2012
"18","Harrison Frazar",56,292.1,197135,675,2012
"19","Jhonattan Vegas",77,291.7,282058,967,2012
"20","Louis Oosthuizen",65,291.3,198695,682,2012
"21","Troy Matteson",100,291.0,336723,1157,2012
"22","Edward Loar",59,290.8,175064,602,2012
"23","Sean O'Hair",84,290.7,309859,1066,2012
"24","Seung-Yul Noh",105,290.0,344220,1187,2012
"T25","Graham DeLaet",79,289.7,287382,992,2012
"T25","Troy Kelly",68,289.7,206278,712,2012
"27","Ángel Cabrera",54,289.4,149309,516,2012
"T28","Jason Kokrak",79,289.2,278538,963,2012
"T28","Lee Westwood",60,289.2,161974,560,2012
"T30","Aaron Baddeley",73,288.7,223442,774,2012
"T30","Bill Haas",79,288.7,247167,856,2012
"T32","Martin Flores",95,288.6,330767,1146,2012
"T32","Nick Watney",97,288.6,307048,1064,2012
"T34","Harris English",98,288.5,350276,1214,2012
"T34","Phil Mickelson",79,288.5,241793,838,2012
"36","Carl Pettersson",92,288.2,321593,1116,2012
"T37","Bobby Gates",87,287.8,305026,1060,2012
"T37","Bo Van Pelt",84,287.8,260134,904,2012
"T37","Tiger Woods",69,287.8,193376,672,2012
"40","Boo Weekley",74,287.7,233067,810,2012
"41","Charles Howell III",98,287.6,309424,1076,2012
"42","Charley Hoffman",88,287.5,304440,1059,2012
"43","Vijay Singh",99,287.4,324802,1130,2012
"44","Rickie Fowler",84,287.3,265482,924,2012
"45","Erik Compton",81,287.0,256580,894,2012
"46","Tommy Gainey",98,286.9,360666,1257,2012
"47","Davis Love III",64,286.8,208761,728,2012
"T48","Daniel Chopra",55,286.7,172616,602,2012
"T48","John Rollins",81,286.7,283786,990,2012
"50","Jeff Overton",101,286.6,367458,1282,2012
"51","Mark Anderson",75,286.3,244519,854,2012
"T52","Chris Couch",61,286.1,214893,751,2012
"T52","Jason Dufner",83,286.1,254602,890,2012
"T54","Robert Karlsson",54,286.0,164142,574,2012
"T54","John Senden",81,286.0,246524,862,2012
"56","Kevin Chappell",91,285.9,286498,1002,2012
"57","Webb Simpson",77,285.8,264050,924,2012
"58","Ernie Els",80,285.7,258803,906,2012
"T59","Andres Romero",68,285.5,214672,752,2012
"T59","Charl Schwartzel",56,285.5,159318,558,2012
"T61","Jonathan Byrd",69,285.4,223755,784,2012
"T61","Bud Cauley",99,285.4,361867,1268,2012
"63","Sergio Garcia",57,285.3,174611,612,2012
"64","Greg Owen",90,285.2,306257,1074,2012
"T65","Matt Jones",53,285.1,175042,614,2012
"T65","Bill Lunde",83,285.1,266022,933,2012
"T65","Garth Mulroy",59,285.1,183615,644,2012
"T65","Steve Stricker",73,285.1,216658,760,2012
"T69","Scott Brown",65,284.9,202571,711,2012
"T69","Rory Sabbatini",84,284.9,286586,1006,2012
"71","Hunter Mahan",88,284.8,255152,896,2012
"T72","Ryo Ishikawa",54,284.7,146918,516,2012
"T72","Jimmy Walker",101,284.7,360999,1268,2012
"74","Brian Harman",101,284.6,349522,1228,2012
"75","Billy Horschel",63,284.1,190889,672,2012
"76","Chris Kirk",93,284.0,338544,1192,2012
"T77","Roberto Castro",92,283.7,297311,1048,2012
"T77","John Merrick",83,283.7,285085,1005,2012
"T77","D.J. Trahan",73,283.7,245363,865,2012
"T77","Camilo Villegas",79,283.7,288767,1018,2012
"T81","Kevin Kisner",69,283.6,209870,740,2012
"T81","Kevin Stadler",85,283.6,277936,980,2012
"T81","Kevin Streelman",89,283.6,304342,1073,2012
"84","Will Claxton",99,283.5,340229,1200,2012
"85","Danny Lee",74,283.4,233548,824,2012
"86","Justin Rose",69,283.3,209085,738,2012
"T87","Freddie Jacobson",61,283.2,174448,616,2012
"T87","Pat Perez",81,283.2,271850,960,2012
"T89","Stephen Gangluff",57,283.1,170156,601,2012
"T89","Mathew Goggin",65,283.1,217705,769,2012
"T91","Ben Crane",73,283.0,246231,870,2012
"T91","J.J. Killeen",101,283.0,331924,1173,2012
"T91","Geoff Ogilvy",73,283.0,216740,766,2012
"T91","Daniel Summerhays",81,283.0,269408,952,2012
"T91","Roland Thatcher",55,283.0,174322,616,2012
"T91","Cameron Tringale",88,283.0,303373,1072,2012
"97","Sangmoon Bae",81,282.7,223915,792,2012
"T98","Miguel Angel Carballo",73,282.6,224930,796,2012
"T98","Brandt Jobe",57,282.6,177782,629,2012
"T98","Brendan Steele",77,282.6,253788,898,2012
"101","Marc Leishman",84,282.2,299104,1060,2012
"102","Kyle Reifers",86,281.7,290184,1030,2012
"103","Tim Herron",88,281.6,298821,1061,2012
"T104","Stewart Cink",71,281.5,211685,752,2012
"T104","Henrik Stenson",51,281.5,165535,588,2012
"106","Tom Gillis",75,281.4,270409,961,2012
"T107","Jonas Blixt",72,281.3,251722,895,2012
"T107","Steve Wheatcroft",56,281.3,165422,588,2012
"T109","James Driscoll",83,281.2,273656,973,2012
"T109","Padraig Harrington",67,281.2,176046,626,2012
"T111","Tommy Biershenk",74,281.0,227632,810,2012
"T111","Chad Campbell",84,281.0,286374,1019,2012
"T111","Matt Every",80,281.0,251247,894,2012
"T111","John Huh",99,281.0,333835,1188,2012
"T115","Jeff Maggert",83,280.9,305590,1088,2012
"T115","Rod Pampling",88,280.9,270493,963,2012
"T115","Ian Poulter",57,280.9,149425,532,2012
"T118","Brandt Snedeker",81,280.8,253863,904,2012
"T118","Johnson Wagner",88,280.8,299316,1066,2012
"120","Derek Lamely",64,280.6,219158,781,2012
"121","Blake Adams",107,280.5,344485,1228,2012
"T122","Billy Mayfair",90,280.4,305354,1089,2012
"T122","D.A. Points",88,280.4,314039,1120,2012
"124","K.J. Choi",71,280.2,219697,784,2012
"125","Brendon de Jonge",115,280.1,398913,1424,2012
"T126","Matt Bettencourt",80,280.0,234328,837,2012
"T126","Hunter Haas",69,280.0,203544,727,2012
"T126","Matt Kuchar",86,280.0,257023,918,2012
"T126","Graeme McDowell",55,280.0,148963,532,2012
"T126","Ryan Moore",89,280.0,316389,1130,2012
"131","Robert Allenby",76,279.9,257503,920,2012
"132","Ricky Barnes",92,279.7,320564,1146,2012
"T133","Marco Dawson",60,279.6,179534,642,2012
"T133","Trevor Immelman",76,279.6,222855,797,2012
"T135","Spencer Levin",81,279.4,257606,922,2012
"T135","Vaughn Taylor",81,279.4,250087,895,2012
"137","George McNeill",85,279.2,275819,988,2012
"138","J.J. Henry",93,279.1,276030,989,2012
"139","David Hearn",95,279.0,342883,1229,2012
"140","Y.E. Yang",64,278.8,187387,672,2012
"T141","Richard Lee",71,278.6,222053,797,2012
"T141","William McGirt",96,278.6,306440,1100,2012
"143","Ted Potter Jr.",77,278.5,237268,852,2012
"144","Cameron Beckman",81,278.2,267868,963,2012
"145","Chris Stroud",86,277.9,291483,1049,2012
"T146","Arjun Atwal",79,277.7,255204,919,2012
"T146","Kris Blanks",65,277.7,231899,835,2012
"148","Chez Reavie",83,277.4,254644,918,2012
"T149","Russell Knox",72,277.3,217131,783,2012
"T149","Kevin Na",80,277.3,251769,908,2012
"151","Alexandre Rocha",62,277.1,193985,700,2012
"T152","Kyle Thompson",51,277.0,143204,517,2012
"T152","Charlie Wi",86,277.0,281394,1016,2012
"154","Stuart Appleby",75,276.6,250903,907,2012
"155","Zach Johnson",95,276.4,284701,1030,2012
"T156","Sung Kang",75,276.2,238357,863,2012
"T156","Brendon Todd",78,276.2,242491,878,2012
"T158","Scott Dunlap",57,276.0,177773,644,2012
"T158","Michael Thompson",80,276.0,249479,904,2012
"160","Jim Furyk",85,275.9,249971,906,2012
"161","Dicky Pride",62,275.6,189076,686,2012
"162","Rocco Mediate",70,275.5,222846,809,2012
"163","Gary Christian",91,275.3,287940,1046,2012
"164","Tim Clark",60,275.2,192055,698,2012
"T165","Ken Duke",104,275.1,344974,1254,2012
"T165","Bob Estes",78,275.1,249221,906,2012
"167","Nathan Green",73,275.0,219465,798,2012
"T168","Stephen Ames",54,274.9,148982,542,2012
"T168","Michael Bradley",63,274.9,211413,769,2012
"T168","David Toms",60,274.9,168809,614,2012
"T171","Ben Curtis",62,274.8,184694,672,2012
"T171","Heath Slocum",93,274.8,287995,1048,2012
"T173","Luke Donald",63,274.7,183476,668,2012
"T173","Patrick Sheehan",58,274.7,169238,616,2012
"175","Greg Chalmers",88,274.6,286972,1045,2012
"176","Jason Bohn",81,274.4,251893,918,2012
"177","Brian Davis",91,274.1,301755,1101,2012
