"rank_total","player_name","rounds_total","avg_drive_total","total_distance_total","num_drives_total","year"
"T98","Ted Purdy",103,280.8,314516,1120,2006
"T100","Stephen Ames",63,280.7,172920,616,2006
"T100","Frank Lickliter II",99,280.7,331833,1182,2006
"T100","Vance Veazey",59,280.7,212236,756,2006
"T103","K.J. Choi",93,280.5,309136,1102,2006
"T103","Joe Durant",101,280.5,374789,1336,2006
"T103","Tom Lehman",70,280.5,183454,654,2006
"T106","Carl Pettersson",95,280.3,294857,1052,2006
"T106","Patrick Sheehan",104,280.3,340045,1213,2006
"T108","Zach Johnson",98,280.2,300898,1074,2006
"T108","Ian Leggatt",80,280.2,273504,976,2006
"110","Thomas Levet",53,280.1,188200,672,2006
"111","Arjun Atwal",97,279.9,319647,1142,2006
"T112","John Engler Jr.",69,279.8,246243,880,2006
"T112","Steve Lowery",99,279.8,323481,1156,2006
"T112","D.A. Points",82,279.8,277539,992,2006
"115","Shigeki Maruyama",94,279.7,312092,1116,2006
"116","Greg Chalmers",71,279.6,222535,796,2006
"117","Brent Geiberger",99,279.4,350140,1253,2006
"118","Woody Austin",107,279.3,361090,1293,2006
"T119","David McKenzie",82,279.2,268556,962,2006
"T119","Duffy Waldorf",96,279.2,318307,1140,2006
"121","Briny Baird",81,278.8,272066,976,2006
"T122","David Branshaw",98,278.7,337238,1210,2006
"T122","J.P. Hayes",55,278.7,193986,696,2006
"T122","Kent Jones",103,278.7,341071,1224,2006
"T122","Len Mattiace",59,278.7,201530,723,2006
"T122","Mike Sposa",68,278.7,225785,810,2006
"127","Bob Tway",81,278.6,260802,936,2006
"T128","Todd Hamilton",72,278.5,217768,782,2006
"T128","Shaun Micheel",96,278.5,301885,1084,2006
"T130","Tommy Armour III",65,278.2,204776,736,2006
"T130","Jeff Brehaut",100,278.2,329330,1184,2006
"132","Mark Calcavecchia",94,277.9,306207,1102,2006
"133","Paul Azinger",87,277.8,309520,1114,2006
"134","Bernhard Langer",77,277.7,227985,821,2006
"T135","Aaron Baddeley",78,277.6,263701,950,2006
"T135","Mike Weir",88,277.6,243735,878,2006
"T137","Ben Crane",85,277.3,236524,853,2006
"T137","Peter Lonard",77,277.3,255964,923,2006
"T137","Ian Poulter",53,277.3,163072,588,2006
"T137","Heath Slocum",96,277.3,325509,1174,2006
"141","Luke Donald",66,277.2,166854,602,2006
"142","Steve Flesch",119,277.1,398186,1437,2006
"T143","Steve Elkington",52,277.0,177262,640,2006
"T143","Chris Riley",86,277.0,265899,960,2006
"145","Steve Stricker",64,276.9,199903,722,2006
"146","Jeff Maggert",81,276.8,262930,950,2006
"T147","Jim Furyk",89,276.7,264572,956,2006
"T147","Ryuji Imada",105,276.7,334855,1210,2006
"T147","Billy Mayfair",94,276.7,297752,1076,2006
"T150","Robert Damron",91,276.4,315960,1143,2006
"T150","Daisuke Maruyama",83,276.4,269794,976,2006
"152","Justin Leonard",83,276.3,251182,909,2006
"153","Bob Estes",85,276.2,287787,1042,2006
"154","Tjaart van der Walt",60,276.1,200471,726,2006
"T155","Billy Andrade",78,276.0,230219,834,2006
"T155","Bart Bryant",87,276.0,274060,993,2006
"T155","J.L. Lewis",57,276.0,193232,700,2006
"158","Dean Wilson",115,275.9,357041,1294,2006
"159","Skip Kendall",72,275.8,226117,820,2006
"T160","Dudley Hart",83,275.6,272580,989,2006
"T160","Lee Janzen",79,275.6,260144,944,2006
"162","Joey Sindelar",90,275.5,291510,1058,2006
"163","Tim Petrovic",95,275.4,319447,1160,2006
"T164","Kirk Triplett",58,275.2,188808,686,2006
"T164","Mark Wilson",79,275.2,276054,1003,2006
"166","Tom Pernice Jr.",108,275.1,332829,1210,2006
"167","Omar Uresti",61,274.9,195191,710,2006
"168","Michael Connell",51,274.8,161058,586,2006
"169","Chris DiMarco",83,274.7,234568,854,2006
"170","Ben Curtis",86,274.6,256513,934,2006
"171","Robert Gamez",94,274.5,314521,1146,2006
"172","Nathan Green",108,274.4,359420,1310,2006
"173","Richard Johnson",94,274.2,324066,1182,2006
"174","Ron Whittaker",81,273.7,271012,990,2006
"175","Hidemichi Tanaka",74,273.5,248353,908,2006
"176","Jeff Sluman",101,273.2,315285,1154,2006
"177","Greg Kraft",79,272.9,255459,936,2006
"178","Tim Clark",80,272.8,220384,808,2006
"T179","Shane Bertsch",104,272.2,340552,1251,2006
"T179","Paul Goydos",72,272.2,242254,890,2006
"181","Olin Browne",108,272.1,328161,1206,2006
"T182","Todd Fischer",101,271.8,340332,1252,2006
"T182","Steve Jones",83,271.8,262011,964,2006
"T182","Jerry Kelly",100,271.8,317948,1170,2006
"185","Doug Barron",74,271.6,253941,935,2006
"186","Scott Verplank",88,271.3,256129,944,2006
"T187","John Cook",67,270.1,206339,764,2006
"T187","Brian Gay",107,270.1,375454,1390,2006
"T187","Larry Mize",53,270.1,153960,570,2006
"190","Mark Brooks",90,270.0,278607,1032,2006
"191","Jerry Smith",94,269.8,316256,1172,2006
"192","Stephen Leaney",84,269.5,288359,1070,2006
"193","Mark O'Meara",52,269.1,134529,500,2006
"194","Fred Funk",106,268.9,318616,1185,2006
"195","Brad Faxon",78,266.3,272155,1022,2006
"196","Corey Pavin",74,259.8,206293,794,2006
"1","Scott Hend",75,303.6,272602,898,2005
"2","John Daly",78,302.2,236935,784,2005
"3","Tiger Woods",76,301.6,233423,774,2005
"4","Brett Wetterich",76,299.7,281132,938,2005
"5","Vijay Singh",111,296.4,362751,1224,2005
"6","Scott Gutschewski",86,296.3,295079,996,2005
"7","Hank Kuehne",84,295.5,306187,1036,2005
"8","Brenden Pappas",51,294.6,202093,686,2005
"9","Sergio Garcia",73,294.3,215413,732,2005
"10","Lucas Glover",88,293.6,320614,1092,2005
"11","Brendan Jones",81,292.3,295788,1012,2005
"12","Fred Couples",72,291.8,175959,603,2005
"13","Chris Smith",93,291.7,345321,1184,2005
"14","Phil Mickelson",81,291.5,203491,698,2005
"15","Stuart Appleby",84,291.4,256982,882,2005
"T16","Mathias Grönberg",60,291.2,227119,780,2005
"T16","Tag Ridings",93,291.2,338044,1161,2005
"T16","Kevin Stadler",96,291.2,333749,1146,2005
"T19","John Elliott",58,291.1,207823,714,2005
"T19","Harrison Frazar",105,291.1,377831,1298,2005
"T19","Davis Love III",80,291.1,227315,781,2005
"22","Charles Warren",89,290.6,324571,1117,2005
"23","Dennis Paulson",63,290.5,227146,782,2005
"24","Sean O'Hair",103,290.1,345196,1190,2005
"T25","Brandt Jobe",96,289.7,327932,1132,2005
"T25","Will MacKenzie",75,289.7,274631,948,2005
"T25","Kenny Perry",82,289.7,241933,835,2005
"28","Jason Allred",75,289.6,254305,878,2005
"29","Rod Pampling",89,289.3,280914,971,2005
"30","Adam Scott",72,289.2,210567,728,2005
"31","Ryan Palmer",101,288.9,324989,1125,2005
"32","Retief Goosen",71,288.7,173820,602,2005
"33","D.J. Trahan",81,288.5,283306,982,2005
"34","Rory Sabbatini",81,288.1,241446,838,2005
"35","Jonathan Byrd",103,288.0,376154,1306,2005
"36","David Hearn",68,287.9,244718,850,2005
"37","Daniel Chopra",108,287.7,369057,1283,2005
"T38","Charles Howell III",95,287.5,288680,1004,2005
"T38","Roland Thatcher",75,287.5,269719,938,2005
"T40","John Rollins",97,287.4,330246,1149,2005
"T40","Nick Watney",91,287.4,318412,1108,2005
"42","Robert Allenby",95,287.3,289842,1009,2005
"43","Steve Allan",102,286.9,352005,1227,2005
"T44","James Driscoll",73,286.8,248353,866,2005
"T44","Mark Hensby",70,286.8,199065,694,2005
"46","J.J. Henry",102,286.5,343758,1200,2005
"T47","Michael Long",72,286.3,255411,892,2005
"T47","Ted Purdy",122,286.3,399705,1396,2005
"49","Craig Barlow",81,286.2,251824,880,2005
"50","Marco Dawson",82,286.0,311207,1088,2005
"51","Geoff Ogilvy",97,285.9,296170,1036,2005
"T52","Bob Heintz",67,285.7,247428,866,2005
"T52","Neal Lancaster",95,285.7,339998,1190,2005
"54","Lee Westwood",50,285.6,131937,462,2005
"55","Hunter Mahan",103,285.5,369490,1294,2005
"T56","Arjun Atwal",65,285.1,242296,850,2005
"T56","Tim Herron",100,285.1,305658,1072,2005
"T56","Greg Owen",84,285.1,279390,980,2005
"59","Zach Johnson",96,285.0,331693,1164,2005
"60","Jonathan Kaye",77,284.8,256022,899,2005
"61","Ryuji Imada",78,284.7,263595,926,2005
"62","Carlos Franco",78,284.6,266356,936,2005
"63","Brett Quigley",96,284.4,333888,1174,2005
"T64","John Huston",90,284.1,312798,1101,2005
"T64","Bo Van Pelt",112,284.1,367352,1293,2005
"66","Jason Bohn",91,283.9,320825,1130,2005
"67","Justin Rose",99,283.7,348967,1230,2005
"68","David Toms",87,283.6,251279,886,2005
"T69","J.L. Lewis",98,283.5,319781,1128,2005
"T69","Steve Lowery",100,283.5,341033,1203,2005
"T71","D.J. Brigman",76,283.4,242568,856,2005
"T71","Dan Forsman",52,283.4,184221,650,2005
"73","Frank Lickliter II",100,283.2,338746,1196,2005
"T74","Andrew Magee",82,283.1,277140,979,2005
"T74","Jesper Parnevik",84,283.1,265025,936,2005
"T74","Carl Pettersson",109,283.1,367207,1297,2005
"T77","Woody Austin",100,282.9,356988,1262,2005
"T77","Padraig Harrington",50,282.9,159531,564,2005
"T77","Vaughn Taylor",99,282.9,353017,1248,2005
"80","Tom Pernice Jr.",111,282.7,347471,1229,2005
"T81","Justin Bolli",65,282.5,232222,822,2005
"T81","Freddie Jacobson",72,282.5,218097,772,2005
"T83","Pat Perez",89,282.4,288656,1022,2005
"T83","John Senden",101,282.4,354953,1257,2005
"85","Joey Snyder III",102,282.3,359673,1274,2005
"86","Chad Campbell",95,282.1,296179,1050,2005
"T87","Rich Beem",66,281.8,188554,669,2005
"T87","Bradley Hughes",52,281.8,192166,682,2005
"T89","Ben Crane",78,281.7,253513,900,2005
"T89","Scott McCarron",78,281.7,236945,841,2005
"T91","Peter Lonard",85,281.6,258466,918,2005
"T91","Rocco Mediate",73,281.6,254808,905,2005
"93","D.A. Points",94,281.5,322832,1147,2005
"94","Todd Hamilton",94,281.4,293186,1042,2005
"T95","Michael Allen",90,281.3,302381,1075,2005
"T95","Patrick Sheehan",114,281.3,376656,1339,2005
"97","Briny Baird",98,281.2,348122,1238,2005
"T98","Jeff Maggert",79,281.1,234961,836,2005
"T98","Shaun Micheel",81,281.1,248463,884,2005
"T98","Joe Ogilvie",103,281.1,306394,1090,2005
"101","Joe Durant",81,281.0,267512,952,2005
"102","Hunter Haas",83,280.9,283684,1010,2005
"T103","Brian Bateman",98,280.8,332429,1184,2005
"T103","Jeff Brehaut",71,280.8,246023,876,2005
"T103","K.J. Choi",78,280.8,212007,755,2005
"T103","Glen Day",80,280.8,286989,1022,2005
"107","Mark Calcavecchia",92,280.7,297591,1060,2005
"108","Mario Tiziani",67,280.6,235732,840,2005
"109","Hideto Tanihara",50,280.5,175579,626,2005
"110","Craig Perks",67,280.4,228213,814,2005
"111","Billy Mayfair",114,280.3,395775,1412,2005
"T112","Tommy Armour III",103,280.2,355263,1268,2005
"T112","Joey Sindelar",104,280.2,383900,1370,2005
"T114","Shigeki Maruyama",99,280.0,332087,1186,2005
"T114","Tim Petrovic",97,280.0,309715,1106,2005
"T116","Darron Stiles",78,279.8,270856,968,2005
"T116","Tjaart van der Walt",56,279.8,210386,752,2005
"118","Kevin Sutherland",89,279.7,289171,1034,2005
"119","José María Olazábal",55,279.6,160466,574,2005
"T120","Tom Gillis",77,279.5,265508,950,2005
"T120","Tom Lehman",69,279.5,194557,696,2005
"122","Phillip Price",77,279.2,245660,880,2005
"T123","Justin Leonard",78,279.0,211516,758,2005
"T123","Charlie Wi",67,279.0,234915,842,2005
"125","Bill Glasson",54,278.8,171184,614,2005
"126","Stephen Ames",82,278.7,237444,852,2005
"T127","Aaron Baddeley",84,278.6,292493,1050,2005
"T127","Tim Clark",92,278.6,249636,896,2005
"T127","Steve Flesch",90,278.6,246031,883,2005
"T130","Paul Azinger",66,278.5,226457,813,2005
"T130","Kent Jones",99,278.5,340877,1224,2005
"T132","Alex Cejka",84,278.4,267554,961,2005
"T132","Richard Johnson",50,278.4,178185,640,2005
"134","Matt Davidson",53,278.3,193700,696,2005
"135","Cameron Beckman",96,278.0,325484,1171,2005
"T136","Steve Elkington",67,277.8,211675,762,2005
"T136","Bernhard Langer",67,277.8,174180,627,2005
"T136","Hidemichi Tanaka",106,277.8,364523,1312,2005
"T139","Bart Bryant",91,277.7,295185,1063,2005
"T139","Brian Davis",75,277.7,244368,880,2005
"T141","Stewart Cink",98,277.6,275331,992,2005
"T141","Brent Geiberger",61,277.6,201005,724,2005
"T141","Steve Stricker",62,277.6,228728,824,2005
"144","Luke Donald",67,277.4,155328,560,2005
"T145","Chris DiMarco",83,277.3,228524,824,2005
"T145","Dudley Hart",84,277.3,280104,1010,2005
"147","Jerry Kelly",101,277.2,292151,1054,2005
"T148","Heath Slocum",103,277.0,347627,1255,2005
"T148","Bob Tway",87,277.0,254563,919,2005
"T150","Billy Andrade",83,276.8,282352,1020,2005
"T150","Matt Gogel",78,276.8,259884,939,2005
"T150","Lee Janzen",75,276.8,227803,823,2005
"153","Ben Curtis",65,276.7,189803,686,2005
"T154","Glen Hnatiuk",59,276.6,193318,699,2005
"T154","Mike Weir",71,276.6,182256,659,2005
"T156","J.P. Hayes",63,276.5,204031,738,2005
"T156","Arron Oberholser",65,276.5,196308,710,2005
"158","Ian Poulter",62,276.4,138735,502,2005
"159","Thomas Levet",54,276.3,138989,503,2005
"160","Doug Barron",70,276.2,248022,898,2005
"T161","Duffy Waldorf",86,276.1,273362,990,2005
"T161","Jay Williamson",53,276.1,178379,646,2005
"163","Rob Rashell",65,275.6,208643,757,2005
"164","Dean Wilson",86,275.5,303567,1102,2005
"T165","Chris Anderson",66,275.4,223054,810,2005
"T165","Paul Gow",78,275.4,258858,940,2005
"167","Jim Furyk",94,275.3,274162,996,2005
"168","Franklin Langham",91,275.2,292563,1063,2005
"T169","Paul Claxton",79,274.8,253056,921,2005
"T169","Robert Gamez",91,274.8,306085,1114,2005
"171","Matt Kuchar",60,274.7,211500,770,2005
"T172","Bob Estes",92,274.6,302607,1102,2005
"T172","Kirk Triplett",55,274.6,168891,615,2005
"T174","Olin Browne",99,274.0,316734,1156,2005
"T174","Robert Damron",89,274.0,302205,1103,2005
"T174","Len Mattiace",86,274.0,289938,1058,2005
"T177","Kevin Na",88,273.9,302085,1103,2005
"T177","Mark O'Meara",66,273.9,195823,715,2005
"T179","Todd Fischer",99,273.7,332785,1216,2005
"T179","Mark Wilson",74,273.7,240884,880,2005
"T181","Danny Briggs",70,273.6,233630,854,2005
"T181","Scott Verplank",87,273.6,251138,918,2005
"183","Jeff Sluman",94,273.3,320291,1172,2005
"184","Steve Jones",56,272.9,174948,641,2005
"185","Skip Kendall",80,272.7,266450,977,2005
"186","Omar Uresti",84,272.5,279007,1024,2005
"187","Stephen Leaney",89,272.3,284520,1045,2005
"188","José Coceres",56,272.0,201279,740,2005
"189","Larry Mize",54,271.4,174248,642,2005
"T190","Brian Gay",101,271.0,348281,1285,2005
"T190","Jay Haas",54,271.0,147397,544,2005
"192","Chris Riley",67,270.7,158363,585,2005
"193","Jim Carter",62,270.5,204752,757,2005
"194","John Cook",72,270.0,218930,811,2005
"195","Tom Byrum",83,269.5,285674,1060,2005
"196","Brad Faxon",75,269.3,214369,796,2005
"197","Fred Funk",102,267.0,304886,1142,2005
"198","Mark Brooks",72,266.7,230404,864,2005
"199","Gavin Coles",70,266.3,235920,886,2005
"200","Loren Roberts",54,264.4,177126,670,2005
"201","Jeff Hart",63,262.7,209658,798,2005
"202","Corey Pavin",77,256.4,218171,851,2005
"1","Scott Hend",81,298.4,288288,966,2004
"2","Hank Kuehne",91,298.3,346576,1162,2004
"3","John Daly",79,296.2,275781,931,2004
"4","Vijay Singh",112,295.3,366461,1241,2004
"5","Tag Ridings",53,294.2,179751,611,2004
"6","Chris Couch",55,294.1,186477,634,2004
"T7","Lucas Glover",95,292.1,338275,1158,2004
"T7","Chris Smith",105,292.1,372463,1275,2004
"9","Mike Heinen",53,290.2,204288,704,2004
"10","J.J. Henry",103,289.0,363861,1259,2004
"11","Steve Allan",102,288.9,352145,1219,2004
"12","Roland Thatcher",66,288.7,241605,837,2004
"13","Brenden Pappas",111,288.4,393033,1363,2004
"14","Dennis Paulson",71,288.3,263461,914,2004
"15","Rich Beem",81,288.1,244585,849,2004
"16","Ernie Els",62,288.0,167068,580,2004
"17","Davis Love III",85,287.9,244411,849,2004
"T18","Fred Couples",54,287.8,178450,620,2004
"T18","Tiger Woods",78,287.8,219327,762,2004
"T20","Phil Mickelson",83,287.6,214841,747,2004
"T20","Kenny Perry",79,287.6,247929,862,2004
"22","Geoff Ogilvy",91,287.5,297847,1036,2004
"T23","Kris Cox",73,287.1,242326,844,2004
"T23","Roger Tambellini",81,287.1,278480,970,2004
"T25","Sergio Garcia",65,287.0,201497,702,2004
"T25","Hunter Mahan",94,287.0,328330,1144,2004
"27","Harrison Frazar",86,286.8,280769,979,2004
"28","Rory Sabbatini",89,286.4,298412,1042,2004
"29","Andre Stolz",53,286.3,190080,664,2004
"30","Daniel Chopra",108,286.2,364621,1274,2004
"T31","Stuart Appleby",84,286.1,236872,828,2004
"T31","Craig Barlow",80,286.1,274074,958,2004
"T31","Jason Bohn",98,286.1,347894,1216,2004
"T31","Deane Pappas",72,286.1,250312,875,2004
"35","Rod Pampling",98,286.0,307461,1075,2004
"36","Adam Scott",55,285.9,161248,564,2004
"37","Dan Olsen",75,285.7,253728,888,2004
"38","Neal Lancaster",106,285.5,367756,1288,2004
"T39","Tom Carter",113,285.2,378685,1328,2004
"T39","Ryan Palmer",103,285.2,352838,1237,2004
"T41","Tommy Armour III",87,285.1,303076,1063,2004
"T41","Tim Herron",84,285.1,262584,921,2004
"T43","Jason Dufner",79,284.9,282659,992,2004
"T43","Jonathan Kaye",79,284.9,246983,867,2004
"T45","John Senden",99,284.7,339612,1193,2004
"T45","Vaughn Taylor",84,284.7,301457,1059,2004
"T47","Woody Austin",94,284.6,328693,1155,2004
"T47","Jonathan Byrd",85,284.6,285171,1002,2004
"T49","Robert Allenby",93,284.5,282469,993,2004
"T49","Rich Barcelo",67,284.5,232150,816,2004
"51","Mathias Grönberg",91,284.4,288990,1016,2004
"52","Pat Perez",102,284.3,339170,1193,2004
"53","Scott McCarron",88,284.1,297143,1046,2004
"54","Carl Pettersson",100,283.7,306360,1080,2004
"T55","Briny Baird",100,283.6,316508,1116,2004
"T55","Retief Goosen",56,283.6,158234,558,2004
"57","Steve Lowery",91,283.4,289869,1023,2004
"58","Mark Calcavecchia",79,283.2,231109,816,2004
"T59","Jeff Brehaut",106,283.1,364630,1288,2004
"T59","Brian Kortan",65,283.1,223401,789,2004
"T59","Joe Ogilvie",104,283.1,329796,1165,2004
"62","Darren Clarke",54,283.0,139786,494,2004
"63","Justin Rose",77,282.9,244177,863,2004
"T64","Brett Quigley",102,282.8,341960,1209,2004
"T64","Bo Van Pelt",107,282.8,318688,1127,2004
"T66","D.J. Brigman",79,282.5,267281,946,2004
"T66","Frank Lickliter II",89,282.5,304782,1079,2004
"T68","Arjun Atwal",85,282.4,291413,1032,2004
"T68","Tom Lehman",70,282.4,225677,799,2004
"T70","Carlos Franco",99,282.1,349523,1239,2004
"T70","Shaun Micheel",93,282.1,277062,982,2004
"72","Craig Perks",75,282.0,248707,882,2004
"73","Ted Purdy",114,281.9,399508,1417,2004
"74","Cameron Beckman",99,281.8,336986,1196,2004
"75","Jesper Parnevik",86,281.7,287037,1019,2004
"T76","Michael Allen",87,281.5,298619,1061,2004
"T76","Robert Gamez",103,281.5,350763,1246,2004
"T78","Charles Howell III",104,281.4,296076,1052,2004
"T78","Freddie Jacobson",83,281.4,243418,865,2004
"T80","Zach Johnson",109,281.3,346826,1233,2004
"T80","Grant Waite",79,281.3,264966,942,2004
"82","Peter Lonard",68,281.2,212622,756,2004
"T83","John Rollins",90,281.1,280226,997,2004
"T83","Joey Sindelar",100,281.1,344306,1225,2004
"85","Tommy Tolles",67,281.0,235186,837,2004
"T86","Danny Ellis",81,280.9,264655,942,2004
"T86","John Huston",62,280.9,176693,629,2004
"88","Chad Campbell",100,280.7,302068,1076,2004
"89","Brent Geiberger",94,280.6,324918,1158,2004
"T90","Brian Bateman",84,280.5,283035,1009,2004
"T90","J.L. Lewis",106,280.5,344485,1228,2004
"T92","Niclas Fasth",61,280.4,199947,713,2004
"T92","David Toms",80,280.4,225460,804,2004
"94","Kevin Sutherland",86,280.3,259259,925,2004
"95","Matt Kuchar",83,280.2,295381,1054,2004
"96","Tim Petrovic",111,280.0,336612,1202,2004
"T97","Aaron Baddeley",87,279.9,297250,1062,2004
"T97","Stewart Cink",103,279.9,308464,1102,2004
"T97","Mark Hensby",97,279.9,321059,1147,2004
"T100","Tripp Isenhour",55,279.8,183251,655,2004
"T100","Kevin Muncrief",50,279.8,174323,623,2004
"102","Steve Elkington",64,279.7,215346,770,2004
"103","Joe Durant",85,279.6,292441,1046,2004
"104","Patrick Sheehan",113,279.5,385960,1381,2004
"T105","K.J. Choi",83,279.4,243372,871,2004
"T105","Glen Day",101,279.4,340633,1219,2004
"107","Stephen Ames",97,279.2,308740,1106,2004
"T108","Greg Chalmers",70,279.1,250632,898,2004
"T108","Arron Oberholser",77,279.1,237822,852,2004
"110","John Riegger",53,279.0,188608,676,2004
"T111","Rocco Mediate",53,278.7,135173,485,2004
"T111","Duffy Waldorf",79,278.7,227100,815,2004
"T113","Ben Crane",92,278.6,312365,1121,2004
"T113","Jay Delsing",76,278.6,244908,879,2004
"115","Mike Weir",75,278.5,214977,772,2004
"116","Tom Pernice Jr.",103,278.3,329824,1185,2004
"T117","Dudley Hart",60,278.1,177150,637,2004
"T117","Lee Janzen",84,278.1,269227,968,2004
"119","Notah Begay III",71,278.0,244365,879,2004
"T120","David Branshaw",84,277.9,277574,999,2004
"T120","Ben Curtis",56,277.9,158657,571,2004
"122","Paul Azinger",75,277.7,248562,895,2004
"T123","Danny Briggs",85,277.5,288272,1039,2004
"T123","Alex Cejka",76,277.5,220044,793,2004
"T123","Matt Gogel",86,277.5,268590,968,2004
"126","Billy Mayfair",109,277.3,356097,1284,2004
"T127","David Peoples",82,277.2,290792,1049,2004
"T127","Jay Williamson",100,277.2,345935,1248,2004
"129","Ken Duke",89,277.1,304790,1100,2004
"T130","Guy Boros",64,277.0,222155,802,2004
"T130","Kent Jones",99,277.0,331041,1195,2004
"T130","Justin Leonard",90,277.0,252090,910,2004
"T133","Steve Flesch",109,276.6,316156,1143,2004
"T133","Jeff Maggert",60,276.6,194204,702,2004
"135","David Gossett",57,276.4,193753,701,2004
"136","Todd Hamilton",92,276.3,271360,982,2004
"T137","Todd Fischer",104,276.2,350489,1269,2004
"T137","Spike McRoy",93,276.2,293085,1061,2004
"T139","Billy Andrade",104,276.1,349214,1265,2004
"T139","J.P. Hayes",79,276.1,243812,883,2004
"T139","Dean Wilson",99,276.1,345384,1251,2004
"142","Jeff Sluman",98,276.0,310791,1126,2004
"143","Bernhard Langer",59,275.9,160551,582,2004
"T144","Chris DiMarco",105,275.6,295409,1072,2004
"T144","Shigeki Maruyama",93,275.6,298718,1084,2004
"146","Bart Bryant",73,275.5,249019,904,2004
"T147","Tim Clark",84,275.2,271027,985,2004
"T147","Mark Wilson",62,275.2,218255,793,2004
"T149","Dan Forsman",79,274.9,248745,905,2004
"T149","Cliff Kresge",89,274.9,283688,1032,2004
"T149","Dicky Pride",66,274.9,224350,816,2004
"T149","Heath Slocum",92,274.9,315859,1149,2004
"153","Steve Stricker",81,274.8,258327,940,2004
"154","Scott Hoch",52,274.6,174902,637,2004
"T155","Russ Cochran",61,274.5,207816,757,2004
"T155","Kevin Na",100,274.5,325852,1187,2004
"T155","Kirk Triplett",88,274.5,250089,911,2004
"158","Skip Kendall",99,274.2,298324,1088,2004
"159","Olin Browne",92,274.1,299576,1093,2004
"T160","Stephen Leaney",84,274.0,217569,794,2004
"T160","Bob Tway",90,274.0,252864,923,2004
"T162","Jerry Kelly",113,273.9,330348,1206,2004
"T162","Blaine McCallister",68,273.9,231725,846,2004
"164","José Coceres",68,273.7,229119,837,2004
"165","Hidemichi Tanaka",89,273.5,295407,1080,2004
"T166","Brian Gay",96,273.4,332745,1217,2004
"T166","Steve Pate",71,273.4,226137,827,2004
"T168","Luke Donald",72,273.0,235616,863,2004
"T168","Richard Johnson",102,273.0,349492,1280,2004
"170","Chris Riley",78,272.9,199525,731,2004
"171","Robert Damron",92,272.8,314287,1152,2004
"172","Bob Burns",88,272.7,292641,1073,2004
"173","Len Mattiace",75,272.6,263076,965,2004
"174","Hirofumi Miyase",65,272.0,212414,781,2004
"175","Gene Sauers",83,271.9,274863,1011,2004
"176","Bob Estes",73,271.6,189272,697,2004
"177","José María Olazábal",56,271.3,158188,583,2004
"178","Scott Verplank",92,271.0,254704,940,2004
"179","David Morland IV",73,270.9,232423,858,2004
"T180","Pat Bates",99,270.8,335755,1240,2004
"T180","Jay Haas",84,270.8,227781,841,2004
"182","Mark Brooks",72,270.6,213476,789,2004
"183","David Frost",78,269.8,275454,1021,2004
"T184","Craig Parry",52,269.6,135088,501,2004
"T184","Scott Simpson",55,269.6,191121,709,2004
"186","Esteban Toledo",92,269.3,296461,1101,2004
"187","Fred Funk",97,268.9,306767,1141,2004
"T188","Mark O'Meara",58,268.5,153872,573,2004
"T188","Omar Uresti",85,268.5,281406,1048,2004
"190","Tom Byrum",83,268.4,268923,1002,2004
"191","Brad Faxon",94,267.3,257387,963,2004
"T192","Nick Price",51,267.2,135187,506,2004
"T192","Loren Roberts",81,267.2,252207,944,2004
"194","Craig Bowden",83,266.8,275330,1032,2004
"195","John Cook",57,266.1,177995,669,2004
"196","Corey Pavin",83,262.5,241192,919,2004
"1","Hank Kuehne",73,303.0,260907,861,2003
"2","John Daly",56,300.6,176436,587,2003
"3","Vijay Singh",106,296.4,310625,1048,2003
"4","Phil Mickelson",87,294.7,213097,723,2003
"T5","Darren Clarke",61,292.7,151347,517,2003
"T5","Sergio Garcia",62,292.7,146350,500,2003
"7","Retief Goosen",69,291.5,174287,598,2003
"8","Ernie Els",65,291.1,160662,552,2003
"9","Tiger Woods",74,289.1,199799,691,2003
"10","Ty Tryon",52,288.4,163821,568,2003
"11","Adam Scott",52,288.2,134863,468,2003
"12","Deane Pappas",75,287.7,251993,876,2003
"T13","Rich Beem",80,287.4,219602,764,2003
"T13","Davis Love III",85,287.4,224437,781,2003
"T15","Robert Allenby",87,287.3,231818,807,2003
"T15","Stuart Appleby",90,287.3,261695,911,2003
"17","Rory Sabbatini",95,287.0,281583,981,2003
"T18","Mathew Goggin",90,286.9,284597,992,2003
"T18","Brenden Pappas",105,286.9,342297,1193,2003
"T18","Paul Stankowski",67,286.9,218301,761,2003
"21","Fred Couples",71,286.7,162837,568,2003
"22","Andrew Magee",91,286.6,299489,1045,2003
"23","Kenneth Staton",59,286.1,201688,705,2003
"T24","Harrison Frazar",88,285.9,292218,1022,2003
"T24","Mike Heinen",89,285.9,306730,1073,2003
"T26","Carlos Franco",99,285.7,338278,1184,2003
"T26","Scott McCarron",86,285.7,227393,796,2003
"28","Chris Smith",92,285.4,290811,1019,2003
"T29","Todd Barranger",78,285.3,251336,881,2003
"T29","Ian Leggatt",71,285.3,227134,796,2003
"T31","Jonathan Byrd",101,285.1,295648,1037,2003
"T31","Brent Schwarzrock",60,285.1,197280,692,2003
"T31","Darron Stiles",93,285.1,279154,979,2003
"T34","K.J. Choi",112,285.0,314966,1105,2003
"T34","Charles Howell III",120,285.0,339733,1192,2003
"T34","Peter Lonard",96,285.0,276781,971,2003
"T34","David Toms",90,285.0,236825,831,2003
