,"year","rank","player_name","rounds","putting_avg","gir_putts","greens_hit","birdie_conversion"
2970,2001,"
        T153","
Dan Forsman
",81,1.793,1682,938,2.76
2971,2001,"
        T153","
Robert Gamez
",59,1.793,1241,692,2.92
2972,2001,"
        T153","
Glen Hnatiuk
",104,1.793,2315,1291,2.81
2973,2001,"
        T153","
Shaun Micheel
",103,1.793,2105,1174,2.7
2974,2001,"
        T153","
Gary Nicklaus
",96,1.793,1893,1056,2.77
2975,2001,"
        159","
Franklin Langham
",63,1.794,1186,661,2.74
2976,2001,"
        T160","
Marco Dawson
",57,1.795,1237,689,3.08
2977,2001,"
        T160","
Tim Herron
",97,1.795,2068,1152,2.73
2978,2001,"
        T160","
Kevin Johnson
",93,1.795,1897,1057,2.98
2979,2001,"
        163","
Doug Barron
",62,1.796,1284,715,2.84
2980,2001,"
        T164","
Doug Dunakey
",83,1.797,1628,906,2.89
2981,2001,"
        T164","
Jimmy Green
",94,1.797,1883,1048,2.64
2982,2001,"
        T164","
Ian Leggatt
",84,1.797,1819,1012,3.03
2983,2001,"
        T167","
Mark Brooks
",88,1.798,1776,988,2.77
2984,2001,"
        T167","
Tom Scherrer
",69,1.798,1336,743,2.68
2985,2001,"
        T167","
Chris Tidland
",83,1.798,1674,931,2.72
2986,2001,"
        T167","
Duffy Waldorf
",77,1.798,1498,833,2.89
2987,2001,"
        T171","
Mark Hensby
",71,1.8,1463,813,2.84
2988,2001,"
        T171","
Ted Tryba
",110,1.8,2252,1251,2.88
2989,2001,"
        T171","
Brian Wilson
",88,1.8,1798,999,3.09
2990,2001,"
        T174","
Robin Freeman
",105,1.801,2217,1231,2.82
2991,2001,"
        T174","
Carl Paulson
",93,1.801,1951,1083,2.79
2992,2001,"
        176","
Michael Clark II
",87,1.802,1822,1011,2.73
2993,2001,"
        177","
Rocky Walcher
",59,1.803,1098,609,2.84
2994,2001,"
        178","
Jean Van de Velde
",52,1.804,900,499,2.85
2995,2001,"
        T179","
Steve Allan
",88,1.805,1695,939,2.89
2996,2001,"
        T179","
Cliff Kresge
",84,1.805,1727,957,2.92
2997,2001,"
        181","
Ronnie Black
",51,1.807,1084,600,2.85
2998,2001,"
        T182","
Kent Jones
",74,1.808,1577,872,2.58
2999,2001,"
        T182","
Sean Murphy
",70,1.808,1369,757,2.68
3000,2001,"
        T184","
Jeremy Anderson
",69,1.809,1460,807,2.66
3001,2001,"
        T184","
Jeff Hart
",87,1.809,1880,1039,2.58
3002,2001,"
        186","
J.J. Henry
",86,1.81,1935,1069,2.8
3003,2001,"
        187","
Jeff Julian
",55,1.811,1036,572,2.8
3004,2001,"
        T188","
Ben Bates
",53,1.814,1128,622,2.89
3005,2001,"
        T188","
Brent Schwarzrock
",63,1.814,1386,764,2.88
3006,2001,"
        190","
Keith Clearwater
",62,1.817,1261,694,2.78
3007,2001,"
        T191","
Bill Glasson
",69,1.818,1436,790,2.48
3008,2001,"
        T191","
Bradley Hughes
",96,1.818,2111,1161,2.58
3009,2001,"
        T193","
Ben Ferguson
",76,1.823,1511,829,2.8
3010,2001,"
        T193","
Per-Ulrik Johansson
",82,1.823,1788,981,2.74
3011,2002,"
        1","
Bob Heintz
",68,1.682,1174,698,37.7
3012,2002,"
        2","
David Toms
",106,1.704,2110,1238,33.66
3013,2002,"
        3","
Chris Riley
",104,1.713,1927,1125,32.47
3014,2002,"
        4","
Ben Crane
",91,1.715,1724,1005,34.07
3015,2002,"
        5","
Phil Mickelson
",97,1.717,1882,1096,35.84
3016,2002,"
        6","
Justin Leonard
",97,1.722,1886,1095,32.14
3017,2002,"
        7","
Billy Andrade
",100,1.729,1869,1081,33.36
3018,2002,"
        T8","
Chris DiMarco
",111,1.73,2162,1250,32.53
3019,2002,"
        T8","
Bryce Molder
",65,1.73,1247,721,33.47
3020,2002,"
        T8","
Scott Verplank
",93,1.73,1858,1074,31.21
3021,2002,"
        11","
Greg Chalmers
",94,1.731,1793,1036,32.33
3022,2002,"
        T12","
Jonathan Byrd
",96,1.732,1865,1077,34.2
3023,2002,"
        T12","
Robert Gamez
",69,1.732,1434,828,32.61
3024,2002,"
        T12","
Skip Kendall
",103,1.732,1997,1153,30.35
3025,2002,"
        T15","
Stuart Appleby
",97,1.734,1845,1064,33.65
3026,2002,"
        T15","
Retief Goosen
",56,1.734,1075,620,32.74
3027,2002,"
        17","
Brad Faxon
",93,1.735,1652,952,30.77
3028,2002,"
        18","
Nick Price
",69,1.736,1248,719,30.68
3029,2002,"
        19","
Duffy Waldorf
",90,1.737,1701,979,33.09
3030,2002,"
        20","
K.J. Choi
",93,1.738,1783,1026,32.23
3031,2002,"
        T21","
J.P. Hayes
",78,1.739,1523,876,32.15
3032,2002,"
        T21","
Steve Stricker
",68,1.739,1146,659,33.84
3033,2002,"
        23","
David Duval
",78,1.74,1460,839,34.77
3034,2002,"
        24","
Mark Calcavecchia
",84,1.741,1553,892,32.77
3035,2002,"
        25","
Fred Funk
",106,1.742,2362,1356,31.29
3036,2002,"
        T26","
Brian Gay
",117,1.743,2331,1337,31.03
3037,2002,"
        T26","
Davis Love III
",92,1.743,1724,989,31.98
3038,2002,"
        28","
Rod Pampling
",98,1.744,1911,1096,32.3
3039,2002,"
        29","
Jay Haas
",83,1.745,1579,905,29.52
3040,2002,"
        30","
Loren Roberts
",93,1.746,1908,1093,28.64
3041,2002,"
        31","
John Daly
",62,1.747,1120,641,35
3042,2002,"
        T32","
Geoff Ogilvy
",90,1.748,1731,990,33.23
3043,2002,"
        T32","
Kirk Triplett
",84,1.748,1643,940,31.95
3044,2002,"
        34","
John Rollins
",124,1.749,2569,1469,31.02
3045,2002,"
        T35","
Fred Couples
",64,1.751,1222,698,33.76
3046,2002,"
        T35","
Ernie Els
",68,1.751,1177,672,30.19
3047,2002,"
        T35","
Sergio Garcia
",79,1.751,1383,790,31.78
3048,2002,"
        T35","
Vijay Singh
",102,1.751,2092,1195,31.68
3049,2002,"
        39","
Pat Perez
",89,1.752,1696,968,33.92
3050,2002,"
        T40","
Olin Browne
",107,1.753,2137,1219,30.21
3051,2002,"
        T40","
Joel Edwards
",101,1.753,2172,1239,29.59
3052,2002,"
        T40","
Shigeki Maruyama
",87,1.753,1674,955,30.57
3053,2002,"
        T43","
Dan Forsman
",83,1.754,1770,1009,30.16
3054,2002,"
        T43","
Dudley Hart
",88,1.754,1728,985,30.86
3055,2002,"
        T43","
Scott McCarron
",106,1.754,1982,1130,32.06
3056,2002,"
        T46","
Steve Allan
",93,1.755,1904,1085,31.91
3057,2002,"
        T46","
Pat Bates
",94,1.755,1944,1108,29.99
3058,2002,"
        T46","
Tim Clark
",76,1.755,1490,849,31.52
3059,2002,"
        T46","
Glen Day
",107,1.755,2189,1247,29.05
3060,2002,"
        T46","
Tim Herron
",102,1.755,2045,1165,30.33
3061,2002,"
        T51","
Paul Goydos
",66,1.756,1331,758,28.8
3062,2002,"
        T51","
John Huston
",99,1.756,2091,1191,31.06
3063,2002,"
        T53","
Bob Burns
",99,1.757,2001,1139,29.11
3064,2002,"
        T53","
Scott Hoch
",71,1.757,1358,773,30.18
3065,2002,"
        T53","
Phil Tataurangi
",88,1.757,1762,1003,31.31
3066,2002,"
        T56","
John Cook
",85,1.758,1719,978,29.82
3067,2002,"
        T56","
Stephen Gangluff
",75,1.758,1512,860,30.7
3068,2002,"
        T56","
Ian Leggatt
",97,1.758,1958,1114,31.08
3069,2002,"
        T59","
Paul Azinger
",69,1.759,1235,702,29.91
3070,2002,"
        T59","
Jay Don Blake
",107,1.759,2137,1215,29.37
3071,2002,"
        T59","
Peter Lonard
",93,1.759,1919,1091,29.68
3072,2002,"
        T59","
Corey Pavin
",78,1.759,1372,780,28.75
3073,2002,"
        T63","
Cameron Beckman
",87,1.76,1818,1033,30.64
3074,2002,"
        T63","
Rocco Mediate
",79,1.76,1558,885,30.77
3075,2002,"
        T63","
José María Olazábal
",71,1.76,1197,680,30.74
3076,2002,"
        T63","
David Peoples
",105,1.76,2298,1306,29.98
3077,2002,"
        T67","
Robert Damron
",85,1.761,1622,921,30.47
3078,2002,"
        T67","
Kent Jones
",105,1.761,2115,1201,30.11
3079,2002,"
        T67","
Craig Stadler
",72,1.761,1423,808,30.73
3080,2002,"
        T67","
Hidemichi Tanaka
",104,1.761,2157,1225,29.52
3081,2002,"
        T71","
David Frost
",90,1.762,1788,1015,28.08
3082,2002,"
        T71","
Frank Lickliter II
",94,1.762,1852,1051,30.44
3083,2002,"
        T73","
Jeff Sluman
",118,1.763,2567,1456,28.4
3084,2002,"
        T73","
Esteban Toledo
",106,1.763,2012,1141,28.33
3085,2002,"
        T75","
Brandel Chamblee
",85,1.764,1748,991,28.46
3086,2002,"
        T75","
Lee Janzen
",101,1.764,1993,1130,31.85
3087,2002,"
        T75","
Andrew Magee
",91,1.764,1773,1005,29.47
3088,2002,"
        T75","
Kenny Perry
",98,1.764,2135,1210,32.2
3089,2002,"
        T75","
Paul Stankowski
",100,1.764,1962,1112,31.8
3090,2002,"
        T75","
Kaname Yokoo
",74,1.764,1367,775,29.92
3091,2002,"
        81","
Tommy Tolles
",64,1.765,1285,728,31.08
3092,2002,"
        T82","
Deane Pappas
",90,1.766,1695,960,29.61
3093,2002,"
        T82","
Brett Quigley
",93,1.766,1842,1043,31.06
3094,2002,"
        T82","
Tiger Woods
",69,1.766,1505,852,33.49
3095,2002,"
        T85","
Rich Beem
",99,1.767,2020,1143,31.49
3096,2002,"
        T85","
Tripp Isenhour
",68,1.767,1417,802,31.38
3097,2002,"
        T85","
John Riegger
",88,1.767,1854,1049,28.84
3098,2002,"
        T88","
Bob Estes
",93,1.768,1853,1048,28.46
3099,2002,"
        T88","
Steve Flesch
",110,1.768,2236,1265,31.27
3100,2002,"
        T88","
Jerry Kelly
",99,1.768,2008,1136,29.33
3101,2002,"
        T88","
Greg Kraft
",86,1.768,1681,951,28.84
3102,2002,"
        T88","
Craig Parry
",69,1.768,1443,816,28.83
3103,2002,"
        T93","
Brad Elder
",76,1.769,1502,849,28.42
3104,2002,"
        T93","
Harrison Frazar
",88,1.769,1808,1022,31.15
3105,2002,"
        T95","
Stephen Ames
",89,1.77,1754,991,29.76
3106,2002,"
        T95","
Brian Henninger
",66,1.77,1379,779,28.99
3107,2002,"
        T97","
Robert Allenby
",96,1.771,2060,1163,30.66
3108,2002,"
        T97","
Donnie Hammond
",60,1.771,1291,729,30.22
3109,2002,"
        T99","
Jonathan Kaye
",83,1.772,1644,928,28.65
3110,2002,"
        T99","
Frank Nobilo
",94,1.772,1951,1101,28.53
3111,2002,"
        T99","
Mark O'Meara
",68,1.772,1269,716,27.13
3112,2002,"
        T99","
Jay Williamson
",91,1.772,1905,1075,27.61
3113,2002,"
        T103","
Briny Baird
",110,1.773,2326,1312,29.62
3114,2002,"
        T103","
Craig Barlow
",62,1.773,1229,693,29
3115,2002,"
        T103","
Chad Campbell
",111,1.773,2406,1357,29.37
3116,2002,"
        T103","
Steve Elkington
",82,1.773,1500,846,27.76
3117,2002,"
        T103","
Matt Gogel
",79,1.773,1535,866,28.64
3118,2002,"
        T103","
Joey Sindelar
",104,1.773,2248,1268,29.44
3119,2002,"
        T103","
Bob Tway
",103,1.773,2065,1165,27.39
3120,2002,"
        T110","
J.L. Lewis
",98,1.774,2111,1190,31.17
3121,2002,"
        T110","
Steve Lowery
",98,1.774,1957,1103,30.36
3122,2002,"
        112","
Stewart Cink
",92,1.775,1793,1010,30.62
3123,2002,"
        113","
Matt Kuchar
",82,1.776,1645,926,28.6
3124,2002,"
        T114","
José Coceres
",51,1.777,938,528,26.72
3125,2002,"
        T114","
Jim Furyk
",88,1.777,1903,1071,27.03
3126,2002,"
        T114","
Per-Ulrik Johansson
",87,1.777,1834,1032,29.45
3127,2002,"
        T114","
Neal Lancaster
",101,1.777,1996,1123,28.04
3128,2002,"
        T118","
Notah Begay III
",76,1.778,1577,887,30.06
3129,2002,"
        T118","
Charles Howell III
",118,1.778,2475,1392,31.41
3130,2002,"
        T118","
Bob May
",91,1.778,1952,1098,28.02
3131,2002,"
        T121","
Bart Bryant
",69,1.779,1473,828,28.69
3132,2002,"
        T121","
Mike Weir
",94,1.779,1959,1101,31.15
3133,2002,"
        T123","
Mark Brooks
",97,1.78,1871,1051,27.36
3134,2002,"
        T123","
Mathew Goggin
",64,1.78,1344,755,30.33
3135,2002,"
        T123","
Carl Paulson
",84,1.78,1700,955,29.91
3136,2002,"
        T123","
Tom Pernice Jr.
",101,1.78,2052,1153,29.34
3137,2002,"
        T127","
Jim Carter
",98,1.781,1915,1075,28.24
3138,2002,"
        T127","
Bernhard Langer
",55,1.781,1026,576,27.43
3139,2002,"
        T127","
Lee Porter
",91,1.781,1767,992,27.42
3140,2002,"
        T130","
Mike Hulbert
",55,1.782,1032,579,26.17
3141,2002,"
        T130","
Peter Jacobsen
",67,1.782,1429,802,26.57
3142,2002,"
        T132","
Edward Fryatt
",94,1.783,1861,1044,28.38
3143,2002,"
        T132","
Miguel Angel Jiménez
",60,1.783,1123,630,28.34
3144,2002,"
        T132","
David Morland IV
",58,1.783,1173,658,29.53
3145,2002,"
        T132","
Dennis Paulson
",89,1.783,1815,1018,29.56
3146,2002,"
        T136","
Brent Geiberger
",95,1.784,1975,1107,29.66
3147,2002,"
        T136","
Dicky Pride
",51,1.784,1108,621,26.73
3148,2002,"
        T138","
Michael Clark II
",97,1.785,2004,1123,28.07
3149,2002,"
        T138","
Luke Donald
",106,1.785,2261,1267,27.63
3150,2002,"
        T138","
Carlos Franco
",107,1.785,2296,1286,28.71
3151,2002,"
        T138","
Franklin Langham
",72,1.785,1387,777,26.8
3152,2002,"
        T138","
Heath Slocum
",96,1.785,1922,1077,27.44
3153,2002,"
        T143","
David Berganio Jr.
",80,1.786,1741,975,27.52
3154,2002,"
        T143","
Len Mattiace
",106,1.786,2156,1207,29.02
3155,2002,"
        T145","
Woody Austin
",102,1.787,1984,1110,28.36
3156,2002,"
        T145","
Paul Claxton
",83,1.787,1712,958,27.06
3157,2002,"
        T145","
Billy Mayfair
",99,1.787,1968,1101,27
3158,2002,"
        T145","
Tim Petrovic
",92,1.787,1875,1049,28.49
3159,2002,"
        T145","
Bo Van Pelt
",78,1.787,1621,907,29.65
3160,2002,"
        T150","
Tom Byrum
",77,1.788,1638,916,26.62
3161,2002,"
        T150","
Jeff Gove
",89,1.788,1908,1067,26.34
3162,2002,"
        T150","
Brandt Jobe
",94,1.788,2088,1168,28.01
3163,2002,"
        T150","
Jesper Parnevik
",85,1.788,1665,931,28.59
3164,2002,"
        T154","
Steve Jones
",71,1.789,1317,736,27.21
3165,2002,"
        T154","
Michael Long
",71,1.789,1531,856,27.49
3166,2002,"
        T154","
Joe Ogilvie
",50,1.789,959,536,27.53
3167,2002,"
        T154","
Garrett Willis
",80,1.789,1574,880,30.07
3168,2002,"
        T158","
David Gossett
",95,1.79,2042,1141,30.03
3169,2002,"
        T158","
Steve Pate
",64,1.79,1337,747,27.98
3170,2002,"
        T158","
Craig Perks
",91,1.79,1654,924,30.51
3171,2002,"
        T158","
Brian Watts
",58,1.79,1065,595,26.35
3172,2002,"
        T162","
Shaun Micheel
",100,1.792,2229,1244,27.63
3173,2002,"
        T162","
Michael Muehr
",73,1.792,1419,792,27.05
3174,2002,"
        T162","
Tom Scherrer
",98,1.792,1987,1109,27.08
3175,2002,"
        T165","
Robin Freeman
",79,1.793,1590,887,28.51
3176,2002,"
        T165","
Glen Hnatiuk
",95,1.793,2085,1163,27.28
3177,2002,"
        T165","
Matt Peterson
",80,1.793,1739,970,24.97
3178,2002,"
        T165","
Mike Sposa
",111,1.793,2270,1266,26.74
3179,2002,"
        T169","
Jeff Brehaut
",87,1.794,1893,1055,27.66
3180,2002,"
        T169","
Blaine McCallister
",75,1.794,1609,897,26.2
3181,2002,"
        T171","
Jeff Maggert
",83,1.795,1641,914,27.08
3182,2002,"
        T171","
John Senden
",96,1.795,2026,1129,29.26
3183,2002,"
        173","
Russ Cochran
",68,1.796,1417,789,26.72
3184,2002,"
        T174","
Tommy Armour III
",82,1.797,1689,940,27.26
3185,2002,"
        T174","
Grant Waite
",98,1.797,2040,1135,27.89
3186,2002,"
        T174","
Brett Wetterich
",89,1.797,1810,1007,30.58
3187,2002,"
        177","
Scott Simpson
",61,1.799,1184,658,26.03
3188,2002,"
        T178","
Jess Daley
",76,1.8,1573,874,26.89
3189,2002,"
        T178","
Rory Sabbatini
",69,1.8,1377,765,30.41
3190,2002,"
        180","
Spike McRoy
",69,1.801,1441,800,25.5
3191,2002,"
        181","
Paul Gow
",99,1.802,2031,1127,26.76
3192,2002,"
        182","
Jerry Smith
",91,1.803,1725,957,26.33
3193,2002,"
        T183","
Brian Bateman
",94,1.804,1943,1077,28.68
3194,2002,"
        T183","
J.J. Henry
",112,1.804,2409,1335,25.17
3195,2002,"
        185","
Kevin Sutherland
",96,1.805,1944,1077,25.65
3196,2002,"
        186","
Michael Allen
",76,1.806,1463,810,27.1
3197,2002,"
        187","
Chris Smith
",103,1.809,2238,1237,29.23
3198,2002,"
        188","
Pete Jordan
",78,1.81,1578,872,25.11
3199,2002,"
        189","
Tom Lehman
",78,1.816,1564,861,24.42
3200,2002,"
        190","
Brenden Pappas
",62,1.817,1288,709,26.45
3201,2002,"
        191","
Joe Durant
",87,1.819,1886,1037,25.7
3202,2002,"
        192","
Kenneth Staton
",104,1.822,2261,1241,26.92
3203,2002,"
        193","
Eduardo Herrera
",59,1.823,1150,631,25.87
3204,2002,"
        194","
Jason Hill
",59,1.826,1258,689,25.91
3205,2002,"
        195","
Richard Zokol
",53,1.827,1014,555,24.37
3206,2002,"
        196","
Brad Lardon
",59,1.829,1244,680,23.82
3207,2002,"
        197","
Scott Dunlap
",74,1.833,1551,846,24.38
3208,2002,"
        198","
Boo Weekley
",57,1.836,1243,677,28.7
3209,2002,"
        199","
Fulton Allem
",64,1.844,1300,705,24.65
3210,2002,"
        200","
Gary Nicklaus
",66,1.848,1375,744,24.5
3211,2002,"
        201","
Hal Sutton
",74,1.849,1553,840,24.4
3212,2002,"
        202","
Bradley Hughes
",60,1.85,1356,733,25.14
3213,2003,"
        1","
John Huston
",76,1.713,1591,929,33.87
3214,2003,"
        2","
Justin Leonard
",80,1.718,1508,878,33.03
3215,2003,"
        T3","
Aaron Baddeley
",71,1.723,1258,730,34.8
3216,2003,"
        T3","
Chris DiMarco
",98,1.723,1935,1123,33.75
3217,2003,"
        T5","
Stewart Cink
",104,1.728,2029,1174,32.96
3218,2003,"
        T5","
Paul Goydos
",86,1.728,1664,963,32.22
3219,2003,"
        T7","
David Frost
",80,1.729,1556,900,31.14
3220,2003,"
        T7","
Scott Verplank
",97,1.729,2014,1165,32.62
3221,2003,"
        9","
Greg Chalmers
",98,1.731,1823,1053,32.79
3222,2003,"
        10","
Tiger Woods
",74,1.732,1455,840,35.05
3223,2003,"
        11","
Mike Weir
",80,1.733,1541,889,32.66
3224,2003,"
        T12","
Glen Day
",103,1.735,2118,1221,30.95
3225,2003,"
        T12","
Skip Kendall
",110,1.735,2257,1301,31.21
3226,2003,"
        T14","
Jim Furyk
",104,1.736,2218,1278,31.08
3227,2003,"
        T14","
Phil Mickelson
",87,1.736,1601,922,34.2
3228,2003,"
        T16","
Robert Gamez
",114,1.74,2359,1356,33.65
3229,2003,"
        T16","
J.P. Hayes
",79,1.74,1630,937,30.7
3230,2003,"
        T18","
Scott McCarron
",86,1.741,1612,926,33.48
3231,2003,"
        T18","
Vijay Singh
",106,1.741,2199,1263,35.21
3232,2003,"
        T20","
Rod Pampling
",87,1.742,1698,975,32.82
3233,2003,"
        T20","
Deane Pappas
",75,1.742,1413,811,33.79
3234,2003,"
        T22","
Stephen Ames
",91,1.743,1905,1093,33
3235,2003,"
        T22","
Todd Fischer
",97,1.743,1888,1083,30.75
3236,2003,"
        T22","
Tim Petrovic
",108,1.743,2119,1216,31.46
3237,2003,"
        25","
Chris Riley
",96,1.744,1739,997,31.86
3238,2003,"
        T26","
Fred Couples
",71,1.745,1347,772,33.55
3239,2003,"
        T26","
Jay Haas
",89,1.745,1679,962,30.66
3240,2003,"
        T26","
Tim Herron
",102,1.745,2047,1173,32.79
3241,2003,"
        T26","
Carl Pettersson
",80,1.745,1586,909,32.01
3242,2003,"
        T30","
Billy Andrade
",100,1.747,1995,1142,31.64
3243,2003,"
        T30","
Mark Calcavecchia
",84,1.747,1691,968,33.75
3244,2003,"
        T30","
Brent Geiberger
",51,1.747,1038,594,31.81
3245,2003,"
        T33","
Tom Pernice Jr.
",105,1.748,2057,1177,31.54
3246,2003,"
        T33","
Loren Roberts
",87,1.748,1690,967,28.65
3247,2003,"
        35","
Brenden Pappas
",105,1.749,2158,1234,32.98
3248,2003,"
        36","
Ben Crane
",94,1.75,1859,1062,31.86
3249,2003,"
        T37","
Stuart Appleby
",90,1.752,1752,1000,32.43
3250,2003,"
        T37","
Luke Donald
",88,1.752,1817,1037,29.79
3251,2003,"
        T37","
Davis Love III
",85,1.752,1684,961,32.64
3252,2003,"
        T37","
Geoff Ogilvy
",86,1.752,1677,957,33.79
3253,2003,"
        T37","
John Rollins
",89,1.752,1638,935,33.19
3254,2003,"
        42","
Brian Gay
",100,1.753,1912,1091,29.91
3255,2003,"
        T43","
Bob Estes
",92,1.754,1928,1099,30.45
3256,2003,"
        T43","
Paul Stankowski
",67,1.754,1466,836,32.01
3257,2003,"
        45","
Dicky Pride
",73,1.755,1483,845,29.86
3258,2003,"
        46","
Steve Flesch
",110,1.756,2223,1266,32.04
3259,2003,"
        T47","
Brad Faxon
",97,1.757,1862,1060,30.15
3260,2003,"
        T47","
Scott Laycock
",71,1.757,1362,775,30.71
3261,2003,"
        49","
Brian Henninger
",56,1.758,1109,631,29.16
3262,2003,"
        50","
Hank Kuehne
",73,1.759,1441,819,34.23
3263,2003,"
        T51","
Cameron Beckman
",86,1.761,1772,1006,31.31
3264,2003,"
        T51","
Matt Gogel
",77,1.761,1449,823,30.37
3265,2003,"
        T51","
Garrett Willis
",97,1.761,1925,1093,31.46
3266,2003,"
        T54","
Craig Barlow
",95,1.762,1972,1119,32.5
3267,2003,"
        T54","
Mark Brooks
",90,1.762,1683,955,28.48
3268,2003,"
        T54","
Patrick Sheehan
",101,1.762,2017,1145,31.17
3269,2003,"
        T57","
Woody Austin
",107,1.763,2211,1254,32.05
3270,2003,"
        T57","
Jason Gore
",83,1.763,1597,906,32.74
3271,2003,"
        T59","
Aaron Barber
",94,1.764,1948,1104,28.77
3272,2003,"
        T59","
Frank Lickliter II
",94,1.764,1857,1053,30.25
3273,2003,"
        T61","
Ernie Els
",65,1.765,1306,740,30.53
3274,2003,"
        T61","
Kent Jones
",74,1.765,1490,844,31.24
3275,2003,"
        T63","
Jerry Kelly
",108,1.766,2234,1265,30.98
3276,2003,"
        T63","
Kevin Sutherland
",97,1.766,2006,1136,29.28
3277,2003,"
        T63","
Dean Wilson
",82,1.766,1639,928,29.91
3278,2003,"
        T66","
Jeff Maggert
",81,1.767,1680,951,30.17
3279,2003,"
        T66","
Len Mattiace
",94,1.767,1818,1029,27.49
3280,2003,"
        T66","
Brett Quigley
",92,1.767,1822,1031,30.29
3281,2003,"
        T69","
Olin Browne
",113,1.768,2297,1299,28.81
3282,2003,"
        T69","
Chad Campbell
",105,1.768,2330,1318,30.6
3283,2003,"
        T69","
Andy Miller
",75,1.768,1473,833,31.37
3284,2003,"
        T69","
Carl Paulson
",101,1.768,2132,1206,30.28
3285,2003,"
        T73","
Darren Clarke
",61,1.769,1095,619,32.9
3286,2003,"
        T73","
Richard Johnson
",89,1.769,1790,1012,27.99
3287,2003,"
        T73","
Hidemichi Tanaka
",112,1.769,2434,1376,28.8
3288,2003,"
        T76","
Tim Clark
",79,1.77,1595,901,28.81
3289,2003,"
        T76","
Harrison Frazar
",88,1.77,1828,1033,30.49
3290,2003,"
        T76","
Retief Goosen
",69,1.77,1423,804,32.88
3291,2003,"
        79","
Pat Perez
",95,1.771,1844,1041,29.28
3292,2003,"
        T80","
Jonathan Byrd
",101,1.772,2054,1159,32.44
3293,2003,"
        T80","
Lee Janzen
",83,1.772,1650,931,29.2
3294,2003,"
        T80","
Mike Sposa
",72,1.772,1409,795,29.62
3295,2003,"
        T80","
Dave Stockton Jr.
",79,1.772,1515,855,29.78
3296,2003,"
        T84","
Donnie Hammond
",92,1.773,1895,1069,27.62
3297,2003,"
        T84","
Peter Jacobsen
",75,1.773,1605,905,29.65
3298,2003,"
        T84","
Steve Lowery
",86,1.773,1654,933,31.18
3299,2003,"
        T84","
John Riegger
",55,1.773,1108,625,28.21
3300,2003,"
        T84","
David Toms
",90,1.773,1757,991,30.16
3301,2003,"
        T84","
Duffy Waldorf
",90,1.773,1871,1055,30.39
3302,2003,"
        T90","
Robert Allenby
",87,1.774,1770,998,32.23
3303,2003,"
        T90","
Kenichi Kuboya
",91,1.774,1795,1012,29.5
3304,2003,"
        T92","
Dudley Hart
",66,1.775,1333,751,28.13
3305,2003,"
        T92","
Jesper Parnevik
",102,1.775,2061,1161,29.02
3306,2003,"
        T94","
Shigeki Maruyama
",87,1.776,1764,993,28.72
3307,2003,"
        T94","
Kirk Triplett
",92,1.776,1961,1104,30.22
3308,2003,"
        T94","
Bob Tway
",89,1.776,1895,1067,29.3
3309,2003,"
        T97","
Tommy Armour III
",66,1.777,1331,749,29.49
3310,2003,"
        T97","
Michael Clark II
",54,1.777,1121,631,29.32
3311,2003,"
        T97","
Charles Howell III
",120,1.777,2496,1405,29.74
3312,2003,"
        T97","
Rocco Mediate
",80,1.777,1637,921,28.91
3313,2003,"
        T97","
Nick Price
",65,1.777,1253,705,29.63
3314,2003,"
        T102","
Fred Funk
",112,1.778,2345,1319,28.04
3315,2003,"
        T102","
Arron Oberholser
",80,1.778,1664,936,28.74
3316,2003,"
        104","
John Maginnes
",87,1.779,1745,981,27.4
3317,2003,"
        105","
Esteban Toledo
",109,1.78,2238,1257,28.45
3318,2003,"
        T106","
Briny Baird
",113,1.781,2522,1416,29.39
3319,2003,"
        T106","
Hal Sutton
",81,1.781,1763,990,28.01
3320,2003,"
        T108","
Tom Byrum
",97,1.782,1944,1091,27.86
3321,2003,"
        T108","
Alex Cejka
",98,1.782,1948,1093,29.72
3322,2003,"
        T108","
Paul Gow
",62,1.782,1269,712,28.49
3323,2003,"
        T108","
Tom Lehman
",87,1.782,1832,1028,30.21
3324,2003,"
        T112","
Mike Heinen
",89,1.783,1951,1094,31.32
3325,2003,"
        T112","
Cliff Kresge
",102,1.783,2109,1183,29.36
3326,2003,"
        T112","
Andrew Magee
",91,1.783,1920,1077,28.72
3327,2003,"
        T112","
Billy Mayfair
",105,1.783,2239,1256,28.51
3328,2003,"
        T112","
Heath Slocum
",101,1.783,2113,1185,28.8
3329,2003,"
        T112","
Steve Stricker
",59,1.783,1077,604,30.02
3330,2003,"
        118","
Jay Don Blake
",77,1.784,1525,855,28.22
3331,2003,"
        T119","
John Daly
",56,1.785,1128,632,31.11
3332,2003,"
        T119","
Peter Lonard
",96,1.785,1858,1041,29.23
3333,2003,"
        T121","
David Gossett
",92,1.787,2001,1120,29.6
3334,2003,"
        T121","
Anthony Painter
",87,1.787,1637,916,28.65
3335,2003,"
        T121","
Jeff Sluman
",106,1.787,2300,1287,28.85
3336,2003,"
        T124","
Paul Azinger
",73,1.788,1498,838,26.97
3337,2003,"
        T124","
Joel Edwards
",60,1.788,1243,695,26.26
3338,2003,"
        T124","
Tom Gillis
",71,1.788,1479,827,27.55
3339,2003,"
        T124","
David Peoples
",96,1.788,2121,1186,27.66
3340,2003,"
        T124","
Rory Sabbatini
",95,1.788,1908,1067,30.98
3341,2003,"
        T124","
Akio Sadakata
",83,1.788,1706,954,28.23
