rank,player_name,top_ten,first,second,third,year
2,Payne Stewart,11,2,3,2,1989
T3,Chip Beck,10,0,3,1,1989
T3,Mark Calcavecchia,10,3,1,2,1989
T3,Tom Kite,10,3,1,0,1989
T6,Fred Couples,9,0,1,2,1989
T6,Curtis Strange,9,1,1,3,1989
T8,David Frost,8,1,1,1,1989
T8,Greg Norman,8,2,1,1,1989
T8,Tim Simpson,8,2,2,1,1989
T11,Mike Hulbert,7,1,1,0,1989
T11,Wayne Levi,7,0,1,1,1989
T11,Mark McCumber,7,1,1,0,1989
T11,Larry Mize,7,0,0,0,1989
T11,Mark O'Meara,7,1,1,1,1989
T11,Nick Price,7,0,0,1,1989
T11,Mike Reid,7,0,1,1,1989
T11,Hal Sutton,7,0,2,0,1989
T19,Jim Carter,6,0,0,1,1989
T19,Scott Hoch,6,1,1,1,1989
T19,Steve Jones,6,3,0,0,1989
T19,Gil Morgan,6,0,0,1,1989
T19,Ted Schulz,6,1,0,1,1989
T19,Lanny Wadkins,6,0,0,0,1989
T25,Ben Crenshaw,5,0,1,1,1989
T25,Mike Donald,5,1,1,1,1989
T25,Bill Glasson,5,1,0,1,1989
T25,Jay Haas,5,0,2,0,1989
T25,Kenny Knox,5,0,0,1,1989
T25,Mark Lye,5,0,0,1,1989
T25,Blaine McCallister,5,2,0,0,1989
T25,Steve Pate,5,0,0,1,1989
T25,Loren Roberts,5,0,0,0,1989
T25,Dave Rummells,5,0,0,2,1989
T35,Tom Byrum,4,1,0,0,1989
T35,Dan Forsman,4,0,0,0,1989
T35,Wayne Grady,4,1,0,0,1989
T35,Donnie Hammond,4,1,1,0,1989
T35,Lon Hinkle,4,0,0,0,1989
T35,Davis Love III,4,0,1,1,1989
T35,Sandy Lyle,4,0,2,1,1989
T35,Dan Pohl,4,0,0,0,1989
T35,Don Pooley,4,0,0,1,1989
T35,Gene Sauers,4,1,0,0,1989
T35,Jeff Sluman,4,0,0,0,1989
T35,Craig Stadler,4,0,1,1,1989
T35,Bob Tway,4,1,2,0,1989
T35,Mark Wiebe,4,0,1,1,1989
T35,Fuzzy Zoeller,4,0,1,0,1989
T50,Billy Andrade,3,0,1,0,1989
T50,Andy Bean,3,0,2,0,1989
T50,Ronnie Black,3,0,2,0,1989
T50,Jay Don Blake,3,0,0,1,1989
T50,Jim Booros,3,0,0,0,1989
T50,Bill Britton,3,1,1,0,1989
T50,Steve Elkington,3,0,1,1,1989
T50,Jim Gallagher Jr.,3,0,0,0,1989
T50,Bob Gilder,3,0,1,0,1989
T50,Hubert Green,3,0,1,0,1989
T50,Peter Jacobsen,3,0,1,0,1989
T50,Bernhard Langer,3,0,1,1,1989
T50,Bruce Lietzke,3,0,0,2,1989
T50,Bob Lohr,3,0,0,1,1989
T50,Steve Lowery,3,0,0,0,1989
T50,Andrew Magee,3,0,0,0,1989
T50,Roger Maltbie,3,0,0,0,1989
T50,Jodie Mudd,3,1,0,0,1989
T50,Chris Perry,3,0,0,1,1989
T50,Kenny Perry,3,0,1,0,1989
T50,Scott Simpson,3,1,0,0,1989
T50,Joey Sindelar,3,0,0,0,1989
T50,Ray Stewart,3,0,1,0,1989
T50,Lance Ten Broeck,3,0,0,1,1989
T50,Duffy Waldorf,3,0,0,1,1989
T75,John Adams,2,0,0,0,1989
T75,Tommy Armour III,2,0,1,0,1989
T75,Seve Ballesteros,2,0,0,1,1989
T75,Dave Barr,2,0,0,0,1989
T75,Phil Blackmar,2,0,0,0,1989
T75,Clark Burroughs,2,0,1,0,1989
T75,Russ Cochran,2,0,0,0,1989
T75,Bob Eastwood,2,0,0,0,1989
T75,David Edwards,2,0,1,0,1989
T75,Dave Eichelberger,2,0,0,0,1989
T75,Bob Estes,2,0,1,0,1989
T75,Nick Faldo,2,1,0,0,1989
T75,Brad Faxon,2,0,2,0,1989
T75,Ed Fiori,2,0,0,1,1989
T75,Fred Funk,2,0,0,1,1989
T75,Jim Hallet,2,0,0,0,1989
T75,Mark Hayes,2,0,0,0,1989
T75,P.H. Horgan III,2,0,0,0,1989
T75,John Huston,2,0,1,0,1989
T75,Hale Irwin,2,0,0,1,1989
T75,Barry Jaeckel,2,0,0,0,1989
T75,Gary Koch,2,0,0,0,1989
T75,John Mahaffey,2,1,0,0,1989
T75,Larry Nelson,2,0,1,0,1989
T75,Jack Nicklaus,2,0,0,0,1989
T75,David Ogrin,2,0,1,0,1989
T75,José María Olazábal,2,0,0,0,1989
T75,David Peoples,2,0,0,1,1989
T75,Tom Pernice Jr.,2,0,0,0,1989
T75,Tom Purtzer,2,0,0,0,1989
T75,Larry Rinker,2,0,0,0,1989
T75,Clarence Rose,2,0,1,1,1989
T75,Bill Sander,2,0,0,0,1989
T75,Don Shirey Jr.,2,0,0,1,1989
T75,Mike Sullivan,2,1,0,0,1989
T75,Brian Tennyson,2,0,1,0,1989
T75,Leonard Thompson,2,1,0,0,1989
T75,Lee Trevino,2,0,0,0,1989
T75,Tom Watson,2,0,0,1,1989
T75,Ian Woosnam,2,0,1,0,1989
T115,Isao Aoki,1,0,0,0,1989
T115,Perry Arthur,1,0,0,0,1989
T115,Ian Baker-Finch,1,1,0,0,1989
T115,Mark Brooks,1,0,0,0,1989
T115,Billy Ray Brown,1,0,1,0,1989
T115,Brad Bryant,1,0,0,0,1989
T115,Bill Buttner,1,0,0,0,1989
T115,Curt Byrum,1,1,0,0,1989
T115,Rex Caldwell,1,0,0,0,1989
T115,David Canipe,1,0,0,0,1989
T115,Brian Claar,1,0,0,0,1989
T115,Lennie Clements,1,0,0,0,1989
T115,John Cook,1,0,0,0,1989
T115,Rick Fehr,1,0,0,0,1989
T115,Raymond Floyd,1,0,0,0,1989
T115,Buddy Gardner,1,0,0,0,1989
T115,Ken Green,1,1,0,0,1989
T115,Gary Hallberg,1,0,0,1,1989
T115,Dan Halldorson,1,0,0,0,1989
T115,Morris Hatalsky,1,0,0,0,1989
T115,Webb Heintzelman,1,0,0,0,1989
T115,Nolan Henke,1,0,0,0,1989
T115,John Inman,1,0,0,0,1989
T115,Greg Ladehoff,1,0,0,0,1989
T115,John McComish,1,0,0,0,1989
T115,Pat McGowan,1,0,0,0,1989
T115,Mike Miles,1,0,0,0,1989
T115,Johnny Miller,1,0,0,0,1989
T115,Tim Norris,1,0,0,0,1989
T115,Mac O'Grady,1,0,0,0,1989
T115,Masashi Jumbo Ozaki,1,0,0,0,1989
T115,Corey Pavin,1,0,0,0,1989
T115,Sam Randolph,1,0,0,0,1989
T115,Don Reese,1,0,0,0,1989
T115,Tom Sieckmann,1,0,0,0,1989
T115,Tony Sills,1,0,0,0,1989
T115,J.C. Snead,1,0,0,0,1989
T115,Dave Stockton,1,0,0,0,1989
T115,Ron Streck,1,0,0,0,1989
T115,Kazunari Takahashi,1,0,0,0,1989
T115,Doug Tewell,1,0,1,0,1989
T115,Robert Thompson,1,0,0,1,1989
T115,Jim Thorpe,1,0,1,0,1989
T115,Greg Twiggs,1,1,0,0,1989
T115,Stan Utley,1,1,0,0,1989
T115,Scott Verplank,1,0,0,0,1989
T115,Bobby Wadkins,1,0,0,1,1989
T115,Bob Wolcott,1,0,0,0,1989
T115,Robert Wrenn,1,0,1,0,1989
T115,Richard Zokol,1,0,0,0,1989
T1,Mark Calcavecchia,12,1,4,1,1988
T1,Payne Stewart,12,0,2,1,1988
T3,Chip Beck,11,2,3,0,1988
T3,David Frost,11,2,3,3,1988
T5,Paul Azinger,10,1,1,1,1988
T5,Fred Couples,10,0,1,1,1988
T5,Ken Green,10,2,3,1,1988
T5,Scott Hoch,10,0,0,0,1988
T5,Tom Kite,10,0,3,1,1988
T5,Bruce Lietzke,10,1,2,1,1988
T5,Joey Sindelar,10,2,2,1,1988
12,Ben Crenshaw,8,1,1,1,1988
T13,Dave Barr,7,0,1,2,1988
T13,Gil Morgan,7,0,1,1,1988
T13,Greg Norman,7,1,2,1,1988
T13,Mark O'Meara,7,0,2,1,1988
T13,Steve Pate,7,2,1,1,1988
T13,Dan Pohl,7,0,2,0,1988
T13,Don Pooley,7,0,1,0,1988
T13,Dave Rummells,7,0,0,1,1988
T13,Mark Wiebe,7,0,1,0,1988
T22,Bill Glasson,6,2,1,0,1988
T22,Jay Haas,6,1,1,0,1988
T22,Donnie Hammond,6,0,1,0,1988
T22,Peter Jacobsen,6,0,3,0,1988
T22,Larry Nelson,6,1,1,1,1988
T22,Gene Sauers,6,0,0,1,1988
T22,Jeff Sluman,6,1,0,1,1988
T22,Curtis Strange,6,4,0,0,1988
T22,Lanny Wadkins,6,2,1,0,1988
T22,Tom Watson,6,0,1,0,1988
T32,Jim Carter,5,0,0,0,1988
T32,Bob Lohr,5,1,0,1,1988
T32,Sandy Lyle,5,3,1,0,1988
T32,Mark McCumber,5,1,1,0,1988
T32,Mike Reid,5,1,1,1,1988
T32,Craig Stadler,5,0,0,2,1988
T32,D.A. Weibring,5,0,0,1,1988
T39,Tommy Armour III,4,0,1,0,1988
T39,Russ Cochran,4,0,0,0,1988
T39,Mike Donald,4,0,0,0,1988
T39,Dan Forsman,4,0,1,2,1988
T39,Jim Hallet,4,0,0,0,1988
T39,Kenny Knox,4,0,0,1,1988
T39,Wayne Levi,4,0,1,0,1988
T39,Andrew Magee,4,1,0,1,1988
T39,Roger Maltbie,4,0,0,0,1988
T39,Jodie Mudd,4,1,0,0,1988
T39,Nick Price,4,0,1,0,1988
T39,Clarence Rose,4,0,1,0,1988
T39,Tim Simpson,4,0,0,0,1988
T39,Bob Tway,4,0,2,1,1988
T39,Fuzzy Zoeller,4,0,0,2,1988
T54,Fulton Allem,3,0,0,1,1988
T54,George Archer,3,0,0,1,1988
T54,Curt Byrum,3,0,0,1,1988
T54,Lennie Clements,3,0,0,0,1988
T54,Nick Faldo,3,0,1,1,1988
T54,Brad Faxon,3,0,0,1,1988
T54,Raymond Floyd,3,0,0,0,1988
T54,Bob Gilder,3,0,0,0,1988
T54,Wayne Grady,3,0,0,0,1988
T54,Steve Jones,3,1,0,0,1988
T54,Gary Koch,3,1,0,0,1988
T54,Bernhard Langer,3,0,0,0,1988
T54,Davis Love III,3,0,0,0,1988
T54,John Mahaffey,3,0,0,1,1988
T54,Blaine McCallister,3,1,0,0,1988
T54,Larry Mize,3,0,0,0,1988
T54,David Ogrin,3,0,0,1,1988
T54,Corey Pavin,3,1,0,0,1988
T54,Kenny Perry,3,0,0,0,1988
T54,Tom Purtzer,3,1,0,0,1988
T54,Loren Roberts,3,0,0,0,1988
T54,Tom Sieckmann,3,1,0,0,1988
T54,Lance Ten Broeck,3,0,0,0,1988
T54,Doug Tewell,3,0,1,0,1988
T54,Scott Verplank,3,1,1,0,1988
T54,Bobby Wadkins,3,0,0,0,1988
T54,Robert Wrenn,3,0,1,0,1988
T81,Ian Baker-Finch,2,0,0,1,1988
T81,Jay Don Blake,2,0,0,0,1988
T81,Mark Brooks,2,1,1,0,1988
T81,Brad Bryant,2,0,0,0,1988
T81,Tom Byrum,2,0,1,0,1988
T81,David Canipe,2,0,0,0,1988
T81,T.C. Chen,2,0,0,0,1988
T81,Bobby Clampett,2,0,0,0,1988
T81,Keith Clearwater,2,0,0,0,1988
T81,John Cook,2,0,0,0,1988
T81,Jim Dent,2,0,0,1,1988
T81,Bob Eastwood,2,0,0,0,1988
T81,Dave Eichelberger,2,0,0,0,1988
T81,Steve Elkington,2,0,0,0,1988
T81,Brad Fabel,2,0,0,0,1988
T81,Ed Fiori,2,0,1,0,1988
T81,Buddy Gardner,2,0,0,1,1988
T81,David Graham,2,0,0,1,1988
T81,Morris Hatalsky,2,1,0,0,1988
T81,John Huston,2,0,0,1,1988
T81,Hale Irwin,2,0,1,0,1988
T81,Dick Mast,2,0,0,0,1988
T81,Calvin Peete,2,0,0,0,1988
T81,Jack Renner,2,0,0,0,1988
T81,J.C. Snead,2,0,0,0,1988
T81,Mike Sullivan,2,0,0,0,1988
T81,Leonard Thompson,2,0,0,0,1988
T81,Howard Twitty,2,0,0,0,1988
T81,Richard Zokol,2,0,1,0,1988
T110,John Adams,1,0,0,0,1988
T110,Billy Andrade,1,0,0,0,1988
T110,Isao Aoki,1,0,0,1,1988
T110,Seve Ballesteros,1,2,0,0,1988
T110,Ray Barr Jr.,1,0,0,0,1988
T110,Jim Benepe,1,1,0,0,1988
T110,Bill Bergin,1,0,0,0,1988
T110,Ronnie Black,1,0,0,0,1988
T110,Phil Blackmar,1,1,0,0,1988
T110,Bill Britton,1,0,0,0,1988
T110,Billy Ray Brown,1,0,0,1,1988
T110,Ken Brown,1,0,0,0,1988
T110,Brandel Chamblee,1,0,0,0,1988
T110,Frank Conner,1,0,0,0,1988
T110,Jeff Coston,1,0,0,0,1988
T110,Jay Delsing,1,0,0,0,1988
T110,David Edwards,1,0,1,0,1988
T110,Rick Fehr,1,0,0,0,1988
T110,Jim Gallagher Jr.,1,0,1,0,1988
T110,Jeff Hart,1,0,0,0,1988
T110,Mark Hayes,1,0,0,1,1988
T110,Mike Hulbert,1,0,0,0,1988
T110,David Ishii,1,0,0,0,1988
T110,Greg Ladehoff,1,0,0,0,1988
T110,Mark Lye,1,0,0,0,1988
T110,Mike McCullough,1,0,0,0,1988
T110,Pat McGowan,1,0,0,1,1988
T110,Rocco Mediate,1,0,0,0,1988
T110,Brian Mogg,1,0,1,0,1988
T110,Tommy Nakajima,1,0,0,1,1988
T110,Tim Norris,1,0,0,0,1988
T110,Mac O'Grady,1,0,1,0,1988
T110,Jay Overton,1,0,0,0,1988
T110,Rick Pearson,1,0,0,0,1988
T110,Tom Pernice Jr.,1,0,0,0,1988
T110,Chris Perry,1,0,0,1,1988
T110,Sam Randolph,1,0,0,1,1988
T110,Larry Rinker,1,0,0,0,1988
T110,Bill Sander,1,0,1,0,1988
T110,Scott Simpson,1,0,0,0,1988
T110,Gordon Smith,1,0,0,0,1988
T110,Ray Stewart,1,0,0,0,1988
T110,Hal Sutton,1,0,0,0,1988
T110,Brian Tennyson,1,0,0,0,1988
T110,Steve Thomas,1,0,0,0,1988
T110,Robert Thompson,1,0,0,0,1988
T110,Brett Upper,1,0,0,0,1988
T110,Duffy Waldorf,1,0,0,0,1988
T110,Willie Wood,1,0,0,0,1988
T110,Kim Young,1,0,0,0,1988
1,Ben Crenshaw,14,1,1,1,1987
2,David Frost,12,0,3,0,1987
T3,Tom Kite,11,1,2,0,1987
T3,Curtis Strange,11,3,1,1,1987
5,Scott Simpson,10,2,0,1,1987
T6,Paul Azinger,9,3,0,1,1987
T6,Mark Calcavecchia,9,1,2,3,1987
T6,Fred Couples,9,1,0,0,1987
T6,Larry Mize,9,1,2,0,1987
T6,Greg Norman,9,0,2,2,1987
T6,Dan Pohl,9,0,1,2,1987
T12,Scott Hoch,8,0,0,4,1987
T12,Don Pooley,8,1,1,0,1987
T14,Chip Beck,7,0,2,3,1987
T14,Bernhard Langer,7,0,2,1,1987
T14,Larry Nelson,7,2,1,0,1987
T14,Mark O'Meara,7,0,2,1,1987
T14,Corey Pavin,7,2,0,0,1987
T14,Nick Price,7,0,1,0,1987
T14,Payne Stewart,7,1,2,2,1987
T14,Bob Tway,7,0,0,1,1987
T14,Bobby Wadkins,7,0,1,0,1987
T23,Seve Ballesteros,6,0,3,1,1987
T23,Ken Brown,6,1,0,0,1987
T23,John Cook,6,1,0,0,1987
T23,Mike Hulbert,6,0,1,1,1987
T23,John Mahaffey,6,0,0,0,1987
T23,Steve Pate,6,1,0,0,1987
T23,Mike Reid,6,1,0,0,1987
T23,Jeff Sluman,6,0,2,0,1987
T23,Craig Stadler,6,0,1,0,1987
T23,Hal Sutton,6,0,3,0,1987
T23,Lanny Wadkins,6,1,1,2,1987
T34,Curt Byrum,5,0,1,0,1987
T34,Tom Byrum,5,0,0,1,1987
T34,Jay Haas,5,1,0,0,1987
T34,Donnie Hammond,5,0,0,0,1987
T34,Wayne Levi,5,0,2,0,1987
T34,Mark McCumber,5,1,0,1,1987
T34,Gene Sauers,5,0,1,1,1987
T34,Denis Watson,5,0,1,1,1987
T34,Tom Watson,5,1,1,0,1987
T34,D.A. Weibring,5,1,0,1,1987
T34,Fuzzy Zoeller,5,0,1,1,1987
T45,Bill Glasson,4,0,2,1,1987
T45,Ken Green,4,0,1,0,1987
T45,Gary Hallberg,4,1,0,0,1987
T45,Davis Love III,4,1,1,0,1987
T45,Sandy Lyle,4,1,0,0,1987
T45,Jodie Mudd,4,0,1,0,1987
T45,Mac O'Grady,4,1,0,1,1987
T45,Chris Perry,4,0,1,0,1987
T45,Clarence Rose,4,0,1,0,1987
T45,Bill Sander,4,0,0,0,1987
T45,Joey Sindelar,4,1,1,0,1987
T45,Doug Tewell,4,1,0,0,1987
T57,Ronnie Black,3,0,0,1,1987
T57,George Burns,3,1,0,0,1987
T57,Keith Clearwater,3,2,0,0,1987
T57,Lennie Clements,3,0,0,0,1987
T57,Russ Cochran,3,0,1,0,1987
T57,Danny Edwards,3,0,1,1,1987
T57,David Edwards,3,0,1,0,1987
T57,Rick Fehr,3,0,1,0,1987
T57,Buddy Gardner,3,0,1,0,1987
T57,Morris Hatalsky,3,0,1,0,1987
T57,Vance Heafner,3,0,0,0,1987
T57,John Inman,3,1,0,0,1987
T57,Bob Lohr,3,0,1,1,1987
T57,Roger Maltbie,3,0,0,1,1987
T57,Pat McGowan,3,0,0,0,1987
T57,Gil Morgan,3,0,1,0,1987
T57,Aki Ohmachi,3,0,0,0,1987
T57,Greg Powers,3,0,0,0,1987
T57,Tim Simpson,3,0,0,0,1987
T57,J.C. Snead,3,1,1,0,1987
T57,Howard Twitty,3,0,1,0,1987
T57,Robert Wrenn,3,1,1,0,1987
T57,Richard Zokol,3,0,0,1,1987
T80,Rex Caldwell,2,0,0,0,1987
T80,T.C. Chen,2,1,0,0,1987
T80,Bobby Clampett,2,0,1,0,1987
T80,Mike Donald,2,0,1,0,1987
T80,Bob Eastwood,2,0,1,0,1987
T80,Steve Elkington,2,0,0,0,1987
T80,Brad Fabel,2,0,0,0,1987
T80,Brad Faxon,2,0,0,0,1987
T80,Ed Fiori,2,0,0,0,1987
T80,Raymond Floyd,2,0,0,0,1987
T80,Wayne Grady,2,0,1,0,1987
T80,Mark Hayes,2,0,0,0,1987
T80,Hale Irwin,2,0,0,0,1987
T80,Steve Jones,2,0,1,0,1987
T80,Kenny Knox,2,1,0,1,1987
T80,Billy Kratzert,2,0,1,0,1987
T80,Bruce Lietzke,2,0,0,0,1987
T80,Andrew Magee,2,0,0,0,1987
T80,Blaine McCallister,2,0,0,0,1987
T80,Mike McCullough,2,0,0,1,1987
T80,Tommy Nakajima,2,0,0,0,1987
T80,David Ogrin,2,0,0,0,1987
T80,Sam Randolph,2,1,0,0,1987
T80,Larry Rinker,2,0,0,0,1987
T80,Tony Sills,2,0,0,1,1987
T80,Ray Stewart,2,0,1,0,1987
T80,Robert Thompson,2,0,0,0,1987
T80,Lee Trevino,2,0,0,0,1987
T80,Mark Wiebe,2,0,0,1,1987
T109,Fulton Allem,1,0,1,0,1987
T109,Isao Aoki,1,0,0,0,1987
T109,Perry Arthur,1,0,0,0,1987
T109,Dave Barr,1,1,0,0,1987
T109,Ray Barr Jr.,1,0,0,0,1987
T109,Andy Bean,1,0,0,0,1987
T109,Phil Blackmar,1,0,1,0,1987
T109,Jay Don Blake,1,0,0,0,1987
T109,Charles Bolling,1,0,0,0,1987
T109,David Canipe,1,0,0,0,1987
T109,Jim Carter,1,0,0,0,1987
T109,Rick Dalpos,1,0,0,0,1987
T109,Jay Delsing,1,0,0,0,1987
T109,Trevor Dodds,1,0,0,0,1987
T109,Ed Dougherty,1,0,0,0,1987
T109,Nick Faldo,1,1,1,0,1987
T109,Brian Fogt,1,0,0,0,1987
T109,Dan Forsman,1,0,1,0,1987
T109,Jim Gallagher Jr.,1,0,0,0,1987
T109,Bob Gilder,1,0,0,0,1987
T109,Hubert Green,1,0,0,0,1987
T109,Jeff Grygiel,1,0,0,1,1987
T109,Dan Halldorson,1,0,1,0,1987
T109,Peter Jacobsen,1,0,0,0,1987
T109,Mark Lye,1,0,0,0,1987
T109,Dick Mast,1,0,0,0,1987
T109,John McComish,1,0,0,0,1987
T109,Rocco Mediate,1,0,1,0,1987
T109,Johnny Miller,1,1,0,0,1987
T109,Bob Murphy,1,0,0,0,1987
T109,Jack Nicklaus,1,0,0,0,1987
T109,Mike Nicolette,1,0,0,0,1987
T109,Andy North,1,0,0,0,1987
T109,Calvin Peete,1,0,0,0,1987
T109,Tom Pernice Jr.,1,0,0,0,1987
T109,Kenny Perry,1,0,0,0,1987
T109,Tom Purtzer,1,0,0,0,1987
T109,Jack Renner,1,0,0,0,1987
T109,Dave Rummells,1,0,0,0,1987
T109,Tom Shaw,1,0,0,0,1987
T109,Don Shirey Jr.,1,0,0,0,1987
T109,Tom Sieckmann,1,0,0,0,1987
T109,Mike Springer,1,0,0,0,1987
T109,Mike Sullivan,1,0,0,0,1987
T109,Jim Thorpe,1,0,0,0,1987
T109,Brett Upper,1,0,0,0,1987
T109,Fred Wadsworth,1,0,0,0,1987
T109,Duffy Waldorf,1,0,0,0,1987
T109,Willie Wood,1,0,0,0,1987
T109,Larry Ziegler,1,0,0,0,1987
1,Payne Stewart,16,0,3,1,1986
2,Bob Tway,13,4,0,0,1986
T3,Greg Norman,10,3,4,1,1986
T3,Tom Purtzer,10,0,0,0,1986
T3,Doug Tewell,10,1,1,1,1986
T6,Andy Bean,9,2,2,1,1986
T6,Tom Kite,9,1,1,1,1986
T6,Don Pooley,9,0,1,0,1986
T6,Hal Sutton,9,2,1,0,1986
T6,Tom Watson,9,0,0,4,1986
T11,Bernhard Langer,8,0,2,2,1986
T11,Craig Stadler,8,0,0,1,1986
T13,Paul Azinger,7,0,2,2,1986
T13,Jay Haas,7,0,0,0,1986
T13,Kenny Knox,7,1,0,0,1986
T13,Calvin Peete,7,2,2,0,1986
T13,Tim Simpson,7,0,1,1,1986
T13,Joey Sindelar,7,0,2,2,1986
T13,Jeff Sluman,7,0,0,0,1986
T13,Jim Thorpe,7,1,1,0,1986
T13,Bobby Wadkins,7,0,0,1,1986
T22,Chip Beck,6,0,2,0,1986
T22,John Cook,6,0,2,1,1986
T22,David Frost,6,0,1,1,1986
T22,Scott Hoch,6,0,1,3,1986
T22,Gary Koch,6,0,0,0,1986
T22,John Mahaffey,6,1,1,0,1986
T22,Larry Mize,6,0,3,0,1986
T22,Corey Pavin,6,2,0,0,1986
T22,Nick Price,6,0,1,0,1986
T22,Curtis Strange,6,1,0,0,1986
T32,Ronnie Black,5,0,0,1,1986
T32,Mark Calcavecchia,5,1,0,0,1986
T32,Ben Crenshaw,5,2,0,0,1986
T32,Raymond Floyd,5,2,1,0,1986
T32,Mike Hulbert,5,1,1,1,1986
T32,Wayne Levi,5,0,0,0,1986
T32,Bruce Lietzke,5,0,0,0,1986
T32,Mac O'Grady,5,1,0,0,1986
T32,Mark O'Meara,5,0,1,4,1986
T32,Dan Pohl,5,2,1,0,1986
T32,Clarence Rose,5,0,2,1,1986
T32,Tony Sills,5,0,1,1,1986
T32,Lanny Wadkins,5,0,2,0,1986
T32,Mark Wiebe,5,1,1,1,1986
T46,Phil Blackmar,4,0,0,2,1986
T46,Tom Byrum,4,0,1,0,1986
T46,Brian Claar,4,0,0,0,1986
T46,Lennie Clements,4,0,0,0,1986
T46,Danny Edwards,4,0,0,0,1986
T46,David Edwards,4,0,0,0,1986
T46,Rick Fehr,4,1,0,0,1986
T46,Donnie Hammond,4,1,0,0,1986
T46,Roger Maltbie,4,0,2,0,1986
T46,Jodie Mudd,4,0,2,1,1986
T46,Jack Nicklaus,4,1,0,0,1986
T46,Gene Sauers,4,1,0,0,1986
T46,Fuzzy Zoeller,4,3,0,0,1986
T59,Dave Barr,3,0,1,0,1986
T59,Jim Gallagher Jr.,3,0,0,1,1986
T59,Bob Gilder,3,0,0,0,1986
T59,Bill Glasson,3,0,0,0,1986
T59,Ernie Gonzalez,3,1,0,1,1986
T59,David Graham,3,0,0,0,1986
T59,Ken Green,3,1,0,1,1986
T59,Morris Hatalsky,3,0,0,1,1986
T59,Bob Lohr,3,0,0,0,1986
T59,Dick Mast,3,0,0,0,1986
T59,Gil Morgan,3,0,0,1,1986
T59,Bob Murphy,3,1,0,0,1986
T59,Larry Nelson,3,0,0,1,1986
T59,David Ogrin,3,0,0,0,1986
T59,Steve Pate,3,0,0,1,1986
T59,Mike Reid,3,0,0,1,1986
T59,Jack Renner,3,0,0,0,1986
T59,Scott Simpson,3,0,1,1,1986
T59,J.C. Snead,3,0,1,1,1986
T59,Mike Sullivan,3,0,1,0,1986
T59,Leonard Thompson,3,0,0,2,1986
T59,Howard Twitty,3,0,0,1,1986
T59,Brett Upper,3,0,0,0,1986
T59,D.A. Weibring,3,0,0,1,1986
T59,Willie Wood,3,0,1,2,1986
T84,John Adams,2,0,0,0,1986
T84,Isao Aoki,2,0,0,1,1986
T84,George Archer,2,0,1,0,1986
T84,Charles Bolling,2,0,0,0,1986
T84,Ken Brown,2,0,0,0,1986
T84,Curt Byrum,2,0,1,1,1986
T84,Antonio Cerda,2,0,0,0,1986
T84,Russ Cochran,2,0,1,0,1986
T84,Jim Colbert,2,0,0,0,1986
T84,Bobby Cole,2,0,0,1,1986
T84,Jay Delsing,2,0,0,0,1986
T84,Andy Dillard,2,0,0,0,1986
T84,Mike Donald,2,0,0,1,1986
T84,Ed Fiori,2,0,0,0,1986
T84,Dan Forsman,2,1,0,0,1986
T84,Buddy Gardner,2,0,0,0,1986
T84,Hubert Green,2,0,1,0,1986
T84,Dan Halldorson,2,0,0,0,1986
T84,Mark Hayes,2,0,0,0,1986
T84,Barry Jaeckel,2,0,0,0,1986
T84,Steve Jones,2,0,0,0,1986
T84,Davis Love III,2,0,0,1,1986
T84,Mark Lye,2,0,0,1,1986
T84,Pat McGowan,2,0,1,0,1986
T84,Mark Pfeil,2,0,0,0,1986
T84,Larry Rinker,2,0,0,0,1986
T84,Loren Roberts,2,0,0,0,1986
T84,Dave Rummells,2,0,0,0,1986
T84,Tom Sieckmann,2,0,0,2,1986
T84,Lee Trevino,2,0,0,0,1986
T84,Dennis Trixler,2,0,0,0,1986
T84,Scott Verplank,2,0,0,0,1986
T84,Fred Wadsworth,2,1,0,0,1986
T117,Tommy Armour III,1,0,0,0,1986
T117,Seve Ballesteros,1,0,0,0,1986
T117,Bill Bergin,1,0,0,0,1986
T117,Danny Briggs,1,0,0,1,1986
T117,Mark Brooks,1,0,0,0,1986
T117,George Burns,1,0,0,0,1986
T117,Rex Caldwell,1,0,0,0,1986
T117,T.C. Chen,1,0,0,0,1986
T117,Bobby Clampett,1,0,0,1,1986
T117,Fred Couples,1,0,1,0,1986
T117,Rodger Davis,1,0,0,0,1986
T117,Bob Eastwood,1,0,0,0,1986
T117,Gene Elliott,1,0,0,0,1986
T117,Brad Fabel,1,0,0,0,1986
T117,Nick Faldo,1,0,0,1,1986
T117,Brad Faxon,1,0,0,0,1986
T117,Gibby Gilbert,1,0,0,0,1986
T117,Wayne Grady,1,0,0,0,1986
T117,Jeff Grygiel,1,0,0,0,1986
T117,Gary Hallberg,1,0,0,0,1986
T117,Vance Heafner,1,0,0,0,1986
T117,Lon Hinkle,1,0,1,0,1986
T117,Joe Inman,1,0,0,0,1986
T117,Hale Irwin,1,0,0,0,1986
T117,David Ishii,1,0,0,0,1986
T117,Bill Israelson,1,0,0,0,1986
T117,Peter Jacobsen,1,0,0,1,1986
T117,Billy Kratzert,1,0,0,0,1986
T117,Massy Kuramoto,1,0,0,0,1986
T117,Greg Ladehoff,1,0,0,1,1986
T117,Pat Lindsey,1,0,0,1,1986
T117,Sandy Lyle,1,1,0,0,1986
T117,Andrew Magee,1,0,0,0,1986
T117,Jeff Maggert,1,0,0,0,1986
T117,Gary Martin,1,0,0,0,1986
