stat_id,year,player_id,events,rounds_total,rounds_measured,sg_total_avg_m,sg_total,sg_tee2green_avg_m,sg_tee2green_total,sg_putting_avg_m,sg_putting_total,sg_app_green_avg_m,sg_app_green_total,sg_off_tee_avg_m,sg_off_tee_total,sg_approach_avg_m,sg_around_green_avg_m,app_avg_proximity,app_total_distance,app_attempts,avg_score_stroke_differential,avg_score_player,avg_score_field,finish_top_10,finish_1st,finish_2nd,finish_3rd,distance_measured_avg,distance_measured_total,distance_measured_num_drives,distance_all_rank_total,distance_all_avg,distance_all_total,distance_all_num_drives,fairway_accuracy_percent,fairways_hit,fairways_possible,fairways_missed_other_percent,fairways_missed_other_total,fairways_missed_other_possible,fairways_missed_other_relative_to_par,total_putting
4565,2002,20229,27,92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31' 10,11424.75,359,0.69,70.76,71.45,4,0,0,0,279.6,46417,166,NULL,NULL,NULL,NULL,63.88,748,1171,18.64,187,1003,0.17,239.9
4566,2002,1361,25,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31' 10,12656.583,398,0.7,70.26,70.96,4,1,0,0,274.7,43404,158,NULL,NULL,NULL,NULL,69.42,781,1125,18.69,200,1070,0.17,153.3
4567,2002,1307,28,101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32' 2,15855.417,493,0.92,70.14,71.06,4,0,0,0,277.6,56074,202,NULL,NULL,NULL,NULL,72.26,1021,1413,14.52,189,1302,0.17,207.7
4568,2002,10565,29,97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32' 4,13705.583,424,0.59,70.75,71.34,3,1,0,0,286.9,51633,180,NULL,NULL,NULL,NULL,64.82,842,1299,19.6,223,1138,0.17,229.6
4569,2002,1948,31,92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32' 4,12707.583,393,0.21,70.66,70.87,1,0,1,0,280.6,47984,171,NULL,NULL,NULL,NULL,69.03,836,1211,17.47,202,1156,0.17,260.6
4570,2002,1938,30,105,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32' 10,15844.167,482,0.71,70.19,70.9,4,0,2,0,280.6,57242,204,NULL,NULL,NULL,NULL,68.67,1004,1462,18.43,259,1405,0.17,170.8
4571,2002,23983,30,106,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33' 3,15921.583,479,0.72,70.66,71.38,1,1,0,0,274.6,56024,204,NULL,NULL,NULL,NULL,71.96,1024,1423,15.84,210,1326,0.17,291.6
4572,2002,6617,20,66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33' 5,10828.083,324,-0.05,70.95,70.9,1,0,0,1,278.3,35617,128,NULL,NULL,NULL,NULL,66.16,606,916,20.21,176,871,0.17,230.2
4573,2002,2010,25,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33' 9,15059.583,446,1.09,69.98,71.07,5,1,2,0,268,46095,172,NULL,NULL,NULL,NULL,73.03,907,1242,14.17,168,1186,0.17,109.3
4574,2002,1569,21,67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34' 3,10065.333,294,0.34,70.79,71.13,3,0,0,0,281.5,37163,132,NULL,NULL,NULL,NULL,71.69,666,929,17.41,152,873,0.17,184.7
4575,2002,8633,27,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35' 9,13334.333,373,0.34,70.76,71.1,2,0,0,0,282.8,48648,172,NULL,NULL,NULL,NULL,71.2,863,1212,16.18,187,1156,0.17,318.6
4576,2002,20566,28,74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36' 9,11459.417,312,-0.68,71.69,71.01,1,0,1,0,280.5,39832,142,NULL,NULL,NULL,NULL,68.1,683,1003,19.85,188,947,0.17,251.1
4577,2002,20593,31,94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36' 11,14319.917,388,0.1,71.24,71.34,2,0,0,0,280.8,49981,178,NULL,NULL,NULL,NULL,59.67,756,1267,25.6,310,1211,0.17,175.9
4578,2002,8375,31,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37' 3,15399.25,413,0,71.23,71.23,2,0,0,0,287,55671,194,NULL,NULL,NULL,NULL,64.64,883,1366,19.77,241,1219,0.17,249.2
4579,2002,1771,27,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31' 4,10624.333,339,-0.3,71.56,71.26,NULL,NULL,NULL,NULL,274.9,39580,144,NULL,NULL,NULL,NULL,72.74,758,1042,15.54,149,959,0.18,219.3
4580,2002,20098,28,97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32' 5,12855.417,397,0.97,70.51,71.48,4,0,2,0,289,50004,173,NULL,NULL,NULL,NULL,63.83,803,1258,19.08,208,1090,0.18,324.7
4581,2002,1388,21,69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32' 6,11331,349,0.44,70.58,71.02,4,0,1,1,282.6,37868,134,NULL,NULL,NULL,NULL,70.8,679,959,14.84,130,876,0.18,226
4582,2002,1139,33,107,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33' 3,16772.5,505,0.38,70.7,71.08,2,0,0,0,268.1,54150,202,NULL,NULL,NULL,NULL,77.06,1115,1447,13.12,179,1364,0.18,178.1
4583,2002,9011,24,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33' 3,10373.833,312,0.83,70.6,71.43,2,0,0,0,290.8,40717,140,NULL,NULL,NULL,NULL,62.15,619,996,20.42,175,857,0.18,145.1
4584,2002,1142,20,69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33' 11,11349.75,335,0.5,70.59,71.09,1,0,0,0,275.2,35227,128,NULL,NULL,NULL,NULL,75.44,691,916,12.84,114,888,0.18,295.6
4585,2002,1475,17,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34' 5,9086.25,264,0.64,70.43,71.07,1,0,0,0,279.1,31816,114,NULL,NULL,NULL,NULL,73.25,608,830,16.33,122,747,0.18,135.8
4586,2002,23108,27,82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35' 7,11889.917,334,0.34,71,71.34,4,1,0,0,273.5,43483,159,NULL,NULL,NULL,NULL,72.83,812,1115,16.03,152,948,0.18,119.6
4587,2002,1161,25,84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35' 11,9725.167,271,0.1,71.37,71.47,5,0,1,0,285.5,42259,148,NULL,NULL,NULL,NULL,66.54,698,1049,20.9,190,909,0.18,182.5
4588,2002,20095,28,84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36' 0,15242.667,423,-0.23,71.57,71.34,2,0,0,0,287.7,46609,162,NULL,NULL,NULL,NULL,67.83,776,1144,17.92,200,1116,0.18,103.8
4589,2002,23177,36,104,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36' 7,17758.417,485,-0.57,71.45,70.88,2,0,0,0,287.6,56952,198,NULL,NULL,NULL,NULL,67.82,963,1420,19.03,250,1314,0.18,278.3
4590,2002,20548,31,104,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31' 11,14237.583,446,0.43,70.72,71.15,2,0,0,0,281.2,56248,200,NULL,NULL,NULL,NULL,74.56,1058,1419,13.91,175,1258,0.19,304.2
4591,2002,10201,25,79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32' 4,10832.917,335,-0.09,71.43,71.34,3,1,0,0,275.9,40834,148,NULL,NULL,NULL,NULL,65.82,699,1062,18.63,172,923,0.19,170.4
4592,2002,2101,32,104,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32' 7,15921.333,489,0.37,70.97,71.34,3,0,1,0,285.8,56582,198,NULL,NULL,NULL,NULL,67.18,952,1417,16.9,216,1278,0.19,231.7
4593,2002,23621,23,69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35' 3,8636.333,245,0.41,70.94,71.35,4,0,1,0,289,36992,128,NULL,NULL,NULL,NULL,61.28,546,891,22.72,172,757,0.19,287.7
4594,2002,1766,31,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35' 10,13476.25,376,0.34,71.06,71.4,3,0,0,0,270.9,48215,178,NULL,NULL,NULL,NULL,73.46,944,1285,15.67,175,1117,0.19,192.4
4595,2002,8339,25,69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35' 10,10104.333,282,-0.39,71.58,71.19,3,1,0,0,275.9,36970,134,NULL,NULL,NULL,NULL,66.02,616,933,18.34,139,758,0.19,172.8
4596,2002,6373,20,71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35' 10,9362.25,261,0.88,71.13,72.01,7,1,0,1,270.6,33560,124,NULL,NULL,NULL,NULL,57.79,501,867,20.54,138,672,0.19,105.7
4597,2002,6527,22,68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38' 11,8570.5,220,0.56,71.13,71.69,1,0,0,0,285.1,32502,114,NULL,NULL,NULL,NULL,59.83,493,824,21.77,155,712,0.19,332.6
4598,2002,1132,32,97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31' 10,12843.833,404,-0.14,71.56,71.42,2,0,0,2,270.1,49156,182,NULL,NULL,NULL,NULL,70.83,918,1296,15.77,178,1129,0.2,261.2
4599,2002,2214,25,84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31' 10,9867.667,310,0.75,70.46,71.21,3,0,0,1,275,42353,154,NULL,NULL,NULL,NULL,74.89,823,1099,13.5,122,904,0.2,173.8
4600,2002,1968,18,69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32' 3,9328.833,289,1.62,70.05,71.67,8,1,0,0,272.7,33811,124,NULL,NULL,NULL,NULL,76.38,663,868,12.5,91,728,0.2,289.8
4601,2002,20105,30,89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32' 9,14981.917,457,-0.42,71.25,70.83,1,0,0,0,279,49109,176,NULL,NULL,NULL,NULL,66.51,824,1239,17.72,201,1134,0.2,258.8
4602,2002,6595,28,96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33' 7,11258,335,0.32,71.18,71.5,3,1,0,0,275,47300,172,NULL,NULL,NULL,NULL,66.4,816,1229,19.73,204,1034,0.2,228.5
4603,2002,1527,21,71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33' 8,9897,294,1.02,70.51,71.53,7,0,1,0,270,35638,132,NULL,NULL,NULL,NULL,69.81,645,924,16.26,132,812,0.2,143.3
4604,2002,1619,31,103,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34' 0,15602.917,459,0.42,70.78,71.2,2,0,0,0,271.5,53755,198,NULL,NULL,NULL,NULL,70.6,992,1405,14.67,194,1322,0.2,146.2
4605,2002,21633,30,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34' 3,15361.667,448,0.21,70.88,71.09,NULL,NULL,NULL,NULL,289.7,51564,178,NULL,NULL,NULL,NULL,61.82,787,1273,20.94,249,1189,0.2,146.5
4606,2002,6350,30,91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35' 4,15343.167,434,0.3,70.58,70.88,NULL,NULL,NULL,NULL,275,48125,175,NULL,NULL,NULL,NULL,65.97,818,1240,18.11,213,1176,0.2,170.3
4607,2002,8545,28,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36' 4,17623.917,485,0.71,70.2,70.91,1,0,0,0,275.1,50624,184,NULL,NULL,NULL,NULL,76.93,994,1292,12.82,161,1256,0.2,268.3
4608,2002,6613,20,64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34' 8,11115.833,321,-0.19,71.39,71.2,NULL,NULL,NULL,NULL,289.3,35871,124,NULL,NULL,NULL,NULL,59.06,525,889,23,190,826,0.21,183.5
4609,2002,1920,21,69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35' 4,12412.25,351,0.48,70.97,71.45,2,1,0,0,278.3,37291,134,NULL,NULL,NULL,NULL,69.19,649,938,14.99,128,854,0.21,153.9
4610,2002,1024,31,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35' 10,15568.417,434,0.74,70.61,71.35,5,0,1,0,279.8,50917,182,NULL,NULL,NULL,NULL,63.39,831,1311,22.27,267,1199,0.21,73.4
4611,2002,2245,31,98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36' 1,16654.75,462,-0.07,71.05,70.98,1,0,0,0,283.9,53376,188,NULL,NULL,NULL,NULL,63.94,853,1334,20.93,274,1309,0.21,220.4
4612,2002,1042,20,69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36' 3,7682.5,212,0,71.63,71.63,2,0,0,0,276.2,34797,126,NULL,NULL,NULL,NULL,61.98,546,881,23.58,175,742,0.21,177.6
4613,2002,1761,28,106,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36' 8,18270.167,498,0.72,70.63,71.35,4,2,0,1,276.9,55381,200,NULL,NULL,NULL,NULL,68.75,981,1427,17.24,222,1288,0.21,203.3
4614,2002,10457,30,94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37' 4,16212.333,434,0.02,71.15,71.17,1,0,0,0,274.7,49997,182,NULL,NULL,NULL,NULL,71.05,930,1309,15.36,194,1263,0.21,316.4
4615,2002,8537,24,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30' 8,9651,315,0.16,70.88,71.04,3,1,0,0,277.1,41567,150,NULL,NULL,NULL,NULL,66.35,702,1058,18.41,176,956,0.22,223.1
4616,2002,11011,34,111,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33' 8,16956.25,504,-0.13,71.07,70.94,1,0,0,0,274.7,58778,214,NULL,NULL,NULL,NULL,68.18,1037,1521,18.53,270,1457,0.22,209.4
4617,2002,1928,24,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34' 2,10988.917,322,0.23,71.17,71.4,1,0,0,0,258.1,36130,140,NULL,NULL,NULL,NULL,75.35,755,1002,16,147,919,0.22,149.1
4618,2002,1203,24,68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34' 4,10234.25,298,-0.51,71.45,70.94,1,0,0,0,282.5,37850,134,NULL,NULL,NULL,NULL,66.42,619,932,19.69,178,904,0.22,292.5
4619,2002,6575,26,88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34' 5,11345.583,330,0.61,70.9,71.51,3,0,1,0,276.7,45385,164,NULL,NULL,NULL,NULL,66,757,1147,19.03,185,972,0.22,272
4620,2002,20127,28,104,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34' 5,16243.5,472,1.28,69.9,71.18,5,1,0,1,272.7,52357,192,NULL,NULL,NULL,NULL,70.51,947,1343,15.99,189,1182,0.22,94.7
4621,2002,1185,30,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35' 1,13844.333,395,-0.21,71.2,70.99,1,0,0,0,272.5,44698,164,NULL,NULL,NULL,NULL,67.75,790,1166,18.19,207,1138,0.22,112.3
4622,2002,6197,29,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35' 7,10991.833,309,-0.79,72.14,71.35,NULL,NULL,NULL,NULL,285,41608,146,NULL,NULL,NULL,NULL,57.07,589,1032,27.53,269,977,0.22,292.6
4623,2002,1014,26,64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36' 7,10269.417,281,-1.23,72.59,71.36,NULL,NULL,NULL,NULL,267.5,33441,125,NULL,NULL,NULL,NULL,77.47,681,879,12.65,106,838,0.22,252.5
4624,2002,23541,30,91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36' 9,14191.083,386,0.31,70.66,70.97,2,0,1,0,286.1,50352,176,NULL,NULL,NULL,NULL,65.83,815,1238,19.89,217,1091,0.22,112.9
4625,2002,20574,20,64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40' 3,12677.333,315,0.12,71.14,71.26,1,0,0,0,296.1,36713,124,NULL,NULL,NULL,NULL,62.34,553,887,21.98,175,796,0.22,170
4626,2002,23135,23,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31' 0,11498.667,371,0.24,70.93,71.17,3,0,0,0,275.7,38598,140,NULL,NULL,NULL,NULL,74.35,739,994,13.39,117,874,0.23,305.2
4627,2002,21805,28,88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33' 0,12399.083,376,0.11,71.2,71.31,5,0,0,0,290.5,50540,174,NULL,NULL,NULL,NULL,64.28,790,1229,20.41,230,1127,0.23,250.9
4628,2002,23903,27,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34' 6,13391.5,388,-0.17,71.28,71.11,NULL,NULL,NULL,NULL,286.2,41792,146,NULL,NULL,NULL,NULL,64.05,668,1043,19.77,189,956,0.23,195.8
4629,2002,1599,24,71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36' 0,10250.25,285,-0.4,71.57,71.17,NULL,NULL,NULL,NULL,276.9,34330,124,NULL,NULL,NULL,NULL,68.43,609,890,17.87,149,834,0.23,318.8
4630,2002,20094,27,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38' 1,16015.667,421,0.39,71.01,71.4,4,0,2,0,286.1,44053,154,NULL,NULL,NULL,NULL,67.9,751,1106,17.26,175,1014,0.23,278.6
4631,2002,12645,29,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38' 7,15580.083,404,0.27,70.68,70.95,2,0,0,0,282.8,50339,178,NULL,NULL,NULL,NULL,66.93,856,1279,19.71,234,1187,0.23,149.1
4632,2002,1724,27,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32' 5,10599.75,327,0.1,71.51,71.61,2,0,0,1,274.9,42329,154,NULL,NULL,NULL,NULL,75.11,830,1105,14.1,140,993,0.24,224.5
4633,2002,7223,31,94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33' 6,15009.083,448,-0.31,71.4,71.09,NULL,NULL,NULL,NULL,288.6,51363,178,NULL,NULL,NULL,NULL,67.64,857,1267,17.01,201,1182,0.24,285.9
4634,2002,12388,33,97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34' 9,15362.75,442,-0.32,71.26,70.94,NULL,NULL,NULL,NULL,284,51967,183,NULL,NULL,NULL,NULL,66.92,884,1321,19.73,246,1247,0.24,240.3
4635,2002,1666,16,55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34' 11,5937.5,170,0.53,71.48,72.01,1,0,0,0,271.3,27127,100,NULL,NULL,NULL,NULL,67.43,472,700,18.98,101,532,0.24,46.2
4636,2002,21806,35,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35' 8,17062.833,478,-0.56,71.59,71.03,2,0,0,0,281.7,52964,188,NULL,NULL,NULL,NULL,64.25,859,1337,20.53,263,1281,0.24,277.1
4637,2002,2110,33,91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36' 10,15012.667,408,-0.96,72.21,71.25,1,0,0,0,275.2,47334,172,NULL,NULL,NULL,NULL,65.57,794,1211,19.9,230,1156,0.24,234.6
4638,2002,2099,25,61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37' 3,10662.25,286,-1.04,72.25,71.21,NULL,NULL,NULL,NULL,264.6,32286,122,NULL,NULL,NULL,NULL,65.1,554,851,21.84,180,824,0.24,149.9
4639,2002,8881,21,68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34' 2,11852.5,347,0.25,70.96,71.21,1,0,0,0,287.4,38506,134,NULL,NULL,NULL,NULL,65.82,622,945,19.73,174,882,0.25,353.4
4640,2002,6012,31,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34' 3,13700,400,-0.68,71.51,70.83,1,0,0,0,267.7,44438,166,NULL,NULL,NULL,NULL,67.1,783,1167,18.35,204,1112,0.25,266.1
4641,2002,1549,20,55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34' 6,7349.083,213,-0.97,72.08,71.11,NULL,NULL,NULL,NULL,272.4,27242,100,NULL,NULL,NULL,NULL,53.93,398,738,28.69,204,711,0.25,253.4
4642,2002,24925,32,96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34' 7,15052.25,435,0.53,70.39,70.92,4,1,0,1,290.5,52864,182,NULL,NULL,NULL,NULL,67.62,879,1300,17.7,214,1209,0.25,129.1
4643,2002,8993,25,72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35' 9,12806.75,358,-0.4,71.87,71.47,NULL,NULL,NULL,NULL,276.1,37544,136,NULL,NULL,NULL,NULL,66.35,637,960,17.69,155,876,0.25,246.6
4644,2002,1378,29,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35' 11,15240,424,-0.04,71.31,71.27,2,0,0,0,269.5,47969,178,NULL,NULL,NULL,NULL,67.36,846,1256,19.52,229,1173,0.25,106.2
4645,2002,19958,19,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37' 0,8324.917,225,-0.35,71.69,71.34,1,0,0,0,274.4,30736,112,NULL,NULL,NULL,NULL,68.71,538,783,16.4,102,622,0.25,252.8
4646,2002,24361,30,89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37' 4,12759.167,342,0.3,71.06,71.36,6,0,2,0,280.5,47957,171,NULL,NULL,NULL,NULL,68.07,825,1212,20.19,211,1045,0.25,204.6
4647,2002,23125,26,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37' 7,12378.167,329,-0.61,71.31,70.7,1,0,0,1,280,40318,144,NULL,NULL,NULL,NULL,64.88,665,1025,20.61,197,956,0.25,132.9
4648,2002,10107,34,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37' 8,14554.417,386,-1.04,72.07,71.03,2,0,1,0,283.9,48265,170,NULL,NULL,NULL,NULL,57.97,702,1211,26.24,302,1151,0.25,185.2
4649,2002,1514,23,59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38' 11,11763.167,302,-1.54,72.64,71.1,1,0,0,0,290,33641,116,NULL,NULL,NULL,NULL,59.76,490,820,21.46,176,820,0.25,324.9
4650,2002,6643,20,66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31' 7,10173.333,322,-0.1,71.38,71.28,2,0,0,0,271.3,34732,128,NULL,NULL,NULL,NULL,74.48,683,917,14.65,121,826,0.26,273.2
4651,2002,10425,30,91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32' 0,14171.5,443,0.08,71.07,71.15,2,0,0,0,275.8,49086,178,NULL,NULL,NULL,NULL,70.13,890,1269,17.64,211,1196,0.26,183.3
4652,2002,23353,34,112,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32' 3,16097.5,499,0.05,70.98,71.03,2,0,0,1,288.6,60606,210,NULL,NULL,NULL,NULL,68.86,1037,1506,17.91,254,1418,0.26,325.3
4653,2002,1685,31,98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32' 11,15016.75,456,0.39,70.63,71.02,4,0,1,0,285.8,53738,188,NULL,NULL,NULL,NULL,67.15,918,1367,18.69,240,1284,0.26,295.4
4654,2002,23322,32,89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37' 4,15744.667,422,-0.88,72.06,71.18,1,0,0,0,292.7,49755,170,NULL,NULL,NULL,NULL,63.83,773,1211,21.98,247,1124,0.26,327.9
4655,2002,2002,29,88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30' 8,13179,430,0.15,70.63,70.78,1,0,0,0,279.6,45848,164,NULL,NULL,NULL,NULL,71.53,839,1173,16.99,190,1118,0.27,165.6
