c_stat_id,player_id,tour,year,season,events,wins,seconds,thirds,top_10,top_25,cuts_made,earnings
3631,1666,R,2008,2008,2,0,0,0,0,1,1,147250
3632,1666,R,2007,2007,14,0,1,0,4,6,9,1153603
3633,1666,R,2006,2006,24,0,0,0,1,7,16,561513
3634,1666,R,2005,2005,19,0,0,0,3,6,14,952451
3635,1666,R,2004,2004,15,0,0,0,4,5,14,943589
3636,1666,R,2003,2003,21,0,0,0,2,4,13,555981
3637,1666,R,2002,2002,16,0,0,0,1,3,13,559395
3638,1666,R,2001,2001,17,0,1,3,7,9,15,1810363
3639,1666,R,2000,2000,10,0,0,0,0,2,9,189955
3640,1666,R,1999,1999,9,0,0,0,1,3,8,162257
3641,1666,R,1998,1998,8,0,0,0,1,3,4,141715
3642,1666,R,1997,1997,7,0,0,0,1,3,6,158508
3643,1666,R,1996,1996,7,0,0,0,0,1,3,34183
3644,1666,R,1995,1995,7,0,1,0,1,3,7,394877
3645,1666,R,1994,1994,6,0,0,0,1,5,6,118241
3646,1666,R,1993,1993,6,1,1,0,3,4,4,626938
3647,1666,R,1992,1992,5,0,0,0,0,1,5,41211
3648,1666,R,1991,1991,7,0,0,0,2,3,5,112539
3649,1666,R,1990,1990,5,0,0,0,1,1,1,35150
3650,1666,R,1989,1989,14,0,1,1,3,5,13,195973
3651,1666,R,1988,1988,15,0,0,0,3,4,8,100635
3652,1666,R,1987,1987,15,0,2,1,7,12,13,366430
3653,1666,R,1986,1986,21,0,2,2,8,15,18,379800
3654,1666,R,1985,1985,16,2,0,0,4,7,12,271044
3655,1666,R,1984,1984,8,0,0,1,3,5,8,82465
3656,1666,R,1983,1983,3,0,0,0,0,0,0,0
3657,1666,R,1982,1982,6,0,0,0,0,0,2,1356
3658,1666,R,1981,1981,1,0,0,0,1,1,1,14500
3659,29670,R,2022,2021-22,2,0,0,0,0,0,0,0
3660,29670,R,2020,2019-20,1,0,0,0,0,0,1,34000
3661,29670,R,2017,2016-17,3,0,0,0,0,0,1,44250
3662,29670,R,2015,2014-15,4,0,0,0,0,1,2,140833
3663,29670,R,2014,2013-14,5,0,0,0,0,0,2,92250
3664,29670,R,2013,2013,1,0,0,0,0,0,0,0
3665,29670,R,2012,2012,3,0,0,0,0,0,2,23180
3666,29670,R,2011,2011,3,0,0,0,0,0,3,68634
3667,29670,R,2009,2009,3,0,0,0,0,0,1,35250
3668,29670,R,2008,2008,3,0,0,0,0,0,2,18686
3669,28775,R,2023,2022-23,11,0,0,0,1,2,6,539397
3670,28775,R,2022,2021-22,25,0,0,0,1,8,13,976895
3671,28775,R,2021,2020-21,25,0,0,0,2,3,14,879981
3672,28775,R,2020,2019-20,20,0,0,2,2,4,9,1035222
3673,28775,R,2019,2018-19,21,1,0,0,2,6,14,2030287
3674,28775,R,2018,2017-18,17,0,0,0,0,2,8,296650
3675,28775,R,2006,2006,1,0,0,0,0,0,0,0
3676,45523,R,2022,2021-22,2,0,0,0,0,1,2,124400
3677,49766,R,2023,2022-23,7,0,0,0,0,1,1,146250
3678,49766,R,2022,2021-22,29,0,0,0,0,3,14,588984
3679,49766,R,2021,2020-21,24,0,0,0,3,7,14,1286430
3680,49766,R,2020,2019-20,20,0,0,1,1,2,8,436840
3681,49766,R,2019,2018-19,23,0,0,0,1,3,15,656802
3682,60215,R,2023,2022-23,1,0,0,0,0,0,0,0
3683,29926,R,2023,2022-23,11,0,0,0,0,2,6,316795
3684,29926,R,2022,2021-22,22,0,1,0,3,5,7,1265934
3685,29926,R,2021,2020-21,24,0,0,0,0,3,9,347862
3686,29926,R,2020,2019-20,22,0,1,0,3,5,13,2043764
3687,29926,R,2019,2018-19,27,0,1,0,3,5,15,1524126
3688,29926,R,2018,2017-18,30,0,0,0,3,8,15,1269386
3689,29926,R,2017,2016-17,32,0,0,1,4,9,19,1611331
3690,29926,R,2016,2015-16,28,0,0,0,2,6,21,1405722
3691,29926,R,2015,2014-15,36,1,1,2,8,13,24,3965933
3692,29926,R,2014,2013-14,28,0,1,0,1,3,13,781295
3693,29926,R,2013,2013,1,0,0,0,0,1,1,112000
3694,29926,R,2012,2012,26,0,0,0,0,3,13,359112
3695,29926,R,2010,2010,2,0,0,0,0,0,0,0
3696,29926,R,2009,2009,11,0,0,0,1,2,6,359846
3697,29926,R,2009,2009,1,0,0,0,0,0,0,359846
3698,29926,R,2008,2008,2,0,0,0,0,1,1,0
3699,32791,R,2023,2022-23,9,0,0,1,2,2,7,1289487
3700,32791,R,2022,2021-22,28,1,0,0,2,8,21,3347180
3701,32791,R,2021,2020-21,33,1,1,0,3,8,22,3085133
3702,32791,R,2020,2019-20,25,0,0,0,1,4,13,781808
3703,32791,R,2019,2018-19,30,0,0,1,2,5,16,1061457
3704,32791,R,2018,2017-18,1,0,0,0,0,0,1,23759
3705,32791,R,2014,2013-14,1,0,0,0,0,0,0,0
3706,37378,R,2023,2022-23,1,0,0,0,0,0,1,65100
3707,37378,R,2022,2021-22,12,0,0,0,0,2,4,472621
3708,37378,R,2021,2020-21,4,0,0,0,0,0,2,119500
3709,52373,R,2023,2022-23,1,0,0,0,0,0,0,0
3710,52373,R,2017,2016-17,1,0,0,0,0,0,0,0
3711,10565,R,2009,2009,2,0,0,0,0,0,0,0
3712,10565,R,2008,2008,5,0,0,0,0,0,4,62481
3713,10565,R,2007,2007,4,0,0,0,0,0,0,0
3714,10565,R,2006,2006,29,0,0,0,1,3,10,377903
3715,10565,R,2005,2005,12,0,0,0,0,0,3,63283
3716,10565,R,2004,2004,5,0,0,0,0,0,1,8280
3717,10565,R,2003,2003,26,0,0,0,0,3,11,271014
3718,10565,R,2002,2002,29,1,0,0,3,8,20,1245048
3719,10565,R,2001,2001,29,0,0,0,2,3,12,368862
3720,10565,R,2000,2000,2,0,0,0,0,0,0,0
3721,10565,R,1999,1999,2,0,0,0,0,0,1,4725
3722,10565,R,1998,1998,2,0,0,0,0,0,1,4420
3723,10565,R,1996,1996,2,0,0,0,0,0,2,4780
3724,10565,R,1995,1995,1,0,0,0,0,0,0,0
3725,10565,R,1994,1994,1,0,0,0,0,0,0,0
3726,10565,R,1992,1992,1,0,0,0,0,0,0,0
3727,1677,R,2022,2021-22,1,0,0,0,0,0,0,0
3728,1677,R,2021,2020-21,1,0,0,0,0,0,0,0
3729,1677,R,2020,2019-20,2,0,0,0,0,0,0,0
3730,1677,R,2019,2018-19,2,0,0,0,0,0,1,13952
3731,1677,R,2018,2017-18,1,0,0,0,0,0,0,0
3732,1677,R,2017,2016-17,1,0,0,0,0,0,0,0
3733,1677,R,2015,2014-15,2,0,0,0,0,0,0,0
3734,1677,R,2013,2013,2,0,0,0,0,0,1,20077
3735,1677,R,2012,2012,2,0,0,0,0,1,1,46990
3736,1677,R,2011,2011,5,0,0,0,0,2,4,178062
3737,1677,R,2010,2010,9,0,0,0,0,4,6,356785
3738,1677,R,2009,2009,16,0,0,0,1,4,11,515450
3739,1677,R,2008,2008,17,0,0,0,2,3,8,676651
3740,1677,R,2007,2007,19,0,0,0,3,5,12,880824
3741,1677,R,2006,2006,21,0,1,0,4,6,14,1692081
3742,1677,R,2005,2005,20,0,2,0,4,7,15,1655416
3743,1677,R,2004,2004,19,0,1,0,4,11,16,1343277
3744,1677,R,2003,2003,25,0,1,0,2,9,19,1173237
3745,1677,R,2002,2002,22,0,0,0,3,8,17,868632
3746,1677,R,2001,2001,23,0,2,1,5,12,18,1907660
3747,1677,R,2000,2000,21,1,1,0,7,13,18,2068499
3748,1677,R,1999,1999,23,0,4,0,5,9,19,1435564
3749,1677,R,1998,1998,23,0,1,1,5,12,18,1033673
3750,1677,R,1997,1997,21,0,1,1,9,14,18,960584
3751,1677,R,1996,1996,22,2,2,1,13,19,20,1780159
3752,1677,R,1995,1995,18,1,1,1,5,12,16,830231
3753,1677,R,1994,1994,22,1,1,1,9,15,20,1031144
3754,1677,R,1993,1993,27,0,0,1,6,12,20,422761
3755,1677,R,1992,1992,29,0,1,1,9,15,25,579093
3756,1677,R,1990,1990,1,0,0,0,0,0,0,0
3757,1677,R,1987,1987,1,0,0,0,0,0,0,0
3758,1677,R,1986,1986,2,0,0,0,0,0,0,0
3759,1677,R,1985,1985,26,0,0,0,0,2,10,20232
3760,1677,R,1984,1984,26,0,0,0,0,0,9,9382
3761,1677,R,1983,1983,22,0,0,0,0,1,9,9413
3762,26851,R,2022,2021-22,23,0,0,1,3,8,17,2015561
3763,26851,R,2021,2020-21,24,1,0,1,4,8,18,3107047
3764,26851,R,2020,2019-20,18,1,1,1,3,3,13,3109752
3765,26851,R,2019,2018-19,21,1,0,2,7,12,17,3886577
3766,26851,R,2018,2017-18,25,0,2,0,6,10,22,3771221
3767,26851,R,2017,2016-17,25,2,0,1,7,16,22,5866390
3768,26851,R,2016,2015-16,25,0,0,0,2,8,20,1566824
3769,26851,R,2015,2014-15,23,0,1,0,4,5,14,1762267
3770,26851,R,2014,2013-14,24,0,1,2,6,9,18,2558657
3771,26851,R,2013,2013,23,0,0,0,4,8,16,1491359
3772,26851,R,2012,2012,23,1,0,1,2,5,19,1933761
3773,26851,R,2011,2011,27,0,0,1,2,4,17,916330
3774,26851,R,2010,2010,26,0,1,0,2,9,17,1488837
3775,26851,R,2009,2009,28,0,1,0,3,8,18,1742243
3776,10860,R,2022,2021-22,1,0,0,0,0,0,0,0
3777,10860,R,2018,2017-18,0,0,0,0,0,0,0,0
3778,10860,R,2017,2016-17,1,0,0,0,0,0,1,13702
3779,10860,R,2016,2015-16,13,0,0,0,0,2,7,288428
3780,10860,R,2015,2014-15,22,0,0,0,0,1,8,219175
3781,10860,R,2014,2013-14,22,0,0,1,2,2,16,807949
3782,10860,R,2013,2013,24,0,0,0,1,2,19,694139
3783,10860,R,2012,2012,26,0,0,0,2,3,15,540155
3784,10860,R,2011,2011,26,0,1,0,1,5,14,952962
3785,10860,R,2010,2010,27,0,0,1,1,8,19,1026445
3786,10860,R,2009,2009,26,0,1,0,6,12,21,2232378
3787,10860,R,2008,2008,25,1,1,0,8,15,24,3943542
3788,10860,R,2007,2007,29,1,1,0,5,9,17,2079248
3789,10860,R,2006,2006,26,0,0,0,2,5,17,781756
3790,10860,R,2005,2005,24,2,0,0,4,8,17,2665131
3791,10860,R,2004,2004,25,0,1,0,3,9,21,1531023
3792,10860,R,2003,2003,23,1,1,0,4,13,19,2450525
3793,10860,R,2002,2002,26,1,1,0,7,17,23,2738235
3794,10860,R,2001,2001,30,1,0,0,9,12,22,1783842
3795,10860,R,2000,2000,28,1,3,0,4,14,22,2023465
3796,10860,R,1999,1999,28,0,2,2,7,25,26,2020991
3797,10860,R,1998,1998,28,1,2,0,8,13,22,1671823
3798,10860,R,1997,1997,29,2,1,1,8,13,25,1587531
3799,10860,R,1996,1996,29,1,1,0,8,13,23,943140
3800,10860,R,1995,1995,31,0,2,0,7,13,25,748793
3801,10860,R,1994,1994,13,0,0,1,2,4,5,140413
3802,10860,R,1993,1993,7,0,0,0,0,1,5,0
3803,27466,R,2023,2022-23,2,0,0,0,0,0,1,23000
3804,27466,R,2021,2020-21,1,0,0,0,0,0,0,0
3805,27466,R,2019,2018-19,0,0,0,0,0,0,0,0
3806,27466,R,2018,2017-18,2,0,0,0,0,0,1,9331
3807,27466,R,2017,2016-17,31,0,0,0,1,2,13,469730
3808,27466,R,2016,2015-16,32,0,0,0,2,8,21,1179882
3809,27466,R,2015,2014-15,31,0,0,0,1,7,18,836698
3810,27466,R,2014,2013-14,20,0,0,0,0,1,9,277780
3811,27466,R,2012,2012,26,0,0,1,3,6,16,1283616
3812,27466,R,2011,2011,31,0,1,0,6,13,25,2320038
3813,27466,R,2010,2010,31,0,0,1,3,8,24,1199672
3814,27466,R,2009,2009,25,0,0,0,1,4,13,531240
3815,27466,R,2008,2008,1,0,0,0,0,0,1,15518
3816,27466,R,2007,2007,2,0,0,0,0,0,0,0
3817,27466,R,2006,2006,1,0,0,0,0,0,1,11520
3818,27466,R,2005,2005,7,0,0,0,0,1,3,78082
3819,27466,R,2004,2004,1,0,0,0,0,1,1,0
3820,11032,R,2022,2021-22,1,0,0,0,0,0,0,0
3821,11032,R,2021,2020-21,1,0,0,0,0,0,0,0
3822,11032,R,2020,2019-20,1,0,0,0,0,0,0,0
3823,11032,R,2019,2018-19,1,0,0,0,0,0,0,0
3824,11032,R,2018,2017-18,3,0,0,0,0,0,0,0
3825,11032,R,2017,2016-17,2,0,0,0,0,0,0,0
3826,11032,R,2016,2015-16,9,0,0,0,0,0,2,28986
3827,11032,R,2014,2013-14,4,0,0,0,0,0,0,0
3828,11032,R,2013,2013,3,0,0,0,0,0,1,5730
3829,11032,R,2012,2012,9,0,0,0,0,1,2,125683
3830,11032,R,2011,2011,12,0,0,0,0,1,8,144160
3831,11032,R,2010,2010,6,0,0,0,0,0,4,74721
3832,11032,R,2009,2009,14,0,0,0,0,2,5,183419
3833,11032,R,2008,2008,32,0,0,0,0,3,22,548113
3834,11032,R,2007,2007,30,0,0,0,0,4,19,584084
3835,11032,R,2006,2006,29,0,1,0,6,10,19,1655678
3836,11032,R,2005,2005,33,0,0,0,1,3,19,486581
3837,11032,R,2004,2004,27,0,0,1,4,7,19,1259234
3838,11032,R,2003,2003,30,1,1,0,3,7,17,1340436
3839,11032,R,2002,2002,30,0,0,0,2,8,19,740460
3840,11032,R,2001,2001,29,1,1,0,8,11,22,1941911
3841,11032,R,2000,2000,31,0,0,2,6,9,22,889153
3842,11032,R,1999,1999,31,0,1,0,4,12,23,872422
3843,11032,R,1998,1998,32,0,0,0,5,12,22,600847
3844,11032,R,1997,1997,30,0,0,0,3,5,14,221049
3845,11032,R,1996,1996,29,0,0,0,1,4,15,138847
3846,11032,R,1994,1994,1,0,0,0,0,0,0,0
3847,37278,R,2023,2022-23,2,0,0,0,0,0,0,0
3848,37278,R,2019,2018-19,17,0,0,0,0,1,5,227124
3849,37278,R,2018,2017-18,26,0,0,0,1,4,13,593842
3850,37278,R,2017,2016-17,21,0,0,0,0,1,9,175107
3851,37278,R,2014,2013-14,1,0,0,0,0,0,1,22649
3852,34409,R,2023,2022-23,12,0,0,0,3,4,5,812000
3853,34409,R,2022,2021-22,14,0,0,0,0,1,9,229256
3854,34409,R,2021,2020-21,11,0,0,0,0,1,5,175817
3855,34409,R,2020,2019-20,10,0,0,0,0,0,2,29768
3856,34409,R,2019,2018-19,13,0,0,0,0,0,4,71644
3857,34409,R,2018,2017-18,26,0,0,0,0,4,16,616758
3858,34409,R,2017,2016-17,23,0,0,0,1,6,17,1070754
3859,34409,R,2016,2015-16,24,0,1,0,2,8,18,1863783
3860,34409,R,2015,2014-15,28,1,0,1,4,10,17,2736378
3861,34409,R,2014,2013-14,26,0,0,0,2,4,14,676661
3862,34409,R,2013,2013,23,0,2,0,3,6,11,1748109
3863,36326,R,2023,2022-23,12,0,0,0,2,3,6,714588
3864,36326,R,2022,2021-22,29,0,0,0,3,8,17,1269468
3865,36326,R,2021,2020-21,3,0,0,0,1,1,2,220825
3866,36326,R,2019,2018-19,5,0,0,0,1,2,4,72728
3867,36326,R,2018,2017-18,3,0,0,0,0,1,3,81200
3868,36326,R,2017,2016-17,2,0,0,0,0,0,1,46625
3869,36326,R,2015,2014-15,5,0,0,0,0,0,5,38264
3870,27129,R,2023,2022-23,11,0,0,0,0,2,7,614625
3871,27129,R,2022,2021-22,28,1,0,0,3,7,15,2734720
3872,27129,R,2021,2020-21,31,0,0,0,5,7,15,1243787
3873,27129,R,2020,2019-20,22,0,0,0,1,4,12,731507
3874,27129,R,2019,2018-19,22,0,0,0,4,5,11,1391408
3875,27129,R,2018,2017-18,29,0,1,1,5,11,20,2710736
3876,27129,R,2017,2016-17,31,0,1,1,3,9,20,1813219
3877,27129,R,2016,2015-16,27,0,0,0,2,6,12,751001
3878,27129,R,2013,2013,24,0,0,0,0,2,9,264401
3879,27129,R,2010,2010,1,0,0,0,0,0,0,0
3880,27129,R,2009,2009,1,0,0,0,0,0,1,12600
3881,27129,R,2008,2008,2,0,0,0,0,0,0,0
3882,27129,R,2007,2007,4,0,0,0,0,0,0,0
3883,27129,R,2005,2005,2,0,0,0,0,0,1,0
3884,27129,R,2003,2003,1,0,0,0,0,0,0,0
3885,1706,R,2023,2022-23,0,0,0,0,0,0,0,0
3886,1706,R,2022,2021-22,7,0,0,0,0,0,1,15048
3887,1706,R,2021,2020-21,4,0,0,0,0,0,0,0
3888,1706,R,2020,2019-20,10,0,0,0,0,0,2,35025
3889,1706,R,2019,2018-19,9,0,0,0,1,1,5,271216
3890,1706,R,2018,2017-18,12,0,0,0,0,0,5,97920
3891,1706,R,2017,2016-17,13,0,0,0,1,1,7,257270
3892,1706,R,2016,2015-16,15,0,0,0,0,0,11,222422
3893,1706,R,2015,2014-15,18,1,0,0,2,2,8,1263596
3894,1706,R,2014,2013-14,22,0,0,0,0,0,15,284800
3895,1706,R,2013,2013,15,0,0,0,1,2,7,303470
3896,1706,R,2012,2012,20,0,0,1,3,7,13,989753
3897,1706,R,2011,2011,22,0,0,0,2,7,13,1056300
3898,1706,R,2010,2010,24,0,0,0,3,6,15,1214472
3899,1706,R,2009,2009,27,0,1,0,2,10,20,1622401
3900,1706,R,2008,2008,23,1,0,1,3,7,16,1695237
3901,1706,R,2007,2007,21,0,0,0,3,4,14,1016489
3902,1706,R,2006,2006,24,1,1,0,4,9,18,2747206
3903,1706,R,2005,2005,24,0,2,0,9,14,16,2658779
3904,1706,R,2004,2004,24,0,2,1,8,11,18,3075092
3905,1706,R,2003,2003,23,4,1,1,11,16,20,6081896
3906,1706,R,2002,2002,26,0,2,0,6,14,21,2056160
3907,1706,R,2001,2001,20,1,3,0,12,15,17,3169463
3908,1706,R,2000,2000,25,0,3,1,9,16,22,2337765
3909,1706,R,1999,1999,23,0,4,2,13,17,21,2475328
3910,1706,R,1998,1998,21,1,1,2,10,16,19,1541152
3911,1706,R,1997,1997,25,2,0,1,13,17,24,1635953
3912,1706,R,1996,1996,23,1,3,0,11,14,19,1211139
3913,1706,R,1995,1995,24,1,1,1,9,15,22,1111999
3914,1706,R,1994,1994,27,0,1,0,4,9,20,474219
3915,1706,R,1993,1993,26,2,1,0,5,12,23,777059
3916,1706,R,1992,1992,25,3,1,1,9,15,22,1191630
3917,1706,R,1991,1991,28,1,1,1,8,14,23,686361
3918,1706,R,1990,1990,27,1,0,1,4,12,20,537172
3919,1706,R,1989,1989,24,0,1,1,4,10,17,278760
3920,1706,R,1988,1988,29,0,0,0,3,9,17,156068
3921,1706,R,1987,1987,26,1,1,0,4,9,18,297378
3922,1706,R,1986,1986,31,0,0,1,2,7,22,113245
3923,1706,R,1985,1985,1,0,0,0,0,0,0,0
3924,63958,R,2023,2022-23,1,0,0,0,0,0,0,0
3925,40162,R,2023,2022-23,12,0,0,0,2,3,7,754330
3926,40162,R,2022,2021-22,24,0,0,0,2,5,15,700545
3927,40162,R,2017,2016-17,1,0,0,0,0,0,1,16425
3928,40162,R,2015,2014-15,1,0,0,0,0,0,0,0
3929,40162,R,2014,2013-14,1,0,0,0,0,0,0,0
3930,40162,R,2013,2013,1,0,0,0,0,0,0,0
3931,33204,R,2023,2022-23,4,0,0,0,1,3,3,731425
3932,33204,R,2022,2021-22,18,0,1,2,4,10,15,3616679
3933,33204,R,2021,2020-21,21,0,0,0,4,10,19,2636597
3934,33204,R,2020,2019-20,13,0,0,0,1,4,9,781326
3935,33204,R,2019,2018-19,14,1,1,1,4,5,9,3490098
3936,33204,R,2018,2017-18,19,0,0,0,0,4,13,696897
3937,33204,R,2017,2016-17,16,0,0,0,1,6,11,831411
3938,33204,R,2016,2015-16,17,0,1,0,2,4,12,1585436
3939,33204,R,2015,2014-15,13,1,0,0,3,5,8,502517
3940,33204,R,2014,2013-14,3,0,0,0,1,1,2,217867
3941,33204,R,2013,2013,9,0,0,0,1,2,5,148551
3942,33204,R,2011,2011,1,0,0,0,0,0,0,0
3943,33204,R,2010,2010,2,0,0,0,0,0,1,33792
3944,33204,R,2009,2009,1,0,0,0,0,0,1,36000
3945,28300,R,2021,2020-21,1,0,0,0,0,0,0,0
3946,28300,R,2020,2019-20,2,0,0,0,0,0,2,24000
3947,28300,R,2019,2018-19,5,0,0,0,1,1,5,111852
3948,28300,R,2018,2017-18,1,0,0,0,0,0,1,73000
3949,28300,R,2017,2016-17,5,0,0,0,0,2,4,31070
3950,28300,R,2016,2015-16,2,0,0,0,0,0,1,45289
3951,28300,R,2015,2014-15,13,0,0,0,0,2,8,235074
3952,28300,R,2014,2013-14,9,0,0,0,0,1,6,162500
3953,28300,R,2013,2013,1,0,0,0,0,0,0,0
3954,28300,R,2012,2012,3,0,0,0,0,1,3,95847
3955,28300,R,2011,2011,2,0,0,0,0,0,1,19845
3956,50006,R,2023,2022-23,1,0,0,0,0,0,0,0
3957,50006,R,2022,2021-22,1,0,0,0,0,0,0,0
3958,50006,R,2021,2020-21,4,0,0,0,0,0,2,28343
3959,24912,R,2021,2020-21,2,0,0,0,0,0,0,0
3960,24912,R,2020,2019-20,1,0,0,0,0,0,0,0
3961,24912,R,2019,2018-19,8,0,0,0,0,0,1,6510
3962,24912,R,2017,2016-17,16,0,0,0,0,2,8,272288
3963,24912,R,2016,2015-16,26,0,0,0,1,4,15,416033
3964,24912,R,2015,2014-15,16,0,1,0,3,4,9,863563
3965,24912,R,2014,2013-14,27,0,1,0,5,9,14,1853822
3966,24912,R,2012,2012,6,0,0,0,0,0,3,49760
3967,24912,R,2011,2011,14,0,0,0,0,1,10,188394
3968,24912,R,2010,2010,23,0,0,0,1,4,14,557504
3969,24912,R,2009,2009,24,0,0,0,2,4,9,659686
3970,24912,R,2008,2008,21,1,0,0,2,2,10,911194
3971,24912,R,2007,2007,30,0,0,0,3,6,20,1116507
3972,24912,R,2006,2006,29,1,0,0,1,3,16,879965
3973,24912,R,2005,2005,25,0,0,0,1,2,12,275529
3974,24781,R,2022,2021-22,0,0,0,0,0,0,0,0
3975,24781,R,2021,2020-21,26,0,0,0,0,0,4,58600
3976,24781,R,2020,2019-20,7,0,0,0,0,0,0,0
3977,24781,R,2019,2018-19,21,0,0,0,0,2,8,287579
3978,24781,R,2018,2017-18,21,0,0,0,1,4,12,457337
3979,24781,R,2017,2016-17,26,0,0,0,0,2,10,277235
3980,24781,R,2016,2015-16,22,0,0,0,0,1,9,230694
3981,24781,R,2015,2014-15,24,0,0,1,4,7,20,1617973
3982,24781,R,2014,2013-14,25,1,0,0,6,9,20,3097983
3983,24781,R,2013,2013,25,0,1,0,5,16,22,3036164
3984,24781,R,2012,2012,23,2,0,0,5,12,20,4019193
3985,24781,R,2011,2011,25,0,2,0,9,13,22,3503540
3986,24781,R,2010,2010,25,2,0,0,3,8,19,3574550
3987,24781,R,2009,2009,25,0,1,0,6,16,24,2941349
3988,24781,R,2008,2008,27,0,1,0,5,13,18,2208855
3989,24781,R,2007,2007,27,1,0,0,6,12,18,2858995
3990,24781,R,2006,2006,29,0,1,0,2,6,21,1107457
3991,24781,R,2005,2005,34,0,0,0,2,5,18,589567
3992,24781,R,2004,2004,30,0,1,0,3,6,16,813089
3993,24781,R,2003,2003,7,0,0,0,0,2,4,106300
3994,24781,R,2003,2003,2,0,0,0,0,0,1,106300
3995,24781,R,2002,2002,1,0,0,0,0,0,0,0
3996,24781,R,2000,2000,1,0,0,0,0,0,0,0
3997,34466,R,2023,2022-23,12,0,0,0,1,3,5,715941
3998,34466,R,2022,2021-22,31,0,0,0,2,6,20,1288197
3999,34466,R,2021,2020-21,30,0,1,0,3,5,12,1429713
4000,34466,R,2020,2019-20,21,0,0,0,0,4,10,561273
4001,34466,R,2019,2018-19,26,0,0,0,1,7,18,864496
4002,34466,R,2018,2017-18,28,0,0,0,0,2,15,420001
4003,34466,R,2017,2016-17,29,0,0,0,0,1,17,358541
4004,34466,R,2016,2015-16,32,1,0,0,3,4,11,1298945
4005,34466,R,2015,2014-15,1,0,0,0,0,0,0,0
4006,34466,R,2014,2013-14,18,0,0,0,0,3,5,271326
4007,6344,R,1962,1962,6,0,0,0,0,1,3,875
4008,6344,R,1961,1961,7,0,0,0,1,1,4,1388
4009,6344,R,1960,1960,11,0,0,0,1,2,10,2479
4010,6344,R,1959,1959,14,0,0,0,3,7,13,5057
4011,6344,R,1958,1958,11,0,0,0,2,5,9,3710
4012,6344,R,1957,1957,17,0,1,0,4,11,16,6680
4013,6344,R,1956,1956,12,1,0,0,2,6,12,10010
4014,6344,R,1955,1955,5,0,0,0,1,3,5,1635
4015,6344,R,1954,1954,17,1,1,2,10,14,17,17273
4016,6344,R,1953,1953,16,4,1,2,13,16,16,20637
4017,6344,R,1952,1952,14,2,1,2,9,12,14,13423
4018,6344,R,1951,1951,27,4,2,3,23,27,27,26089
4019,6344,R,1950,1950,19,5,2,1,16,19,19,22468
4020,6344,R,1949,1949,21,4,3,4,15,21,21,22249
4021,6344,R,1948,1948,31,7,3,4,20,30,31,31290
4022,6344,R,1947,1947,23,2,3,1,17,23,23,15325
4023,6344,R,1946,1946,24,1,2,4,18,23,24,14039
4024,6344,R,1944,1944,1,0,0,1,1,1,1,1063
4025,6344,R,1943,1943,1,0,0,0,1,1,1,0
4026,6344,R,1942,1942,19,3,2,1,16,17,18,6675
4027,6344,R,1941,1941,26,1,2,4,21,25,26,6562
4028,6344,R,1940,1940,14,1,1,1,9,14,14,3740
4029,6344,R,1939,1939,12,0,1,1,5,10,12,2423
4030,6344,R,1938,1938,6,0,0,0,3,5,6,876
4031,6344,R,1937,1937,17,0,2,0,6,14,16,872
4032,6344,R,1934,1934,2,0,0,0,1,1,2,0
4033,59137,R,2023,2022-23,1,0,0,0,0,0,0,0
4034,60422,R,2023,2022-23,1,0,0,0,0,0,0,0
4035,58693,R,2023,2022-23,1,0,0,0,0,0,0,0
4036,58693,R,2021,2020-21,1,0,0,0,0,0,1,15120
4037,33413,R,2023,2022-23,12,0,0,0,1,3,7,638690
4038,33413,R,2022,2021-22,16,0,1,0,1,2,7,491882
4039,33413,R,2021,2020-21,18,0,0,0,1,2,9,411673
4040,33413,R,2020,2019-20,13,0,0,0,0,3,6,270879
4041,33413,R,2019,2018-19,1,0,0,0,0,0,0,0
4042,33413,R,2018,2017-18,20,0,0,0,1,3,12,532936
4043,33413,R,2017,2016-17,27,0,0,0,2,5,16,850319
4044,33413,R,2016,2015-16,28,0,1,0,2,6,18,1205730
4045,33413,R,2015,2014-15,27,1,0,0,5,9,20,2717305
4046,33413,R,2014,2013-14,26,0,0,3,3,7,13,1482836
4047,33413,R,2011,2011,25,0,0,0,1,3,12,340080
4048,33413,R,2010,2010,2,0,0,0,0,0,0,0
4049,33413,R,2009,2009,1,0,0,0,0,0,0,0
4050,12680,R,2012,2012,1,0,0,0,0,0,0,0
4051,12680,R,2011,2011,2,0,0,0,1,1,1,177375
4052,12680,R,2010,2010,4,0,0,0,0,0,1,22440
4053,12680,R,2009,2009,5,0,0,0,1,2,3,256331
4054,12680,R,2008,2008,18,0,0,0,0,1,9,160175
4055,12680,R,2007,2007,31,0,1,0,2,6,13,951288
4056,12680,R,2006,2006,30,0,0,1,4,9,19,1154115
4057,12680,R,2005,2005,29,0,1,1,5,8,22,1933049
4058,12680,R,2004,2004,26,0,1,0,6,13,22,2301692
4059,12680,R,2003,2003,28,1,0,1,4,9,18,1669292
4060,12680,R,2002,2002,24,1,0,0,5,13,21,2214794
4061,12680,R,2001,2001,27,1,0,0,4,13,22,1441455
4062,12680,R,2000,2000,26,0,1,1,7,11,19,1207104
4063,12680,R,1999,1999,9,0,0,0,3,3,4,79137
4064,12680,R,1998,1998,6,0,0,0,0,1,4,78556
4065,12680,R,1997,1997,6,0,0,0,1,3,6,111781
4066,12680,R,1996,1996,2,0,0,0,0,1,2,50588
