tourn_id,Tourn_Yr_ID,Tourn_Num,Year,Date,Tournament Name Iteration,Purse,Score,To Par,player_id,Winner Name Specific,Playoff,Prize,Course_ID,Course Name Specific,Par,Yardage
3625,3077,74,1988,1988-08-28,NEC World Series of Golf,NULL,275,-5,1996,Mike Reid,p,NULL,115,Firestone Country Club (South),70,7149
3626,3078,74,1989,1989-08-27,NEC World Series of Golf,NULL,276,-4,1378,David Frost,p,NULL,115,Firestone Country Club (South),70,7149
3627,3079,74,1990,1990-08-26,NEC World Series of Golf,NULL,262,-18,6373,José María Olazábal,NULL,NULL,115,Firestone Country Club (South),70,7149
3628,3080,74,1991,1991-08-25,NEC World Series of Golf,NULL,279,-1,1975,Tom Purtzer,p,NULL,115,Firestone Country Club (South),70,7149
3629,3081,74,1992,1992-08-30,NEC World Series of Golf,NULL,273,-7,2133,Craig Stadler,NULL,NULL,115,Firestone Country Club (South),70,7149
3630,3082,74,1993,1993-08-29,NEC World Series of Golf,NULL,270,-10,1014,Fulton Allem,NULL,NULL,115,Firestone Country Club (South),70,7149
3631,3083,74,1994,1994-08-28,NEC World Series of Golf,NULL,269,-11,6373,José María Olazábal,NULL,NULL,115,Firestone Country Club (South),70,6918
3632,3084,74,1995,1995-08-27,NEC World Series of Golf,NULL,278,-2,1876,Greg Norman,NULL,NULL,115,Firestone Country Club (South),70,7149
3633,3085,74,1996,1996-08-25,NEC World Series of Golf,NULL,274,-6,1810,Phil Mickelson,NULL,NULL,115,Firestone Country Club (South),70,7149
3634,3086,74,1997,1997-08-24,NEC World Series of Golf,NULL,273,-7,1876,Greg Norman,NULL,NULL,115,Firestone Country Club (South),70,7189
3635,3087,74,1998,1998-08-30,NEC World Series of Golf,2250000,269,-11,9011,David Duval,NULL,405000,115,Firestone Country Club (South),70,7189
3636,3088,75,1992,1992-07-19,Chattanooga Classic,NULL,269,-19,7569,Mark Carnevale,NULL,144000,79,Council Fire G&CC,72,6999
3637,3089,75,1991,1991-07-21,Chattanooga Classic,NULL,260,-20,1971,Dillard Pruitt,NULL,NULL,439,Valleybrook CC,70,6641
3638,3090,75,1990,1990-08-26,Chattanooga Classic,NULL,260,-20,1946,Peter Persons,NULL,NULL,439,Valleybrook CC,70,6641
3639,3091,75,1989,1989-08-27,Chattanooga Classic,NULL,263,-17,2230,Stan Utley,NULL,NULL,439,Valleybrook CC,70,6641
3640,3092,75,1988,1988-08-28,Provident Classic,NULL,264,-16,1096,Phil Blackmar,p,NULL,439,Valleybrook CC,70,6641
3641,3093,75,1987,1987-08-30,Provident Classic,NULL,265,-15,1557,John Inman,NULL,NULL,439,Valleybrook CC,70,6641
3642,3094,75,1986,1986-06-15,Provident Classic,NULL,261,-19,1329,Brad Faxon,NULL,NULL,439,Valleybrook CC,70,6641
3643,3095,45,2019,2018-10-07,Safeway Open,6400000,274,-14,32333,Kevin Tway,NULL,1152000,352,Silverado Resort and Spa (North),72,7166
3644,3096,45,2012,2012-10-14,Frys.com Open,5000000,267,-17,27895,Jonas Blixt,NULL,900000,77,CordeValle GC,71,7368
3645,3097,45,2010,2010-10-17,Frys.com Open,5000000,267,-17,1797,Rocco Mediate,NULL,900000,77,CordeValle GC,71,7368
3646,3098,45,2009,2009-10-25,Frys.com Open,5000000,262,-18,27120,Troy Matteson,p,900000,135,Grayhawk GC (Raptor),70,7125
3647,3099,76,1989,1989-10-01,Centel Classic,NULL,200,-16,1129,Bill Britton,NULL,NULL,177,Killearn G&CC,72,7098
3648,3100,76,1988,1988-11-13,Centel Classic,NULL,272,-16,1418,Bill Glasson,NULL,NULL,177,Killearn G&CC,72,7098
3649,3101,76,1987,1987-11-01,Centel Classic,NULL,278,-16,1200,Keith Clearwater,NULL,NULL,177,Killearn G&CC,72,7124
3650,3102,76,1986,1986-11-02,Tallahassee Open,NULL,274,-10,1499,Mark Hayes,NULL,NULL,177,Killearn G&CC,72,7124
3651,3103,76,1982,1982-04-18,Tallahassee Open,NULL,272,-16,2084,Bob Shearer,NULL,NULL,177,Killearn G&CC,72,7024
3652,3104,76,1981,1981-04-19,Tallahassee Open,100000,271,-17,1310,Dave Eichelberger,p,18000,177,Killearn G&CC,72,7024
3653,3105,76,1980,1980-04-20,Tallahassee Open,100000,277,-11,1949,Mark Pfeil,NULL,18000,177,Killearn G&CC,72,7124
3654,3106,76,1979,1979-04-22,Tallahassee Open,100000,269,-19,2015,Chi Chi Rodriguez,NULL,18000,177,Killearn G&CC,72,7124
3655,3107,76,1978,1978-04-16,Tallahassee Open,NULL,273,-15,1571,Barry Jaeckel,p,NULL,177,Killearn G&CC,72,NULL
3656,3108,76,1977,1977-04-17,Tallahassee Open,NULL,272,-12,2120,Ed Sneed,p,NULL,177,Killearn G&CC,71,NULL
3657,3109,76,1976,1976-04-18,Tallahassee Open,NULL,277,-11,1641,Gary Koch,NULL,NULL,177,Killearn G&CC,72,NULL
3658,3110,76,1975,1975-04-27,Tallahassee Open,NULL,274,-14,1753,Rik Massengale,NULL,NULL,177,Killearn G&CC,72,NULL
3659,3111,76,1974,1974-04-28,Tallahassee Open,NULL,274,-14,1814,Allen Miller,NULL,NULL,177,Killearn G&CC,72,NULL
3660,3112,76,1973,1973-04-22,Tallahassee Open,NULL,277,-11,1443,Hubert Green,NULL,NULL,177,Killearn G&CC,72,NULL
3661,3113,76,1972,1972-04-23,Tallahassee Open,NULL,273,-15,2082,Bob Shaw,NULL,NULL,177,Killearn G&CC,72,NULL
3662,3114,76,1971,1971-04-25,Tallahassee Open Invitational,NULL,273,-15,2213,Lee Trevino,NULL,NULL,177,Killearn G&CC,72,NULL
3663,3115,76,1970,1970-04-26,Tallahassee Open Invitational,NULL,277,-11,1511,Harold Henning,NULL,NULL,177,Killearn G&CC,72,NULL
3664,3116,76,1969,1969-04-20,Tallahassee Open Invitational,NULL,282,-6,1227,Charles Courtney,NULL,NULL,177,Killearn G&CC,72,NULL
3665,3117,77,1988,1988-10-23,Pensacola Open,NULL,271,-17,1723,Andrew Magee,NULL,NULL,398,Tiger Point G&CC,72,7033
3666,3118,77,1987,1987-10-11,Pensacola Open,NULL,269,-15,2190,Doug Tewell,NULL,NULL,267,Perdido Bay Resort,71,7093
3667,3119,77,1986,1986-10-12,Pensacola Open,NULL,128,-14,1425,Ernie Gonzalez,NULL,NULL,267,Perdido Bay Resort,71,7093
3668,3120,77,1985,1985-10-20,Pensacola Open,NULL,269,-15,1305,Danny Edwards,NULL,NULL,267,Perdido Bay Resort,71,7093
3669,3121,77,1984,1984-10-28,Pensacola Open,300000,270,-14,1648,Billy Kratzert,NULL,54000,267,Perdido Bay Resort,71,7093
3670,3122,77,1983,1983-10-30,Pensacola Open,250000,266,-18,1783,Mark McCumber,NULL,45000,267,Perdido Bay Resort,71,7093
3671,3123,77,1982,1982-10-24,Pensacola Open,200000,268,-16,1935,Calvin Peete,NULL,36000,267,Perdido Bay Resort,71,7093
3672,3124,77,1981,1981-10-18,Pensacola Open,200000,271,-17,1925,Jerry Pate,NULL,36000,267,Perdido Bay CC,72,7133
3673,3125,77,1980,1980-10-12,Pensacola Open,200000,275,-13,1469,Dan Halldorson,NULL,36000,267,Perdido Bay CC,72,7133
3674,3126,77,1979,1979-10-21,Pensacola Open,200000,271,-17,2159,Curtis Strange,NULL,36000,267,Perdido Bay CC,72,7133
3675,3127,77,1978,1978-10-29,Pensacola Open,NULL,272,-16,1793,Mac McLendon,NULL,NULL,267,Perdido Bay Resort,72,NULL
3676,3128,77,1977,1977-10-30,Pensacola Open,NULL,268,-16,2195,Leonard Thompson,NULL,NULL,473,Pensacola Country Club,71,NULL
3677,3129,77,1976,1976-11-01,Pensacola Open,NULL,275,-9,1499,Mark Hayes,NULL,NULL,473,Pensacola Country Club,71,NULL
3678,3130,77,1975,1975-04-20,Pensacola Open,NULL,271,-13,1786,Jerry McGee,NULL,NULL,473,Pensacola Country Club,71,NULL
3679,3131,77,1974,1974-04-21,Monsanto Open,NULL,274,-10,1312,Lee Elder,p,NULL,473,Pensacola Country Club,71,NULL
3680,3132,77,1973,1973-04-15,Monsanto Open,NULL,277,-11,1099,Homero Blancas,NULL,NULL,473,Pensacola Country Club,72,NULL
3681,3133,77,1972,1972-04-16,Monsanto Open,NULL,271,-13,1519,Dave Hill,NULL,NULL,473,Pensacola Country Club,71,NULL
3682,3134,77,1971,1971-04-18,Monsanto Open,NULL,276,-8,1695,Gene Littler,NULL,NULL,473,Pensacola Country Club,71,NULL
3683,3135,77,1970,1970-03-15,Monsanto Open,NULL,275,-9,1704,Dick Lotz,NULL,NULL,473,Pensacola Country Club,71,NULL
3684,3136,77,1969,1969-03-18,Monsanto Open Invitational,NULL,267,-17,1205,Jim Colbert,NULL,NULL,473,Pensacola Country Club,71,NULL
3685,3137,77,1968,1968-03-25,Pensacola Open Invitational,NULL,268,-20,1033,George Archer,NULL,NULL,473,Pensacola Country Club,72,NULL
3686,3138,77,1967,1967-03-26,Pensacola Open Invitational,NULL,262,-26,1124,Gay Brewer,NULL,NULL,473,Pensacola Country Club,72,NULL
3687,3139,77,1966,1966-03-07,Pensacola Open Invitational,NULL,272,-16,1124,Gay Brewer,NULL,NULL,473,Pensacola Country Club,72,NULL
3688,3140,77,1965,1965-03-07,Pensacola Open Invitational,NULL,277,-11,2042,Doug Sanders,p,NULL,473,Pensacola Country Club,72,NULL
3689,3141,77,1964,1964-03-09,Pensacola Open Invitational,NULL,274,-14,1955,Gary Player,p,NULL,473,Pensacola Country Club,72,NULL
3690,3142,77,1963,1963-03-10,Pensacola Open Invitational,NULL,273,-15,1910,Arnold Palmer,NULL,NULL,473,Pensacola Country Club,72,NULL
3691,3143,77,1962,1962-03-11,Pensacola Open Invitational,NULL,270,-18,2042,Doug Sanders,NULL,NULL,473,Pensacola Country Club,72,NULL
3692,3144,77,1961,1961-03-12,Pensacola Open Invitational,NULL,275,-13,1104,Tommy Bolt,NULL,NULL,473,Pensacola Country Club,72,NULL
3693,3145,77,1960,1960-03-13,Pensacola Open Invitational,NULL,273,-15,1910,Arnold Palmer,NULL,NULL,473,Pensacola Country Club,72,NULL
3694,3146,77,1959,1959-03-15,Pensacola Open Invitational,NULL,269,-19,1483,Paul Harney,NULL,NULL,473,Pensacola Country Club,72,NULL
3695,3147,77,1958,1958-03-16,Pensacola Open Invitational,NULL,278,-10,1359,Doug Ford,NULL,NULL,473,Pensacola Country Club,72,NULL
3696,3148,78,1988,1988-10-09,Gatlin Brothers-Southwest Golf Classic,NULL,269,-19,1975,Tom Purtzer,p,NULL,113,Fairway Oaks CC,72,7166
3697,3149,78,1987,1987-09-27,Southwest Golf Classic,NULL,273,-15,1926,Steve Pate,NULL,NULL,113,Fairway Oaks CC,72,7166
3698,3150,78,1986,1986-09-28,Southwest Golf Classic,NULL,275,-13,1161,Mark Calcavecchia,NULL,NULL,113,Fairway Oaks CC,72,7189
3699,3151,78,1985,1985-09-22,Southwest Golf Classic,NULL,273,-15,2170,Hal Sutton,p,NULL,113,Fairway Oaks CC,72,7166
3700,3152,78,1984,1984-09-30,LaJet Golf Classic,350000,273,-15,2159,Curtis Strange,NULL,63000,113,Fairway Oaks CC,72,7166
3701,3153,78,1983,1983-09-25,LaJet Coors Classic,350000,282,-6,1162,Rex Caldwell,NULL,63000,113,Fairway Oaks CC,72,7166
3702,3154,78,1982,1982-10-10,LaJet Classic,350000,271,-17,1682,Wayne Levi,NULL,63000,113,Fairway Oaks CC,72,7166
3703,3155,78,1981,1981-09-20,LaJet Classic,350000,278,-10,2268,Tom Weiskopf,NULL,63000,113,Fairway Oaks CC,72,7077
3704,3156,79,1982,1982-09-19,Hall of Fame,250000,276,-8,1457,Jay Haas,p,45000,281,Pinehurst CC (No. 2),71,7020
3705,3157,79,1981,1981-09-27,Hall of Fame,250000,275,-9,1495,Morris Hatalsky,NULL,45000,281,Pinehurst CC (No. 2),71,7005
3706,3158,79,1980,1980-09-14,Hall of Fame,250000,275,-9,1477,Phillip Hancock,NULL,45000,281,Pinehurst CC (No. 2),71,7005
3707,3159,79,1979,1979-08-26,Colgate Hall of Fame Classic,250000,272,-12,2256,Tom Watson,p,45000,281,Pinehurst CC (No. 2),71,7020
3708,3160,79,1978,1978-08-27,Colgate Hall of Fame Classic,NULL,277,-7,2256,Tom Watson,NULL,NULL,281,Pinehurst CC (No. 2),71,NULL
3709,3161,79,1977,1977-08-28,Colgate Hall of Fame Golf Classic,NULL,264,-20,1559,Hale Irwin,NULL,NULL,281,Pinehurst CC (No. 2),71,NULL
3710,3162,79,1976,1976-09-12,World Open Golf Championship,NULL,274,-10,1355,Raymond Floyd,p,NULL,281,Pinehurst CC (No. 2),71,NULL
3711,3163,79,1975,1975-09-14,World Open Golf Championship,NULL,280,-4,1869,Jack Nicklaus,p,NULL,281,Pinehurst CC (No. 2),71,NULL
3712,3164,79,1974,1974-09-15,World Open Golf Championship,NULL,281,-4,1815,Johnny Miller,p,NULL,281,Pinehurst CC (No. 2),71,NULL
3713,3165,79,1973,1973-11-17,World Open Golf Championship,NULL,570,2,1057,Miller Barber,NULL,NULL,281,Pinehurst CC (No. 2),71,NULL
3714,3166,80,1980,1980-08-03,IVB-Golf Classic,250000,272,-12,2190,Doug Tewell,NULL,45000,457,Whitemarsh Valley CC,71,6687
3715,3167,80,1979,1979-07-29,IVB-Philadelphia Golf Classic,250000,273,-11,1438,Lou Graham,p,45000,457,Whitemarsh Valley CC,71,6687
3716,3168,80,1978,1978-07-23,IVB-Philadelphia Golf Classic,NULL,270,-14,1869,Jack Nicklaus,NULL,NULL,457,Whitemarsh Valley CC,71,NULL
3717,3169,80,1977,1977-07-31,IVB-Philadelphia Golf Classic,NULL,272,-12,1786,Jerry McGee,NULL,NULL,457,Whitemarsh Valley CC,71,NULL
3718,3170,80,1976,1976-06-06,IVB-Bicentennial Golf Classic,NULL,277,-7,1633,Tom Kite,p,NULL,457,Whitemarsh Valley CC,71,NULL
3719,3171,80,1975,1975-06-16,IVB-Philadelphia Golf Classic,NULL,275,-9,1578,Tom Jenkins,NULL,NULL,457,Whitemarsh Valley CC,71,NULL
3720,3172,80,1974,1974-06-09,IVB-Philadelphia Golf Classic,NULL,271,-17,1443,Hubert Green,NULL,NULL,457,Whitemarsh Valley CC,72,NULL
3721,3173,80,1973,1973-06-10,IVB-Philadelphia Golf Classic,NULL,274,-14,2268,Tom Weiskopf,NULL,NULL,457,Whitemarsh Valley CC,72,NULL
3722,3174,80,1972,1972-06-11,IVB-Philadelphia Golf Classic,NULL,282,-6,2118,J.C. Snead,NULL,NULL,457,Whitemarsh Valley CC,72,NULL
3723,3175,80,1971,1971-08-22,IVB-Philadelphia Golf Classic,NULL,274,-14,2268,Tom Weiskopf,NULL,NULL,457,Whitemarsh Valley CC,72,NULL
3724,3176,80,1970,1970-07-19,IVB-Philadelphia Golf Classic,NULL,274,-14,1177,Billy Casper,NULL,NULL,457,Whitemarsh Valley CC,72,NULL
3725,3177,80,1969,1969-07-20,IVB-Philadelphia Golf Classic,NULL,279,-9,1519,Dave Hill,p,NULL,457,Whitemarsh Valley CC,72,NULL
3726,3178,80,1968,1968-08-25,Philadelphia Golf Classic,NULL,276,-12,1851,Bob Murphy,p,NULL,457,Whitemarsh Valley CC,72,NULL
3727,3179,80,1967,1967-09-17,Philadelphia Golf Classic,NULL,276,-12,6410,Dan Sikes,NULL,NULL,457,Whitemarsh Valley CC,72,NULL
3728,3180,80,1966,1966-08-28,Philadelphia Golf Classic,NULL,278,-10,1576,Don January,NULL,NULL,457,Whitemarsh Valley CC,72,NULL
3729,3181,80,1965,1965-08-08,Philadelphia Golf Classic,NULL,277,-11,1869,Jack Nicklaus,NULL,NULL,457,Whitemarsh Valley CC,72,NULL
3730,3182,80,1964,1964-07-05,Whitemarsh Open Invitational,NULL,276,-12,1869,Jack Nicklaus,NULL,NULL,457,Whitemarsh Valley CC,72,NULL
3731,3183,80,1963,1963-10-06,Whitemarsh Open Invitational,NULL,281,-7,1910,Arnold Palmer,NULL,NULL,457,Whitemarsh Valley CC,72,NULL
3732,3184,81,1958,1958-03-23,St. Petersburg Open Invitational,NULL,276,-8,1910,Arnold Palmer,NULL,NULL,475,Pasadena Country Club,71,NULL
3733,3185,81,1959,1959-03-23,St. Petersburg Open Invitational,NULL,275,-13,1811,Cary Middlecoff,NULL,NULL,474,Lakewood Country Club,72,NULL
3734,3186,81,1960,1960-03-21,St. Petersburg Open Invitational,NULL,282,-6,1067,George Bayer,p,NULL,474,Lakewood Country Club,72,NULL
3735,3187,81,1961,1961-03-19,St. Petersburg Open Invitational,NULL,261,-23,1422,Bob Goalby,NULL,NULL,475,Pasadena Country Club,71,NULL
3736,3188,81,1962,1962-03-19,St. Petersburg Open Invitational,NULL,272,-16,1867,Bobby Nichols,NULL,NULL,474,Lakewood Country Club,72,NULL
3737,3189,81,1963,1963-03-17,St. Petersburg Open Invitational,NULL,274,-14,1355,Raymond Floyd,NULL,NULL,474,Lakewood Country Club,72,NULL
3738,3190,81,1964,1964-03-15,St. Petersburg Open Invitational,NULL,272,-16,1269,Bruce Devlin,NULL,NULL,474,Lakewood Country Club,72,NULL
3739,3191,82,1968,1968-06-09,500 Festival Open Invitation,NULL,280,-8,1177,Billy Casper,NULL,NULL,361,Speedway Golf Course,72,NULL
3740,3192,82,1967,1967-07-09,500 Festival Open Invitation,NULL,279,-9,1069,Frank Beard,NULL,NULL,361,Speedway Golf Course,72,NULL
3741,3193,82,1966,1966-07-31,500 Festival Open Invitation,NULL,277,-11,1177,Billy Casper,NULL,NULL,361,Speedway Golf Course,72,NULL
3742,3194,82,1965,1965-05-30,500 Festival Open Invitation,NULL,279,-9,1233,Bruce Crampton,NULL,NULL,137,Greentree Country Club,72,NULL
3743,3195,82,1964,1964-05-31,500 Festival Open Invitation,NULL,273,-11,1955,Gary Player,NULL,NULL,361,Speedway Golf Course,71,NULL
3744,3196,82,1963,1963-06-03,500 Festival Open Invitation,NULL,268,-16,1345,Dow Finsterwald,NULL,NULL,361,Speedway Golf Course,71,NULL
3745,3197,82,1962,1962-05-27,500 Festival Open Invitation,NULL,264,-20,1177,Billy Casper,NULL,NULL,361,Speedway Golf Course,71,NULL
3746,3198,82,1961,1961-05-28,500 Festival Open Invitation,NULL,273,-11,1359,Doug Ford,p,NULL,361,Speedway Golf Course,71,NULL
3747,3199,82,1960,1960-05-29,500 Festival Open Invitation,NULL,270,-14,1359,Doug Ford,NULL,NULL,361,Speedway Golf Course,71,NULL
3748,3200,83,1969,1969-01-12,Alameda County Open,NULL,290,2,1704,Dick Lotz,NULL,NULL,373,Sunol Valley Golf Club,72,7015
3749,3201,84,1969,1969-09-28,Alcan Open,NULL,274,-14,1177,Billy Casper,NULL,NULL,290,Portland Golf Club,72,NULL
3750,3202,85,1965,1965-10-31,Almaden Open Invitational,NULL,273,-15,8001,Bob Verwey,NULL,NULL,3,Almaden Country Club,72,NULL
3751,3203,85,1964,1964-11-03,Almaden Open Invitational,NULL,279,-9,1177,Billy Casper,p,NULL,3,Almaden Country Club,72,NULL
3752,3204,85,1963,1963-11-03,Almaden Open Invitational,NULL,277,-11,1401,Al Geiberger,NULL,NULL,3,Almaden Country Club,72,NULL
3753,3205,85,1961,1961-11-05,Almaden Open Invitational,NULL,279,-9,14780,Jim Ferrier,NULL,NULL,3,Almaden Country Club,72,NULL
3754,3206,86,1976,1976-08-29,American Golf Classic,NULL,274,-14,1436,David Graham,NULL,NULL,116,Firestone Country Club (North),72,7105
3755,3207,86,1974,1974-06-23,American Golf Classic,NULL,281,1,1205,Jim Colbert,p,NULL,115,Firestone Country Club (South),70,7165
3756,3208,86,1973,1973-06-24,American Golf Classic,NULL,273,-7,1233,Bruce Crampton,NULL,NULL,115,Firestone Country Club (South),70,7165
3757,3209,86,1972,1972-07-23,American Golf Classic,NULL,276,-4,2309,Bert Yancey,p,NULL,115,Firestone Country Club (South),70,7165
3758,3210,86,1971,1971-08-08,American Golf Classic,NULL,275,-5,1502,Jerry Heard,NULL,NULL,115,Firestone Country Club (South),70,7165
3759,3211,86,1970,1970-08-09,American Golf Classic,NULL,276,-4,1069,Frank Beard,NULL,NULL,115,Firestone Country Club (South),70,7165
3760,3212,86,1969,1969-07-27,American Golf Classic,NULL,268,-12,1355,Raymond Floyd,NULL,NULL,115,Firestone Country Club (South),70,7165
3761,3213,86,1968,1968-08-11,American Golf Classic,NULL,280,0,1869,Jack Nicklaus,p,NULL,115,Firestone Country Club (South),70,7165
3762,3214,86,1967,1967-08-13,American Golf Classic,NULL,276,-4,1910,Arnold Palmer,NULL,NULL,115,Firestone Country Club (South),70,7165
3763,3215,86,1965,1965-08-29,American Golf Classic,NULL,280,0,1401,Al Geiberger,NULL,NULL,115,Firestone Country Club (South),70,7165
3764,3216,86,1964,1964-08-23,American Golf Classic,NULL,275,-5,2236,Ken Venturi,NULL,NULL,115,Firestone Country Club (South),70,7165
3765,3217,86,1963,1963-08-25,American Golf Classic,NULL,276,-4,1962,Johnny Pott,NULL,NULL,115,Firestone Country Club (South),70,7165
3766,3218,86,1962,1962-08-12,American Golf Classic,NULL,276,-4,1910,Arnold Palmer,NULL,NULL,115,Firestone Country Club (South),70,7165
3767,3219,86,1961,1961-08-27,American Golf Classic,NULL,278,-2,1504,Jay Hebert,p,NULL,115,Firestone Country Club (South),70,7165
3768,3220,87,1963,1963-07-14,Hot Springs Open Invitational,NULL,277,-11,1519,Dave Hill,p,NULL,154,Hot Springs Country Club (Arlington),72,NULL
3769,3221,87,1962,1962-05-20,Hot Springs Open Invitational,NULL,273,-15,1590,Al Johnston,p,NULL,154,Hot Springs Country Club (Arlington),72,NULL
3770,3222,87,1961,1961-05-21,Hot Springs Open Invitational,NULL,273,-15,2042,Doug Sanders,NULL,NULL,154,Hot Springs Country Club (Arlington),72,NULL
3771,3223,87,1960,1960-05-22,Hot Springs Open Invitational,NULL,275,-13,1209,Bill Collins,NULL,NULL,154,Hot Springs Country Club (Arlington),72,NULL
3772,3224,87,1959,1959-05-17,Arlington Hotel Open,NULL,270,-18,1695,Gene Littler,NULL,NULL,154,Hot Springs Country Club (Arlington),72,NULL
3773,3225,87,1958,1958-05-11,Arlington Hotel Open,NULL,273,-15,1108,Julius Boros,NULL,NULL,154,Hot Springs Country Club (Arlington),72,NULL
3774,3226,88,1971,1971-11-21,Azalea Open Invitational,NULL,274,-14,1586,George Johnson,up,NULL,46,Cape Fear Country Club,71,NULL
3775,3227,88,1970,1970-10-04,Azalea Open Invitational,NULL,269,-19,2045,Cesar Sanudo,NULL,NULL,46,Cape Fear Country Club,71,NULL
3776,3228,88,1969,1969-04-20,Azalea Open Invitational,NULL,275,-13,1290,Dale Douglass,NULL,NULL,46,Cape Fear Country Club,71,NULL
3777,3229,88,1968,1968-04-21,Azalea Open Invitational,NULL,271,-17,1997,Steve Reid,p,NULL,46,Cape Fear Country Club,71,NULL
3778,3230,88,1967,1967-04-16,Azalea Open Invitational,NULL,278,-10,1421,Randy Glover,p,NULL,46,Cape Fear Country Club,72,NULL
3779,3231,88,1966,1966-04-17,Azalea Open Invitational,NULL,278,-10,2309,Bert Yancey,NULL,NULL,46,Cape Fear Country Club,72,NULL
3780,3232,88,1965,1965-03-28,Azalea Open Invitational,NULL,276,-12,5271,Dick Hart,p,NULL,46,Cape Fear Country Club,72,NULL
3781,3233,88,1964,1964-03-30,Azalea Open,NULL,282,-6,1084,Al Besselink,NULL,NULL,46,Cape Fear Country Club,72,NULL
3782,3234,88,1963,1963-03-31,Azalea Open,NULL,274,-14,1055,Jerry Barber,NULL,NULL,46,Cape Fear Country Club,72,NULL
3783,3235,88,1962,1962-04-01,Azalea Open,NULL,281,-7,1743,Dave Marr,p,NULL,46,Cape Fear Country Club,72,NULL
3784,3236,88,1961,1961-04-02,Azalea Open,NULL,213,-3,1055,Jerry Barber,p,NULL,46,Cape Fear Country Club,72,NULL
3785,3237,88,1960,1960-04-03,Azalea Open,NULL,277,-11,1873,Tom Nieporte,NULL,NULL,46,Cape Fear Country Club,72,NULL
3786,3238,88,1959,1959-03-30,Azalea Open Invitational,NULL,282,-6,2247,Art Wall,NULL,NULL,46,Cape Fear Country Club,72,NULL
3787,3239,88,1958,1958-03-30,Azalea Open Invitational,NULL,282,-6,1588,Howie Johnson,NULL,NULL,46,Cape Fear Country Club,72,NULL
3788,3240,89,1970,1970-12-13,Bahama Islands Open,NULL,272,-16,2042,Doug Sanders,p,NULL,178,Kings Inn & Golf Club,72,NULL
3789,3241,89,1971,1971-12-12,Bahamas National Open,NULL,275,-9,1422,Bob Goalby,NULL,NULL,185,Lacayan Country Club,71,NULL
3790,3242,90,1961,1961-10-01,Bakersfield Open,NULL,276,-12,1351,Jack Fleck,p,NULL,14,Bakersfield Country Club,72,NULL
3791,3243,90,1962,1962-10-14,Bakersfield Open Invitational,NULL,272,-16,1177,Billy Casper,NULL,NULL,14,Bakersfield Country Club,72,NULL
3792,3244,91,1962,1962-03-04,Baton Rouge Open Invitational,NULL,274,-14,5096,Joe Campbell,NULL,NULL,17,Baton Rouge Country Club,72,NULL
3793,3245,91,1961,1961-02-26,Baton Rouge Open Invitational,NULL,266,-14,1910,Arnold Palmer,NULL,NULL,346,Sherwood Forest Country Club,70,NULL
3794,3246,91,1960,1960-03-06,Baton Rouge Open Invitational,NULL,279,-9,1910,Arnold Palmer,NULL,NULL,17,Baton Rouge Country Club,72,NULL
3795,3247,91,1959,1959-03-01,Baton Rouge Open Invitational,NULL,283,-5,1588,Howie Johnson,NULL,NULL,17,Baton Rouge Country Club,72,NULL
3796,3248,91,1958,1958-03-02,Baton Rouge Open Invitational,NULL,276,-12,2236,Ken Venturi,NULL,NULL,17,Baton Rouge Country Club,72,NULL
3797,3249,92,1962,1962-11-04,Beaumont Open Invitational,NULL,283,-5,1982,Dave Ragan,NULL,NULL,434,Tyrrell Park Municipal Golf Course,72,6656
3798,3250,92,1961,1961-11-12,Beaumont Open Invitational,NULL,277,-7,5096,Joe Campbell,NULL,NULL,434,Tyrrell Park Municipal Golf Course,71,NULL
3799,3251,93,1968,1968-11-24,Cajun Classic Open Invitational,NULL,270,-18,1180,Ron Cerrudo,NULL,NULL,250,Oakbourne Country Club,72,6555
3800,3252,93,1967,1967-12-03,Cajun Classic Open Invitational,NULL,275,-13,1352,Marty Fleckman,p,NULL,250,Oakbourne Country Club,72,NULL
3801,3253,93,1966,1966-11-27,Cajun Classic Open Invitational,NULL,271,-17,1240,Jacky Cupit,p,NULL,250,Oakbourne Country Club,72,NULL
3802,3254,93,1965,1965-11-28,Cajun Classic Open Invitational,NULL,275,-13,1525,Babe Hiskey,p,NULL,250,Oakbourne Country Club,72,NULL
3803,3255,93,1964,1964-11-22,Cajun Classic Open Invitational,NULL,277,-7,1057,Miller Barber,NULL,NULL,250,Oakbourne Country Club,71,NULL
3804,3256,93,1963,1963-11-24,Cajun Classic Open Invitational,NULL,275,-13,5027,Rex Baxter,NULL,NULL,250,Oakbourne Country Club,72,NULL
3805,3257,93,1962,1962-11-11,Cajun Classic Open Invitational,NULL,270,-14,5023,John Barnum,NULL,NULL,250,Oakbourne Country Club,71,NULL
3806,3258,93,1961,1961-11-19,Cajun Classic Open Invitational,NULL,270,-14,2042,Doug Sanders,NULL,NULL,250,Oakbourne Country Club,71,NULL
3807,3259,93,1960,1960-11-20,Cajun Classic Open Invitational,NULL,272,-12,1505,Lionel Hebert,NULL,NULL,250,Oakbourne Country Club,71,NULL
3808,3260,93,1959,1959-11-15,Lafayette Open Invitational,NULL,273,-11,1177,Billy Casper,NULL,NULL,250,Oakbourne Country Club,71,NULL
3809,3261,93,1958,1958-04-27,Lafayette Open Invitational,NULL,273,-11,1504,Jay Hebert,NULL,NULL,250,Oakbourne Country Club,71,NULL
